,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude
16074,9240.0,08/12/2018 12:00:00 AM,Osterman,131.0,121.0,125.9,41.9877,-87.6545
16078,8901.0,08/04/2018 12:00:00 AM,Rogers,217.0,104.0,150.2,42.0213,-87.6666
16079,6674.0,06/14/2018 11:47:00 AM,Marion Mahony Griffin (Jarvis),38.0,41.0,39.5,42.0161,-87.6647
16081,9989.0,08/28/2018 12:00:00 AM,Oak Street,225.0,224.0,224.5,41.9032,-87.6235
16085,123.0,06/24/2015 12:00:00 AM,South Shore,194.2,47.4,96.0,41.7689,-87.5636
16092,121.0,06/03/2015 12:00:00 AM,South Shore,197.6,145.6,170.0,41.7689,-87.5636
16095,5981.0,05/28/2018 11:47:00 AM,North Avenue,17.0,24.0,20.2,41.9148,-87.6273
16099,1046.0,07/01/2016 11:32:00 AM,12th Street,46.0,32.0,38.4,41.8638,-87.6083
16102,6612.0,06/13/2018 12:00:00 AM,Ohio Street,82.0,683.0,236.7,41.8935,-87.6152
16114,2712.0,06/09/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),29.0,56.0,40.3,42.0161,-87.6647
16115,10385.0,05/26/2019 11:37:00 AM,Hartigan (Albion),13.0,24.0,17.7,42.0027,-87.6564
16116,9298.0,08/13/2018 12:00:00 AM,Leone,143.0,278.0,199.4,42.0131,-87.6635
16119,2457.0,06/02/2017 12:00:00 AM,Humboldt,576.0,636.0,605.3,41.90643,-87.703717
16120,7115.0,06/24/2018 12:00:00 AM,Calumet,6322.0,457.0,1699.8,41.7142,-87.5299
16124,10527.0,05/30/2019 12:37:00 PM,Margaret T Burroughs (31st),13.0,133.0,41.6,41.8393,-87.6072
16138,4766.0,08/04/2017 12:00:00 AM,12th Street,95.0,117.0,105.4,41.8638,-87.6083
16140,2351.0,05/28/2017 12:00:00 AM,Osterman,141.0,23.0,56.9,41.9877,-87.6545
16141,9600.0,08/20/2018 12:00:00 AM,North Avenue,226.0,74.0,129.3,41.9148,-87.6273
16142,7347.0,06/29/2018 12:00:00 AM,57th Street,607.0,1173.0,843.8,41.7911,-87.5797
16143,2990.0,06/17/2017 12:00:00 AM,Foster,312.0,27.0,91.8,41.9785,-87.6515
16144,1992.0,08/21/2016 12:45:00 PM,Ohio Street,8.0,33.0,16.2,41.8935,-87.6152
16145,4265.0,07/19/2017 12:00:00 AM,Calumet,341.0,5.0,41.3,41.7142,-87.5299
16152,9167.0,08/09/2018 12:00:00 AM,Oakwood,3.0,9.0,5.2,41.8211,-87.5976
16153,3869.0,07/10/2017 12:00:00 AM,Oakwood,147.0,20.0,54.2,41.8211,-87.5976
16155,4806.0,08/05/2017 12:00:00 AM,63rd Street,37.0,87.0,56.7,41.7827,-87.5748
16156,4160.0,07/17/2017 12:00:00 AM,Oak Street,133.0,11.0,38.2,41.9032,-87.6235
16157,7890.0,07/11/2018 12:00:00 AM,North Avenue,260.0,281.0,270.3,41.9148,-87.6273
16161,3593.0,07/01/2017 12:00:00 AM,Ohio Street,202.0,255.0,227.0,41.8935,-87.6152
16167,6905.0,06/19/2018 12:00:00 AM,Oakwood,74.0,45.0,57.7,41.8211,-87.5976
16169,9722.0,08/23/2018 12:00:00 AM,Oak Street,527.0,929.0,699.7,41.9032,-87.6235
16172,6014.0,05/27/2018 01:48:00 PM,63rd Street,282.0,621.0,418.5,41.7827,-87.5748
16173,1234.0,07/16/2016 12:21:00 PM,12th Street,15.0,5.0,8.7,41.8638,-87.6083
16178,6013.0,05/26/2018 12:54:00 PM,Rogers,26.0,5.0,11.4,42.0213,-87.6666
16181,1628.0,08/06/2016 12:43:00 PM,12th Street,33.0,24.0,28.1,41.8638,-87.6083
16182,4672.0,08/03/2017 12:00:00 AM,Howard,844.0,24008.0,4501.4,42.0188,-87.6663
16185,8185.0,07/18/2018 12:00:00 AM,Calumet,1154.0,1283.0,1216.8,41.7142,-87.5299
16187,7990.0,07/13/2018 12:00:00 AM,Foster,875.0,661.0,760.5,41.9785,-87.6515
16192,5885.0,09/03/2017 12:00:00 AM,Oak Street,868.0,178.0,393.1,41.9032,-87.6235
16197,98.0,06/30/2015 12:00:00 AM,South Shore,261.2,538.2,375.0,41.7689,-87.5636
16198,3093.0,06/20/2017 12:00:00 AM,Leone,5.0,13.0,8.1,42.0131,-87.6635
16202,2987.0,06/17/2017 12:00:00 AM,Oak Street,820.0,632.0,719.9,41.9032,-87.6235
16203,6351.0,06/06/2018 11:37:00 AM,Montrose,206.0,252.0,227.8,41.9655,-87.6385
16206,3452.0,06/28/2017 12:00:00 AM,Hartigan (Albion),614.0,1145.0,838.5,42.0027,-87.6564
16207,1605.0,08/05/2016 12:34:00 PM,Calumet,14.0,1.0,14.0,41.7142,-87.5299
16208,2649.0,06/06/2017 12:07:00 PM,Humboldt,286.0,1866.0,730.5,41.90643,-87.703717
16214,4796.0,08/06/2017 12:00:00 AM,63rd Street,47.0,92.0,65.8,41.7827,-87.5748
16227,10592.0,06/02/2019 11:43:00 AM,Oakwood,9.0,4.0,6.0,41.8211,-87.5976
16235,3792.0,07/07/2017 12:00:00 AM,Leone,94.0,11.0,32.2,42.0131,-87.6635
16238,5405.0,08/22/2017 12:00:00 AM,Rainbow,22.0,14.0,17.5,41.758,-87.551
16239,7565.0,07/03/2018 12:00:00 AM,North Avenue,121.0,106.0,113.3,41.9148,-87.6273
16248,9429.0,08/16/2018 12:00:00 AM,Ohio Street,132.0,138.0,135.0,41.8935,-87.6152
16250,4630.0,07/31/2017 12:00:00 AM,Hartigan (Albion),42.0,209.0,93.7,42.0027,-87.6564
16252,4388.0,07/23/2017 12:00:00 AM,Foster,323.0,189.0,247.1,41.9785,-87.6515
16253,4417.0,07/24/2017 12:00:00 AM,Montrose,1040.0,7722.0,2833.9,41.9655,-87.6385
16256,1170.0,07/10/2016 01:15:00 PM,Calumet,151.0,75.0,106.4,41.7142,-87.5299
16258,7119.0,06/24/2018 12:00:00 AM,57th Street,303.0,320.0,311.4,41.7911,-87.5797
16259,5252.0,08/18/2017 12:00:00 AM,Osterman,151.0,177.0,163.5,41.9877,-87.6545
16264,4167.0,07/16/2017 12:00:00 AM,Calumet,1568.0,939.0,1213.4,41.7142,-87.5299
16266,8274.0,07/21/2018 12:00:00 AM,Hartigan (Albion),1392.0,1331.0,1361.2,42.0027,-87.6564
16269,10.0,08/12/2015 12:00:00 AM,Calumet,3012.0,673.8,1425.0,41.7142,-87.5299
16280,4380.0,07/23/2017 12:00:00 AM,Oakwood,637.0,469.0,546.6,41.8211,-87.5976
16285,6368.0,06/06/2018 11:37:00 AM,12th Street,45.0,17.0,27.7,41.8638,-87.6083
16293,5196.0,08/16/2017 12:00:00 AM,Rogers,663.0,837.0,744.9,42.0213,-87.6666
16298,10505.0,05/29/2019 11:45:00 AM,Oakwood,30.0,11.0,18.2,41.8211,-87.5976
16299,10152.0,08/31/2018 11:55:00 AM,Osterman,101.0,113.0,106.8,41.9877,-87.6545
16301,8439.0,07/24/2018 12:00:00 AM,Leone,276.0,390.0,328.1,42.0131,-87.6635
16310,5627.0,08/29/2017 12:00:00 AM,Leone,16.0,143.0,47.8,42.0131,-87.6635
16313,7677.0,07/07/2018 12:00:00 AM,Oak Street,130.0,104.0,116.3,41.9032,-87.6235
16322,2451.0,06/01/2017 12:37:00 PM,Rogers,33.0,165.0,73.8,42.0213,-87.6666
16326,270.0,08/18/2015 12:00:00 AM,South Shore,9.4,16.3,12.0,41.7689,-87.5636
16338,6001.0,05/27/2018 01:52:00 PM,Rogers,126.0,122.0,124.0,42.0213,-87.6666
16339,10528.0,05/30/2019 12:37:00 PM,12th Street,40.0,39.0,39.5,41.8638,-87.6083
16349,8997.0,08/06/2018 12:00:00 AM,Leone,202.0,226.0,213.7,42.0131,-87.6635
16354,7656.0,07/06/2018 12:29:00 PM,Calumet,2198.0,2857.0,2505.9,41.7142,-87.5299
16355,6622.0,06/13/2018 12:00:00 AM,Rogers,151.0,154.0,152.5,42.0213,-87.6666
16356,5392.0,08/22/2017 12:00:00 AM,Osterman,140.0,124.0,131.8,41.9877,-87.6545
16358,3390.0,06/27/2017 12:00:00 AM,Montrose,218.0,100.0,147.6,41.9655,-87.6385
16368,5307.0,08/20/2017 12:00:00 AM,57th Street,50.0,37.0,43.0,41.7911,-87.5797
16371,7806.0,07/10/2018 12:00:00 AM,Rainbow,345.0,129.0,211.0,41.758,-87.551
16376,3673.0,07/03/2017 12:00:00 AM,Osterman,29.0,293.0,92.2,41.9877,-87.6545
16377,6280.0,06/05/2018 11:43:00 AM,Marion Mahony Griffin (Jarvis),6.0,312.0,43.3,42.0161,-87.6647
16379,9327.0,08/14/2018 12:00:00 AM,57th Street,530.0,294.0,394.7,41.7911,-87.5797
16382,6032.0,05/28/2018 11:47:00 AM,Leone,11.0,18.0,14.1,42.0131,-87.6635
16384,5533.0,08/26/2017 12:00:00 AM,Leone,111.0,153.0,130.3,42.0131,-87.6635
16391,6275.0,06/04/2018 12:03:00 PM,Foster,475.0,23.0,104.5,41.9785,-87.6515
16395,7625.0,07/05/2018 12:00:00 AM,Calumet,1235.0,1235.0,1235.0,41.7142,-87.5299
16396,7334.0,06/28/2018 12:00:00 AM,Leone,161.0,120.0,139.0,42.0131,-87.6635
16398,9805.0,08/23/2018 12:00:00 AM,Howard,733.0,833.0,781.4,42.0188,-87.6663
16402,1021.0,06/29/2016 11:46:00 AM,Montrose,66.0,125.0,90.8,41.9655,-87.6385
16404,2982.0,06/18/2017 12:00:00 AM,Margaret T Burroughs (31st),10.0,43.0,20.7,41.8393,-87.6072
16405,5104.0,08/15/2017 12:00:00 AM,Oakwood,3.0,38.0,10.7,41.8211,-87.5976
16409,7652.0,07/05/2018 12:00:00 AM,Foster,31.0,183.0,75.3,41.9785,-87.6515
16410,5511.0,08/25/2017 12:00:00 AM,Oak Street,14.0,3266.0,213.8,41.9032,-87.6235
16412,10369.0,05/26/2019 11:38:00 AM,Leone,6.0,15.0,9.5,42.0131,-87.6635
16415,9925.0,08/26/2018 12:00:00 AM,Rainbow,42.0,25.0,32.4,41.758,-87.551
16417,5692.0,08/30/2017 12:00:00 AM,Osterman,118.0,140.0,128.5,41.9877,-87.6545
16421,9956.0,08/27/2018 11:29:00 AM,North Avenue,14.0,44.0,24.8,41.9148,-87.6273
16426,10048.0,08/29/2018 11:32:00 AM,Humboldt,80.0,11.0,29.7,41.90643,-87.703717
16430,5290.0,08/19/2017 12:00:00 AM,North Avenue,169.0,83.0,118.4,41.9148,-87.6273
16436,3407.0,06/27/2017 12:00:00 AM,Margaret T Burroughs (31st),217.0,300.0,255.1,41.8393,-87.6072
16440,4440.0,07/26/2017 12:00:00 AM,Margaret T Burroughs (31st),332.0,198.0,256.4,41.8393,-87.6072
16441,3813.0,07/09/2017 12:00:00 AM,Calumet,110.0,87.0,97.8,41.7142,-87.5299
16442,7833.0,07/10/2018 12:00:00 AM,Leone,31.0,42.0,36.1,42.0131,-87.6635
16454,130.0,07/24/2015 12:00:00 AM,Calumet,170.2,115.0,140.0,41.7142,-87.5299
16459,8959.0,08/05/2018 12:00:00 AM,Hartigan (Albion),3049.0,2320.0,2659.6,42.0027,-87.6564
16461,3197.0,06/23/2017 12:00:00 AM,Rogers,1105.0,303.0,578.6,42.0213,-87.6666
16462,3734.0,07/05/2017 12:00:00 AM,Osterman,158.0,103.0,127.6,41.9877,-87.6545
16463,5707.0,08/30/2017 12:00:00 AM,Oakwood,268.0,182.0,220.9,41.8211,-87.5976
16466,1261.0,07/15/2016 11:42:00 AM,Calumet,1594.0,2187.0,1867.1,41.7142,-87.5299
16469,50.0,07/30/2015 12:00:00 AM,South Shore,545.2,716.7,625.0,41.7689,-87.5636
16479,8906.0,08/03/2018 12:00:00 AM,63rd Street,7806.0,8703.0,8242.3,41.7827,-87.5748
16480,9591.0,08/19/2018 12:00:00 AM,Osterman,663.0,773.0,715.9,41.9877,-87.6545
16481,4832.0,08/06/2017 12:00:00 AM,Osterman,40.0,6.0,15.5,41.9877,-87.6545
16484,3644.0,07/04/2017 12:00:00 AM,Rogers,1177.0,1546.0,1348.9,42.0213,-87.6666
16485,5105.0,08/14/2017 12:00:00 AM,Calumet,83.0,246.0,142.9,41.7142,-87.5299
16492,2271.0,09/04/2016 12:35:00 PM,South Shore,39.0,41.0,40.0,41.7689,-87.5636
16494,4785.0,08/05/2017 12:00:00 AM,Calumet,294.0,854.0,501.1,41.7142,-87.5299
16496,6152.0,05/31/2018 11:55:00 AM,Hartigan (Albion),10.0,63.0,25.1,42.0027,-87.6564
16497,9849.0,08/24/2018 12:00:00 AM,Humboldt,17.0,14.0,15.4,41.90643,-87.703717
16502,107.0,06/30/2015 12:00:00 AM,Rainbow,238.9,195.7,216.0,41.758,-87.551
16504,5030.0,08/11/2017 12:00:00 AM,Leone,20.0,74.0,38.5,42.0131,-87.6635
16515,2301.0,05/27/2017 12:00:00 AM,Oak Street,38.0,117.0,66.7,41.9032,-87.6235
16528,3306.0,06/26/2017 12:00:00 AM,South Shore,352.0,219.0,277.6,41.7689,-87.5636
16533,6966.0,06/20/2018 11:32:00 AM,Hartigan (Albion),152.0,160.0,155.9,42.0027,-87.6564
16543,4770.0,08/04/2017 12:00:00 AM,Foster,989.0,125.0,351.6,41.9785,-87.6515
16544,628.0,06/04/2016 12:57:00 PM,Ohio Street,2544.0,1311.0,1826.2,41.8935,-87.6152
16545,2051.0,08/24/2016 01:14:00 PM,63rd Street,9.0,14.0,11.2,41.7827,-87.5748
16548,10245.0,09/02/2018 11:50:00 AM,Rainbow,172.0,16.0,52.5,41.758,-87.551
16553,1143.0,07/08/2016 11:47:00 AM,Rainbow,280.0,184.0,227.0,41.758,-87.551
16554,4830.0,08/06/2017 12:00:00 AM,Humboldt,7423.0,24453.0,13472.7,41.90643,-87.703717
16559,4313.0,07/21/2017 12:00:00 AM,12th Street,115.0,66.0,87.1,41.8638,-87.6083
16564,109.0,07/22/2015 12:00:00 AM,Rainbow,225.6,342.3,278.0,41.758,-87.551
16565,2380.0,06/01/2017 12:37:00 PM,63rd Street,37.0,5.0,13.6,41.7827,-87.5748
16575,4561.0,07/29/2017 12:00:00 AM,Montrose,115.0,118.0,116.5,41.9655,-87.6385
16582,2127.0,08/27/2016 01:01:00 PM,Ohio Street,65.0,9.0,24.2,41.8935,-87.6152
16584,10170.0,08/31/2018 11:55:00 AM,Foster,65.0,67.0,66.0,41.9785,-87.6515
16585,8627.0,07/29/2018 11:49:00 AM,63rd Street,216.0,104.0,149.9,41.7827,-87.5748
16586,9545.0,08/18/2018 12:00:00 AM,Rainbow,846.0,788.0,816.5,41.758,-87.551
16590,3063.0,06/19/2017 12:00:00 AM,Howard,43.0,46.0,44.5,42.0188,-87.6663
16593,2893.0,06/13/2017 12:00:00 AM,Rogers,15.0,132.0,44.5,42.0213,-87.6666
16595,4666.0,08/02/2017 12:00:00 AM,Humboldt,6909.0,7040.0,6974.2,41.90643,-87.703717
16600,6188.0,06/04/2018 12:03:00 PM,North Avenue,12.0,181.0,46.6,41.9148,-87.6273
16605,4065.0,07/13/2017 12:00:00 AM,63rd Street,420.0,468.0,443.4,41.7827,-87.5748
16615,13.0,07/07/2015 12:00:00 AM,Montrose,2144.4,15129.7,5696.0,41.9655,-87.6385
16616,2930.0,06/14/2017 12:00:00 AM,Hartigan (Albion),28.0,98.0,52.4,42.0027,-87.6564
16619,3643.0,07/04/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),584.0,1256.0,856.4,42.0161,-87.6647
16622,10085.0,08/30/2018 12:00:00 AM,Calumet,3995.0,4676.0,4322.1,41.7142,-87.5299
16626,2265.0,09/04/2016 12:34:00 PM,Calumet,14.0,52.0,27.0,41.7142,-87.5299
16628,4187.0,07/16/2017 12:00:00 AM,Oakwood,308.0,49.0,122.8,41.8211,-87.5976
16638,6272.0,06/04/2018 12:03:00 PM,Oak Street,86.0,89.0,87.5,41.9032,-87.6235
16640,5468.0,08/24/2017 12:00:00 AM,Margaret T Burroughs (31st),133.0,119.0,125.8,41.8393,-87.6072
16641,7869.0,07/11/2018 12:00:00 AM,Ohio Street,159.0,228.0,190.4,41.8935,-87.6152
16658,7145.0,06/24/2018 12:00:00 AM,Humboldt,15.0,9.0,11.6,41.90643,-87.703717
16660,9112.0,08/08/2018 12:36:00 PM,Rogers,1073.0,16866.0,4254.1,42.0213,-87.6666
16663,969.0,06/25/2016 12:43:00 PM,12th Street,30.0,6.0,13.4,41.8638,-87.6083
16689,5326.0,08/20/2017 12:00:00 AM,Hartigan (Albion),181.0,800.0,380.5,42.0027,-87.6564
16690,1087.0,07/06/2016 12:30:00 PM,Ohio Street,138.0,82.0,106.4,41.8935,-87.6152
16691,10148.0,08/31/2018 11:55:00 AM,57th Street,343.0,95.0,180.5,41.7911,-87.5797
16693,7787.0,07/09/2018 12:00:00 AM,12th Street,811.0,417.0,581.5,41.8638,-87.6083
16694,6580.0,06/12/2018 12:10:00 PM,Howard,163.0,196.0,178.7,42.0188,-87.6663
16699,7117.0,06/24/2018 12:00:00 AM,South Shore,271.0,114108.0,5560.9,41.7689,-87.5636
16701,7346.0,06/29/2018 12:00:00 AM,South Shore,1204.0,875.0,1026.4,41.7689,-87.5636
16708,5114.0,08/14/2017 12:00:00 AM,Rogers,296.0,287.0,291.5,42.0213,-87.6666
16714,844.0,06/18/2016 12:58:00 PM,South Shore,31.0,56.0,41.7,41.7689,-87.5636
16717,7866.0,07/11/2018 12:00:00 AM,South Shore,587.0,564.0,575.4,41.7689,-87.5636
16724,5807.0,09/01/2017 12:00:00 AM,Humboldt,22.0,47.0,32.2,41.90643,-87.703717
16735,4570.0,07/31/2017 12:00:00 AM,57th Street,72.0,387.0,166.9,41.7911,-87.5797
16744,18.0,06/18/2015 12:00:00 AM,Rainbow,1779.3,946.4,1298.0,41.758,-87.551
16745,4649.0,08/01/2017 12:00:00 AM,57th Street,264.0,531.0,374.4,41.7911,-87.5797
16747,10407.0,05/27/2019 11:43:00 AM,Oakwood,9.0,14.0,11.2,41.8211,-87.5976
16750,6270.0,06/04/2018 12:03:00 PM,Margaret T Burroughs (31st),101.0,31.0,56.0,41.8393,-87.6072
16754,4447.0,07/25/2017 12:00:00 AM,Ohio Street,303.0,248.0,274.1,41.8935,-87.6152
16761,9589.0,08/19/2018 12:00:00 AM,Humboldt,89.0,24.0,46.2,41.90643,-87.703717
16762,2809.0,06/11/2017 12:00:00 AM,Ohio Street,177.0,27.0,69.1,41.8935,-87.6152
16768,2966.0,06/17/2017 12:00:00 AM,South Shore,56.0,29.0,40.3,41.7689,-87.5636
16774,8636.0,07/30/2018 12:00:00 AM,South Shore,283.0,93.0,162.2,41.7689,-87.5636
16776,3124.0,06/22/2017 12:00:00 AM,Hartigan (Albion),255.0,289.0,271.5,42.0027,-87.6564
16777,142.0,08/13/2015 12:00:00 AM,Montrose,149.3,27.8,64.0,41.9655,-87.6385
16788,8386.0,07/23/2018 12:00:00 AM,South Shore,209.0,228.0,218.3,41.7689,-87.5636
16792,221.0,07/02/2015 12:00:00 AM,Rainbow,43.1,20.1,29.0,41.758,-87.551
16793,7247.0,06/27/2018 12:00:00 AM,57th Street,228.0,215.0,221.4,41.7911,-87.5797
16796,8431.0,07/24/2018 12:00:00 AM,Margaret T Burroughs (31st),14.0,219.0,55.4,41.8393,-87.6072
16799,8094.0,07/16/2018 12:00:00 AM,Humboldt,63.0,3.0,13.7,41.90643,-87.703717
16800,10248.0,09/02/2018 11:52:00 AM,12th Street,14.0,56.0,28.0,41.8638,-87.6083
16801,6816.0,06/17/2018 12:00:00 AM,Montrose,1748.0,2997.0,2288.8,41.9655,-87.6385
16803,8092.0,07/16/2018 12:00:00 AM,Ohio Street,91.0,68.0,78.7,41.8935,-87.6152
16809,1448.0,07/28/2016 01:59:00 PM,Ohio Street,3.0,6.0,4.2,41.8935,-87.6152
16812,8710.0,07/31/2018 11:12:00 AM,Oakwood,21.0,126.0,51.4,41.8211,-87.5976
16813,6930.0,06/20/2018 11:32:00 AM,Oak Street,90.0,57.0,71.6,41.9032,-87.6235
16816,9331.0,08/14/2018 12:00:00 AM,Oak Street,113.0,109.0,111.0,41.9032,-87.6235
16820,126.0,08/07/2015 12:00:00 AM,South Shore,177.4,152.7,165.0,41.7689,-87.5636
16827,7150.0,06/24/2018 12:00:00 AM,Hartigan (Albion),612.0,166.0,318.7,42.0027,-87.6564
16832,9725.0,08/22/2018 12:08:00 PM,Oakwood,356.0,15.0,73.1,41.8211,-87.5976
16833,6246.0,06/03/2018 12:33:00 PM,Rainbow,381.0,180.0,261.9,41.758,-87.551
16839,4869.0,08/07/2017 12:00:00 AM,Oak Street,29.0,28.0,28.5,41.9032,-87.6235
16846,6947.0,06/20/2018 11:32:00 AM,Margaret T Burroughs (31st),73.0,22.0,40.1,41.8393,-87.6072
16847,7126.0,06/23/2018 11:50:00 AM,63rd Street,447.0,614.0,523.9,41.7827,-87.5748
16849,186.0,06/01/2015 12:00:00 AM,South Shore,74.4,44.1,57.0,41.7689,-87.5636
16853,9603.0,08/20/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),357.0,266.0,308.2,42.0161,-87.6647
16857,5158.0,08/17/2017 12:00:00 AM,Oak Street,16.0,72.0,33.9,41.9032,-87.6235
16864,7586.0,07/04/2018 12:00:00 AM,South Shore,278.0,432.0,346.5,41.7689,-87.5636
16870,6995.0,06/21/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),2118.0,29.0,247.8,42.0161,-87.6647
16874,9275.0,08/12/2018 12:00:00 AM,Rogers,329.0,249.0,286.2,42.0213,-87.6666
16881,5225.0,08/17/2017 12:00:00 AM,Calumet,189.0,221.0,204.4,41.7142,-87.5299
16883,6191.0,06/04/2018 12:03:00 PM,Howard,84.0,131.0,104.9,42.0188,-87.6663
16884,6146.0,05/31/2018 11:51:00 AM,63rd Street,766.0,92.0,265.5,41.7827,-87.5748
16886,2333.0,05/28/2017 12:00:00 AM,Hartigan (Albion),159.0,11.0,41.8,42.0027,-87.6564
16890,3346.0,06/26/2017 12:00:00 AM,Howard,93.0,135.0,112.0,42.0188,-87.6663
16892,3252.0,06/24/2017 12:00:00 AM,Osterman,113.0,74.0,91.4,41.9877,-87.6545
16895,3633.0,07/02/2017 12:00:00 AM,Leone,39.0,67.0,51.1,42.0131,-87.6635
16898,2845.0,06/12/2017 12:00:00 AM,Leone,28.0,11.0,17.5,42.0131,-87.6635
16900,3005.0,06/17/2017 12:00:00 AM,Hartigan (Albion),164.0,83.0,116.7,42.0027,-87.6564
16903,3113.0,06/21/2017 12:00:00 AM,Calumet,221.0,71.0,125.3,41.7142,-87.5299
16908,10050.0,08/29/2018 11:32:00 AM,Osterman,65598.0,2269.0,12200.1,41.9877,-87.6545
16909,197.0,06/01/2015 12:00:00 AM,Rainbow,68.1,244.0,129.0,41.758,-87.551
16912,88.0,07/01/2015 12:00:00 AM,Montrose,283.2,308.8,296.0,41.9655,-87.6385
16920,6434.0,06/09/2018 12:00:00 AM,Howard,106.0,9.0,30.9,42.0188,-87.6663
16922,7079.0,06/22/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),1637.0,364.0,771.9,42.0161,-87.6647
16923,6426.0,06/09/2018 12:00:00 AM,South Shore,557.0,472.0,512.7,41.7689,-87.5636
16930,3310.0,06/26/2017 12:00:00 AM,Oak Street,84.0,307.0,160.6,41.9032,-87.6235
16936,6153.0,05/31/2018 11:56:00 AM,Marion Mahony Griffin (Jarvis),37.0,73.0,52.0,42.0161,-87.6647
16939,6112.0,05/31/2018 11:52:00 AM,57th Street,11.0,42.0,21.5,41.7911,-87.5797
16941,1867.0,08/17/2016 03:47:00 PM,Ohio Street,46.0,6.0,16.6,41.8935,-87.6152
16943,8905.0,08/03/2018 12:00:00 AM,Rainbow,610.0,386.0,485.2,41.758,-87.551
16945,8427.0,07/24/2018 12:00:00 AM,South Shore,98.0,85.0,91.3,41.7689,-87.5636
16947,8960.0,08/05/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),101.0,117.0,108.7,42.0161,-87.6647
16948,7525.0,07/03/2018 12:00:00 AM,12th Street,17.0,12.0,14.3,41.8638,-87.6083
16955,3509.0,06/29/2017 12:00:00 AM,57th Street,1402.0,2278.0,1787.1,41.7911,-87.5797
16958,4933.0,08/09/2017 12:00:00 AM,Ohio Street,14.0,11.0,12.4,41.8935,-87.6152
16959,8089.0,07/16/2018 12:00:00 AM,Oakwood,3.0,64.0,13.9,41.8211,-87.5976
16963,2026.0,08/21/2016 12:44:00 PM,North Avenue,44.0,37.0,40.3,41.9148,-87.6273
16964,7691.0,07/08/2018 12:10:00 PM,Ohio Street,1070.0,934.0,999.7,41.8935,-87.6152
16974,4231.0,07/18/2017 12:00:00 AM,Foster,114.0,163.0,136.3,41.9785,-87.6515
16975,4189.0,07/16/2017 12:00:00 AM,Oak Street,143.0,137.0,140.0,41.9032,-87.6235
16977,9106.0,08/08/2018 12:36:00 PM,63rd Street,123.0,152.0,136.7,41.7827,-87.5748
16982,2976.0,06/18/2017 12:00:00 AM,Calumet,69.0,126.0,93.2,41.7142,-87.5299
16986,7146.0,06/24/2018 12:00:00 AM,North Avenue,91.0,22.0,44.7,41.9148,-87.6273
16991,9723.0,08/23/2018 12:00:00 AM,Leone,516.0,555.0,535.1,42.0131,-87.6635
16992,5306.0,08/20/2017 12:00:00 AM,South Shore,30.0,90.0,52.0,41.7689,-87.5636
17006,2487.0,06/04/2017 12:10:00 PM,Rainbow,973.0,22.0,146.3,41.758,-87.551
17009,6158.0,06/01/2018 12:00:00 AM,12th Street,783.0,272.0,461.5,41.8638,-87.6083
17020,967.0,06/25/2016 12:43:00 PM,South Shore,102.0,69.0,83.9,41.7689,-87.5636
17026,4162.0,07/17/2017 12:00:00 AM,Montrose,3729.0,4035.0,3879.0,41.9655,-87.6385
17029,5452.0,08/23/2017 12:00:00 AM,Leone,445.0,217.0,310.7,42.0131,-87.6635
17030,5882.0,09/03/2017 12:00:00 AM,Margaret T Burroughs (31st),270.0,20.0,73.5,41.8393,-87.6072
17031,842.0,06/18/2016 12:58:00 PM,North Avenue,70.0,230.0,126.9,41.9148,-87.6273
17035,2953.0,06/16/2017 12:00:00 AM,Ohio Street,65.0,47.0,55.3,41.8935,-87.6152
17037,9932.0,08/26/2018 12:00:00 AM,Hartigan (Albion),1712.0,439.0,866.9,42.0027,-87.6564
17044,5690.0,08/30/2017 12:00:00 AM,Humboldt,49158.0,49143.0,49150.5,41.90643,-87.703717
17050,1107.0,07/07/2016 11:50:00 AM,63rd Street,974.0,1174.0,1069.3,41.7827,-87.5748
17058,2359.0,05/29/2017 12:17:00 PM,North Avenue,63.0,45.0,53.2,41.9148,-87.6273
17059,5945.0,05/25/2018 12:05:00 PM,Calumet,3007.0,7330.0,4694.8,41.7142,-87.5299
17062,8229.0,07/19/2018 12:00:00 AM,Ohio Street,147.0,260.0,195.5,41.8935,-87.6152
17063,6769.0,06/16/2018 12:00:00 AM,Ohio Street,693.0,648.0,670.1,41.8935,-87.6152
17070,5284.0,08/20/2017 12:00:00 AM,North Avenue,193.0,151.0,170.7,41.9148,-87.6273
17074,120.0,07/16/2015 12:00:00 AM,Calumet,198.5,304.2,246.0,41.7142,-87.5299
17076,6248.0,06/03/2018 12:33:00 PM,63rd Street,205.0,152.0,176.5,41.7827,-87.5748
17079,4353.0,07/21/2017 12:00:00 AM,Howard,40.0,20.0,28.3,42.0188,-87.6663
17084,6567.0,06/12/2018 12:10:00 PM,South Shore,169.0,301.0,225.5,41.7689,-87.5636
17087,6705.0,06/15/2018 12:00:00 AM,Calumet,1764.0,145.0,505.7,41.7142,-87.5299
