,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude
1144,12304.0,07/17/2019 12:43:00 PM,Montrose,102.0,35.0,59.7,41.9655,-87.6385
1145,12325.0,07/17/2019 12:44:00 PM,Leone,44.0,18.0,28.1,42.0131,-87.6635
1146,12324.0,07/17/2019 12:44:00 PM,Osterman,8.0,14.0,10.6,41.9877,-87.6545
1148,12305.0,07/17/2019 12:44:00 PM,Hartigan (Albion),51.0,665.0,184.2,42.0027,-87.6564
1149,12320.0,07/17/2019 12:42:00 PM,12th Street,452.0,320.0,380.3,41.8638,-87.6083
1150,12306.0,07/17/2019 12:45:00 PM,Howard,227.0,188.0,206.6,42.0188,-87.6663
1151,12302.0,07/17/2019 12:42:00 PM,Ohio Street,11.0,186.0,45.2,41.8935,-87.6152
1152,12318.0,07/17/2019 12:41:00 PM,57th Street,153.0,770.0,343.2,41.7911,-87.5797
1153,12301.0,07/17/2019 12:41:00 PM,Oakwood,35.0,215.0,86.7,41.8211,-87.5976
1154,12317.0,07/17/2019 12:40:00 PM,63rd Street,1153.0,12466.0,3791.2,41.7827,-87.5748
1155,12322.0,07/17/2019 12:43:00 PM,North Avenue,170.0,168.0,169.0,41.9148,-87.6273
1157,12321.0,07/17/2019 12:42:00 PM,Humboldt,29.0,33.0,30.9,41.90643,-87.703717
1158,12319.0,07/17/2019 12:41:00 PM,Margaret T Burroughs (31st),10.0,33.0,18.2,41.8393,-87.6072
1159,12300.0,07/17/2019 12:40:00 PM,South Shore,1980.0,1480.0,1711.8,41.7689,-87.5636
1160,12316.0,07/17/2019 12:40:00 PM,Rainbow,1858.0,374.0,833.6,41.758,-87.551
1161,12327.0,07/17/2019 12:45:00 PM,Rogers,133.0,125.0,128.9,42.0213,-87.6666
1162,12326.0,07/17/2019 12:44:00 PM,Marion Mahony Griffin (Jarvis),76.0,112.0,92.3,42.0161,-87.6647
1164,12357.0,07/18/2019 12:10:00 PM,Margaret T Burroughs (31st),1932.0,296.0,756.2,41.8393,-87.6072
1165,12365.0,07/18/2019 12:14:00 PM,Rogers,145.0,195.0,168.2,42.0213,-87.6666
1166,12334.0,07/18/2019 12:08:00 PM,South Shore,173.0,423.0,270.5,41.7689,-87.5636
1168,12364.0,07/18/2019 12:14:00 PM,Leone,10.0,3.0,5.5,42.0131,-87.6635
1169,12338.0,07/18/2019 12:13:00 PM,Osterman,13.0,20.0,16.1,41.9877,-87.6545
1170,12360.0,07/18/2019 12:11:00 PM,Humboldt,3.0,3.0,3.0,41.90643,-87.703717
1171,12355.0,07/18/2019 12:08:00 PM,63rd Street,220.0,501.0,332.0,41.7827,-87.5748
1172,12337.0,07/18/2019 12:12:00 PM,North Avenue,18.0,10.0,13.4,41.9148,-87.6273
1173,12356.0,07/18/2019 12:09:00 PM,57th Street,220.0,297.0,255.6,41.7911,-87.5797
1174,12362.0,07/18/2019 12:12:00 PM,Foster,105.0,247.0,161.0,41.9785,-87.6515
1175,12354.0,07/18/2019 12:08:00 PM,Rainbow,1799.0,258.0,681.3,41.758,-87.551
1176,12359.0,07/18/2019 12:11:00 PM,Oak Street,65.0,62.0,63.5,41.9032,-87.6235
1177,12339.0,07/18/2019 12:14:00 PM,Marion Mahony Griffin (Jarvis),55.0,100.0,74.2,42.0161,-87.6647
1178,12335.0,07/18/2019 12:09:00 PM,Oakwood,169.0,333.0,237.2,41.8211,-87.5976
1180,12358.0,07/18/2019 12:10:00 PM,12th Street,556.0,777.0,657.3,41.8638,-87.6083
1181,12353.0,07/18/2019 12:07:00 PM,Calumet,901.0,630.0,753.4,41.7142,-87.5299
1184,12336.0,07/18/2019 12:10:00 PM,Ohio Street,1360.0,180.0,494.8,41.8935,-87.6152
1185,12361.0,07/18/2019 12:12:00 PM,Montrose,38.0,13.0,22.2,41.9655,-87.6385
1186,12363.0,07/18/2019 12:13:00 PM,Hartigan (Albion),79.0,106.0,91.5,42.0027,-87.6564
1188,13314.0,08/20/2019 12:33:00 PM,Rainbow,76.0,49.0,61.0,41.758,-87.551
1189,13343.0,08/20/2019 12:45:00 PM,Rogers,277.0,437.0,347.9,42.0213,-87.6666
1190,13315.0,08/20/2019 12:35:00 PM,57th Street,458.0,107.0,221.4,41.7911,-87.5797
1191,13286.0,08/20/2019 12:32:00 PM,Calumet,198.0,75.0,121.9,41.7142,-87.5299
1192,13340.0,08/20/2019 12:43:00 PM,Leone,70.0,13.0,30.2,42.0131,-87.6635
1193,13334.0,08/20/2019 12:40:00 PM,Humboldt,10.0,4.0,6.3,41.90643,-87.703717
1194,12634.0,07/26/2019 12:04:00 PM,Leone,16.0,72.0,33.9,42.0131,-87.6635
1195,13288.0,08/20/2019 12:34:00 PM,63rd Street,2683.0,210.0,750.6,41.7827,-87.5748
1196,13338.0,08/20/2019 12:42:00 PM,Osterman,194.0,105.0,142.7,41.9877,-87.6545
1197,13292.0,08/20/2019 12:38:00 PM,Ohio Street,38.0,119.0,67.2,41.8935,-87.6152
1198,13289.0,08/20/2019 12:36:00 PM,Oakwood,84.0,12.0,31.7,41.8211,-87.5976
1199,13337.0,08/20/2019 12:42:00 PM,Foster,3.0,53.0,12.6,41.9785,-87.6515
1200,13341.0,08/20/2019 12:44:00 PM,Marion Mahony Griffin (Jarvis),635.0,240.0,390.4,42.0161,-87.6647
1201,13291.0,08/20/2019 12:37:00 PM,12th Street,7.0,10.0,8.4,41.8638,-87.6083
1202,13342.0,08/20/2019 12:44:00 PM,Howard,163.0,200.0,180.6,42.0188,-87.6663
1203,13339.0,08/20/2019 12:43:00 PM,Hartigan (Albion),575.0,124.0,267.0,42.0027,-87.6564
1204,13336.0,08/20/2019 12:41:00 PM,Montrose,1317.0,1581.0,1443.0,41.9655,-87.6385
1206,13335.0,08/20/2019 12:40:00 PM,North Avenue,84.0,100.0,91.7,41.9148,-87.6273
1207,13333.0,08/20/2019 12:39:00 PM,Oak Street,8.0,8.0,8.0,41.9032,-87.6235
1209,12343.0,07/19/2019 11:54:00 AM,63rd Street,75.0,116.0,93.3,41.7827,-87.5748
1210,12347.0,07/19/2019 11:56:00 AM,12th Street,121.0,155.0,136.9,41.8638,-87.6083
1211,12349.0,07/19/2019 11:58:00 AM,Oak Street,35.0,4.0,11.8,41.9032,-87.6235
1212,12340.0,07/19/2019 11:52:00 AM,Calumet,119.0,130.0,124.4,41.7142,-87.5299
1213,12342.0,07/19/2019 11:53:00 AM,South Shore,134.0,14.0,43.3,41.7689,-87.5636
1214,12350.0,07/19/2019 11:58:00 AM,Humboldt,7.0,3.0,4.6,41.90643,-87.703717
1215,12348.0,07/19/2019 11:57:00 AM,Ohio Street,27.0,145.0,62.6,41.8935,-87.6152
1216,12341.0,07/19/2019 11:53:00 AM,Rainbow,7.0,34.0,15.4,41.758,-87.551
1217,12344.0,07/19/2019 11:54:00 AM,57th Street,128.0,204.0,161.6,41.7911,-87.5797
1218,12345.0,07/19/2019 11:55:00 AM,Oakwood,11.0,3.0,5.7,41.8211,-87.5976
1219,12346.0,07/19/2019 11:55:00 AM,Margaret T Burroughs (31st),3.0,69.0,14.4,41.8393,-87.6072
1221,12377.0,07/19/2019 12:03:00 PM,Marion Mahony Griffin (Jarvis),134.0,49.0,81.0,42.0161,-87.6647
1222,12373.0,07/19/2019 12:01:00 PM,Foster,140.0,94.0,114.7,41.9785,-87.6515
1223,12351.0,07/19/2019 11:59:00 AM,North Avenue,4.0,4.0,4.0,41.9148,-87.6273
1224,12376.0,07/19/2019 12:02:00 PM,Leone,98.0,10.0,31.3,42.0131,-87.6635
1225,12375.0,07/19/2019 12:02:00 PM,Hartigan (Albion),33.0,50.0,40.6,42.0027,-87.6564
1226,12366.0,07/19/2019 12:04:00 PM,Howard,3.0,20.0,7.7,42.0188,-87.6663
1227,12374.0,07/19/2019 12:01:00 PM,Osterman,390.0,508.0,445.1,41.9877,-87.6545
1228,12352.0,07/19/2019 12:00:00 PM,Montrose,54.0,3.0,12.7,41.9655,-87.6385
1230,12378.0,07/19/2019 12:04:00 PM,Rogers,37.0,45.0,40.8,42.0213,-87.6666
1231,12395.0,07/20/2019 11:58:00 AM,Margaret T Burroughs (31st),10149.0,13047.0,11507.1,41.8393,-87.6072
1232,12396.0,07/20/2019 11:59:00 AM,Oak Street,414.0,389.0,401.3,41.9032,-87.6235
1233,12416.0,07/20/2019 11:58:00 AM,Oakwood,6346.0,4410.0,5290.2,41.8211,-87.5976
1234,12413.0,07/20/2019 11:56:00 AM,Rainbow,10422.0,12681.0,11496.1,41.758,-87.551
1235,12414.0,07/20/2019 11:57:00 AM,South Shore,1149.0,1627.0,1367.3,41.7689,-87.5636
1236,12418.0,07/20/2019 11:59:00 AM,Ohio Street,466.0,927.0,657.3,41.8935,-87.6152
1237,12393.0,07/20/2019 11:56:00 AM,Calumet,759.0,957.0,852.3,41.7142,-87.5299
1238,12394.0,07/20/2019 11:57:00 AM,63rd Street,8642.0,4269.0,6073.9,41.7827,-87.5748
1239,12419.0,07/20/2019 11:59:00 AM,Humboldt,17.0,7.0,10.9,41.90643,-87.703717
1240,12417.0,07/20/2019 11:58:00 AM,12th Street,24.0,950.0,151.0,41.8638,-87.6083
1241,12415.0,07/20/2019 11:57:00 AM,57th Street,2377.0,572.0,1166.0,41.7911,-87.5797
1243,12424.0,07/20/2019 12:02:00 PM,Marion Mahony Griffin (Jarvis),550.0,361.0,445.6,42.0161,-87.6647
1244,12422.0,07/20/2019 12:01:00 PM,Osterman,1625.0,555.0,949.7,41.9877,-87.6545
1245,12423.0,07/20/2019 12:01:00 PM,Leone,197.0,321.0,251.5,42.0131,-87.6635
1246,12421.0,07/20/2019 12:00:00 PM,Foster,331.0,695.0,479.6,41.9785,-87.6515
1247,12420.0,07/20/2019 12:00:00 PM,North Avenue,845.0,403.0,583.6,41.9148,-87.6273
1248,12425.0,07/20/2019 12:02:00 PM,Rogers,2454.0,2791.0,2617.1,42.0213,-87.6666
1249,12397.0,07/20/2019 12:00:00 PM,Montrose,530.0,648.0,586.0,41.9655,-87.6385
1250,12398.0,07/20/2019 12:01:00 PM,Hartigan (Albion),134.0,140.0,137.0,42.0027,-87.6564
1251,12399.0,07/20/2019 12:02:00 PM,Howard,5829.0,843.0,2216.7,42.0188,-87.6663
1252,13290.0,08/20/2019 12:36:00 PM,Margaret T Burroughs (31st),57.0,16.0,30.2,41.8393,-87.6072
1253,13287.0,08/20/2019 12:34:00 PM,South Shore,198.0,786.0,394.5,41.7689,-87.5636
1257,12440.0,07/21/2019 11:56:00 AM,12th Street,167.0,277.0,215.1,41.8638,-87.6083
1258,12435.0,07/21/2019 11:54:00 AM,South Shore,257.0,588.0,388.7,41.7689,-87.5636
1260,12475.0,07/22/2019 02:26:00 PM,Humboldt,203.0,2813.0,755.7,41.90643,-87.703717
1261,12451.0,07/21/2019 11:59:00 AM,Howard,39.0,252.0,99.1,42.0188,-87.6663
1262,12436.0,07/21/2019 11:54:00 AM,63rd Street,2390.0,2289.0,2339.0,41.7827,-87.5748
1263,12438.0,07/21/2019 11:55:00 AM,Oakwood,47.0,56.0,51.3,41.8211,-87.5976
1264,12437.0,07/21/2019 11:55:00 AM,57th Street,197.0,55.0,104.1,41.7911,-87.5797
1265,12445.0,07/21/2019 11:57:00 AM,Montrose,389.0,314.0,349.5,41.9655,-87.6385
1266,12444.0,07/21/2019 11:57:00 AM,North Avenue,169.0,308.0,228.1,41.9148,-87.6273
1267,12441.0,07/21/2019 11:56:00 AM,Ohio Street,68.0,2.0,11.7,41.8935,-87.6152
1268,12439.0,07/21/2019 11:55:00 AM,Margaret T Burroughs (31st),11660.0,632.0,2714.6,41.8393,-87.6072
1269,12446.0,07/21/2019 11:58:00 AM,Foster,10.0,368.0,60.7,41.9785,-87.6515
1270,12449.0,07/21/2019 11:58:00 AM,Leone,205.0,181.0,192.6,42.0131,-87.6635
1271,12448.0,07/21/2019 11:58:00 AM,Hartigan (Albion),365.0,269.0,313.3,42.0027,-87.6564
1272,12433.0,07/21/2019 11:53:00 AM,Calumet,639.0,486.0,557.3,41.7142,-87.5299
1273,12450.0,07/21/2019 11:59:00 AM,Marion Mahony Griffin (Jarvis),432.0,28.0,110.0,42.0161,-87.6647
1275,12442.0,07/21/2019 11:56:00 AM,Oak Street,52.0,33.0,41.4,41.9032,-87.6235
1276,12447.0,07/21/2019 11:58:00 AM,Osterman,200.0,603.0,347.3,41.9877,-87.6545
1277,12434.0,07/21/2019 11:54:00 AM,Rainbow,951.0,516.0,700.5,41.758,-87.551
1278,12462.0,07/22/2019 02:28:00 PM,Oakwood,818.0,719.0,766.9,41.8211,-87.5976
1279,12477.0,07/22/2019 02:28:00 PM,Oak Street,120.0,319.0,195.7,41.9032,-87.6235
1280,12457.0,07/22/2019 02:25:00 PM,Howard,1617.0,902.0,1207.7,42.0188,-87.6663
1281,12478.0,07/22/2019 02:29:00 PM,Osterman,671.0,536.0,599.7,41.9877,-87.6545
1282,4969.0,08/10/2017 12:00:00 AM,Oak Street,379.0,20.0,87.1,41.9032,-87.6235
1283,4952.0,08/10/2017 12:00:00 AM,Montrose,102.0,44.0,67.0,41.9655,-87.6385
1284,9367.0,08/15/2018 12:00:00 AM,South Shore,1037.0,1060.0,1048.4,41.7689,-87.5636
1285,13299.0,08/10/2017 12:00:00 AM,Humboldt,6323.0,6437.0,6379.7,41.90643,-87.703717
1286,12443.0,07/21/2019 11:56:00 AM,Humboldt,2.0,3468.0,83.3,41.90643,-87.703717
1288,12463.0,07/22/2019 02:29:00 PM,Ohio Street,2905.0,3182.0,3040.3,41.8935,-87.6152
1289,12459.0,07/22/2019 02:27:00 PM,Margaret T Burroughs (31st),1292.0,3544.0,2139.8,41.8393,-87.6072
1290,12453.0,07/22/2019 02:23:00 PM,12th Street,322.0,403.0,360.2,41.8638,-87.6083
1291,12454.0,07/22/2019 02:24:00 PM,63rd Street,535.0,636.0,583.3,41.7827,-87.5748
1292,12460.0,07/22/2019 02:27:00 PM,Montrose,203.0,285.0,240.5,41.9655,-87.6385
1293,12476.0,07/22/2019 02:27:00 PM,Marion Mahony Griffin (Jarvis),1569.0,1942.0,1745.6,42.0161,-87.6647
1294,12461.0,07/22/2019 02:28:00 PM,North Avenue,359.0,315.0,336.3,41.9148,-87.6273
1295,12465.0,07/22/2019 02:30:00 PM,Rogers,1504.0,1498.0,1501.0,42.0213,-87.6666
1296,12473.0,07/22/2019 02:23:00 PM,57th Street,139.0,136.0,137.5,41.7911,-87.5797
1297,12464.0,07/22/2019 02:29:00 PM,Rainbow,1019.0,1210.0,1110.4,41.758,-87.551
1298,12455.0,07/22/2019 02:24:00 PM,Calumet,940.0,1205.0,1064.3,41.7142,-87.5299
1299,12456.0,07/22/2019 02:25:00 PM,Hartigan (Albion),706.0,284.0,447.8,42.0027,-87.6564
1300,12479.0,07/22/2019 02:30:00 PM,South Shore,663.0,5230.0,1862.1,41.7689,-87.5636
1301,12474.0,07/22/2019 02:25:00 PM,Foster,472.0,133.0,250.6,41.9785,-87.6515
1302,12458.0,07/22/2019 02:26:00 PM,Leone,1159.0,690.0,894.3,42.0131,-87.6635
1305,4932.0,08/10/2017 12:00:00 AM,12th Street,15.0,102.0,39.1,41.8638,-87.6083
1307,4928.0,08/10/2017 12:00:00 AM,63rd Street,98.0,63.0,78.6,41.7827,-87.5748
1308,13301.0,08/21/2017 12:00:00 AM,Osterman,58.0,11.0,25.3,41.9877,-87.6545
1309,4973.0,08/10/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),189.0,100.0,137.5,42.0161,-87.6647
1310,4972.0,08/10/2017 12:00:00 AM,Hartigan (Albion),277.0,621.0,414.7,42.0027,-87.6564
1311,4947.0,08/10/2017 12:00:00 AM,South Shore,267.0,203.0,232.8,41.7689,-87.5636
1313,4929.0,08/10/2017 12:00:00 AM,57th Street,6.0,20.0,11.0,41.7911,-87.5797
1314,4948.0,08/09/2017 12:00:00 AM,57th Street,64.0,66.0,65.0,41.7911,-87.5797
1318,12493.0,07/23/2019 11:59:00 AM,Calumet,403.0,342.0,371.2,41.7142,-87.5299
1319,12513.0,07/23/2019 11:59:00 AM,South Shore,287.0,1734.0,705.4,41.7689,-87.5636
1320,12494.0,07/23/2019 11:59:00 AM,Rainbow,188.0,192.0,190.0,41.758,-87.551
1321,12516.0,07/23/2019 12:01:00 PM,North Avenue,164.0,107.0,132.5,41.9148,-87.6273
1322,12495.0,07/23/2019 12:00:00 PM,63rd Street,24.0,144.0,58.8,41.7827,-87.5748
1323,12499.0,07/23/2019 12:01:00 PM,Oak Street,166.0,152.0,158.8,41.9032,-87.6235
1324,12500.0,07/23/2019 12:01:00 PM,Humboldt,26.0,75.0,44.2,41.90643,-87.703717
1325,12514.0,07/23/2019 12:00:00 PM,Oakwood,78.0,13.0,31.8,41.8211,-87.5976
1326,12502.0,07/23/2019 12:02:00 PM,Foster,409.0,614.0,501.1,41.9785,-87.6515
1327,12503.0,07/23/2019 12:02:00 PM,Hartigan (Albion),118.0,74.0,93.4,42.0027,-87.6564
1328,12506.0,07/23/2019 12:03:00 PM,Rogers,263.0,475.0,353.4,42.0213,-87.6666
1329,12504.0,07/23/2019 12:03:00 PM,Leone,282.0,394.0,333.3,42.0131,-87.6635
1330,12497.0,07/23/2019 12:00:00 PM,Margaret T Burroughs (31st),53.0,52.0,52.5,41.8393,-87.6072
1331,12515.0,07/23/2019 12:01:00 PM,Ohio Street,445.0,317.0,375.6,41.8935,-87.6152
1332,12517.0,07/23/2019 12:02:00 PM,Osterman,104.0,341.0,188.3,41.9877,-87.6545
1333,12518.0,07/23/2019 12:03:00 PM,Marion Mahony Griffin (Jarvis),177.0,161.0,168.8,42.0161,-87.6647
1334,12501.0,07/23/2019 12:02:00 PM,Montrose,290.0,368.0,326.7,41.9655,-87.6385
1335,12496.0,07/23/2019 12:00:00 PM,57th Street,209.0,129.0,164.2,41.7911,-87.5797
1336,12498.0,07/23/2019 12:00:00 PM,12th Street,76.0,17.0,35.9,41.8638,-87.6083
1337,12505.0,07/23/2019 12:03:00 PM,Howard,293.0,1700.0,705.8,42.0188,-87.6663
1338,12471.0,07/24/2019 12:19:00 PM,Oakwood,374.0,8.0,54.7,41.8211,-87.5976
1339,12534.0,07/24/2019 12:22:00 PM,Ohio Street,544.0,1601.0,933.2,41.8935,-87.6152
1340,12541.0,07/24/2019 12:25:00 PM,Leone,545.0,439.0,489.1,42.0131,-87.6635
1341,12468.0,07/24/2019 12:17:00 PM,South Shore,629.0,462.0,539.1,41.7689,-87.5636
1342,12538.0,07/24/2019 12:24:00 PM,Foster,220.0,183.0,200.6,41.9785,-87.6515
1343,8286.0,07/20/2018 11:54:00 AM,South Shore,50.0,101.0,71.1,41.7689,-87.5636
1344,4974.0,08/10/2017 12:00:00 AM,Rogers,106.0,835.0,297.5,42.0213,-87.6666
1345,4967.0,08/10/2017 12:00:00 AM,Oakwood,157.0,61.0,97.9,41.8211,-87.5976
1346,4986.0,08/10/2017 12:00:00 AM,Howard,279.0,203.0,238.0,42.0188,-87.6663
1347,13300.0,09/01/2017 12:00:00 AM,Rogers,1238.0,1599.0,1407.0,42.0213,-87.6666
1350,12536.0,07/24/2019 12:23:00 PM,North Avenue,706.0,322.0,476.8,41.9148,-87.6273
1351,12467.0,07/24/2019 12:16:00 PM,Rainbow,24.0,153.0,60.6,41.758,-87.551
1352,12470.0,07/24/2019 12:19:00 PM,57th Street,74.0,27.0,44.7,41.7911,-87.5797
1353,12469.0,07/24/2019 12:18:00 PM,63rd Street,143.0,185.0,162.6,41.7827,-87.5748
1354,12553.0,07/24/2019 12:26:00 PM,Howard,142.0,137.0,139.5,42.0188,-87.6663
1355,12542.0,07/24/2019 12:25:00 PM,Marion Mahony Griffin (Jarvis),257.0,390.0,316.6,42.0161,-87.6647
1356,12539.0,07/24/2019 12:24:00 PM,Osterman,330.0,324.0,327.0,41.9877,-87.6545
1357,12554.0,07/24/2019 12:26:00 PM,Rogers,584.0,665.0,623.2,42.0213,-87.6666
1358,12472.0,07/24/2019 12:21:00 PM,Margaret T Burroughs (31st),50.0,73.0,60.4,41.8393,-87.6072
1359,12466.0,07/24/2019 12:15:00 PM,Calumet,61.0,96.0,76.5,41.7142,-87.5299
1360,12540.0,07/24/2019 12:24:00 PM,Hartigan (Albion),613.0,261.0,400.0,42.0027,-87.6564
1361,12535.0,07/24/2019 12:22:00 PM,Humboldt,521.0,22.0,107.1,41.90643,-87.703717
1362,12537.0,07/24/2019 12:23:00 PM,Montrose,38.0,86.0,57.2,41.9655,-87.6385
1363,12533.0,07/24/2019 12:21:00 PM,12th Street,25.0,170.0,65.2,41.8638,-87.6083
1364,12543.0,07/24/2019 12:28:00 PM,Oak Street,11.0,6.0,8.1,41.9032,-87.6235
1365,4985.0,08/10/2017 12:00:00 AM,Leone,46.0,35.0,40.1,42.0131,-87.6635
1366,4968.0,08/09/2017 12:00:00 AM,12th Street,11.0,21.0,15.2,41.8638,-87.6083
1367,4949.0,08/10/2017 12:00:00 AM,Margaret T Burroughs (31st),13.0,124.0,40.1,41.8393,-87.6072
1368,3510.0,06/29/2017 12:00:00 AM,Oakwood,286.0,184.0,229.4,41.8211,-87.5976
1369,4953.0,08/10/2017 12:00:00 AM,Osterman,60.0,13.0,27.9,41.9877,-87.6545
1370,4950.0,08/10/2017 12:00:00 AM,Ohio Street,69.0,6.0,20.3,41.8935,-87.6152
1371,4971.0,08/10/2017 12:00:00 AM,Foster,54.0,27.0,38.2,41.9785,-87.6515
1372,4966.0,08/09/2017 12:00:00 AM,63rd Street,55.0,81.0,66.7,41.7827,-87.5748
1373,4965.0,08/10/2017 12:00:00 AM,Rainbow,122.0,108.0,114.8,41.758,-87.551
1374,4433.0,07/25/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),466.0,1156.0,734.0,42.0161,-87.6647
1375,4970.0,08/10/2017 12:00:00 AM,North Avenue,704.0,25.0,132.7,41.9148,-87.6273
1382,12585.0,07/25/2019 12:24:00 PM,Howard,141.0,256.0,190.0,42.0188,-87.6663
1383,12582.0,07/25/2019 12:21:00 PM,Hartigan (Albion),73.0,126.0,95.9,42.0027,-87.6564
1384,12576.0,07/25/2019 12:17:00 PM,Oak Street,118.0,3.0,18.8,41.9032,-87.6235
1385,12577.0,07/25/2019 12:18:00 PM,Humboldt,13.0,3.0,6.2,41.90643,-87.703717
1386,12578.0,07/25/2019 12:19:00 PM,North Avenue,7.0,6.0,6.5,41.9148,-87.6273
1387,12546.0,07/25/2019 12:12:00 PM,63rd Street,113.0,84.0,97.4,41.7827,-87.5748
1388,12549.0,07/25/2019 12:16:00 PM,Ohio Street,122.0,75.0,95.7,41.8935,-87.6152
1389,12574.0,07/25/2019 12:13:00 PM,57th Street,61.0,222.0,116.4,41.7911,-87.5797
1390,12580.0,07/25/2019 12:20:00 PM,Foster,195.0,114.0,149.1,41.9785,-87.6515
1391,12544.0,07/25/2019 12:10:00 PM,Calumet,89.0,202.0,134.1,41.7142,-87.5299
1392,12573.0,07/25/2019 12:11:00 PM,Rainbow,13.0,56.0,27.0,41.758,-87.551
1393,12579.0,07/25/2019 12:20:00 PM,Montrose,736.0,306.0,474.6,41.9655,-87.6385
1394,12548.0,07/25/2019 12:15:00 PM,Margaret T Burroughs (31st),47.0,52.0,49.4,41.8393,-87.6072
1395,12545.0,07/25/2019 12:12:00 PM,South Shore,251.0,57.0,119.6,41.7689,-87.5636
1396,12584.0,07/25/2019 12:23:00 PM,Marion Mahony Griffin (Jarvis),75.0,55.0,64.2,42.0161,-87.6647
1397,12586.0,07/25/2019 12:24:00 PM,Rogers,194.0,280.0,233.1,42.0213,-87.6666
1398,12575.0,07/25/2019 12:16:00 PM,12th Street,3.0,3.0,3.0,41.8638,-87.6083
1399,12583.0,07/25/2019 12:22:00 PM,Leone,64.0,113.0,85.0,42.0131,-87.6635
1400,12581.0,07/25/2019 12:21:00 PM,Osterman,98.0,108.0,102.9,41.9877,-87.6545
1401,12547.0,07/25/2019 12:13:00 PM,Oakwood,14.0,4.0,7.5,41.8211,-87.5976
1402,12593.0,07/26/2019 11:59:00 AM,57th Street,125.0,55.0,82.9,41.7911,-87.5797
1403,12587.0,07/26/2019 11:58:00 AM,South Shore,170.0,6828.0,1077.4,41.7689,-87.5636
1404,13219.0,08/16/2019 12:59:00 PM,North Avenue,336.0,232.0,279.2,41.9148,-87.6273
1405,13302.0,08/09/2017 12:00:00 AM,Calumet,65.0,55.0,59.8,41.7142,-87.5299
1406,1785.0,08/12/2016 12:48:00 PM,Margaret T Burroughs (31st),33.0,93.0,55.4,41.8393,-87.6072
1407,1569.0,07/31/2016 12:17:00 PM,Margaret T Burroughs (31st),47.0,85.0,63.2,41.8393,-87.6072
1409,12550.0,07/26/2019 11:57:00 AM,Calumet,80.0,130.0,102.0,41.7142,-87.5299
1410,12552.0,07/26/2019 11:58:00 AM,63rd Street,903.0,445.0,633.9,41.7827,-87.5748
1411,12551.0,07/26/2019 11:57:00 AM,Rainbow,66.0,196.0,113.7,41.758,-87.551
1412,12613.0,07/26/2019 11:59:00 AM,Oakwood,15.0,61.0,30.2,41.8211,-87.5976
1417,2053.0,08/25/2016 01:00:00 PM,Margaret T Burroughs (31st),221.0,360.0,282.1,41.8393,-87.6072
1424,12591.0,07/26/2019 12:02:00 PM,Montrose,13.0,143.0,43.1,41.9655,-87.6385
1425,12616.0,07/26/2019 12:03:00 PM,Osterman,71.0,28.0,44.6,41.9877,-87.6545
1427,12592.0,07/26/2019 12:03:00 PM,Foster,28.0,3.0,9.2,41.9785,-87.6515
1429,12594.0,07/26/2019 11:59:00 AM,Margaret T Burroughs (31st),13.0,12.0,12.5,41.8393,-87.6072
1430,12588.0,07/26/2019 12:00:00 PM,12th Street,3.0,9.0,5.2,41.8638,-87.6083
1431,12635.0,07/26/2019 12:05:00 PM,Howard,94.0,58.0,73.8,42.0188,-87.6663
1432,12633.0,07/26/2019 12:04:00 PM,Hartigan (Albion),3.0,8.0,4.9,42.0027,-87.6564
1433,12590.0,07/26/2019 12:01:00 PM,Humboldt,8.0,3.0,4.9,41.90643,-87.703717
1434,12589.0,07/26/2019 12:01:00 PM,Oak Street,3.0,15.0,6.7,41.9032,-87.6235
1435,12614.0,07/26/2019 12:00:00 PM,Ohio Street,14.0,50.0,26.5,41.8935,-87.6152
1436,12617.0,07/26/2019 12:04:00 PM,Marion Mahony Griffin (Jarvis),245.0,185.0,212.9,42.0161,-87.6647
1437,12615.0,07/26/2019 12:02:00 PM,North Avenue,51.0,47.0,49.0,41.9148,-87.6273
1438,12636.0,07/26/2019 12:05:00 PM,Rogers,97.0,135.0,114.4,42.0213,-87.6666
1439,12637.0,07/27/2019 11:54:00 AM,Calumet,67.0,19.0,35.7,41.7142,-87.5299
1440,12639.0,07/27/2019 11:57:00 AM,63rd Street,242.0,681.0,406.0,41.7827,-87.5748
1441,12641.0,07/27/2019 11:58:00 AM,Margaret T Burroughs (31st),972.0,23.0,149.5,41.8393,-87.6072
1442,12619.0,07/27/2019 11:57:00 AM,57th Street,129.0,2619.0,581.2,41.7911,-87.5797
1443,12640.0,07/27/2019 11:58:00 AM,Oakwood,14.0,35.0,22.1,41.8211,-87.5976
1444,12638.0,07/27/2019 11:55:00 AM,South Shore,24.0,1591.0,195.4,41.7689,-87.5636
1445,12618.0,07/27/2019 11:55:00 AM,Rainbow,262.0,476.0,353.1,41.758,-87.551
1446,12642.0,07/27/2019 12:00:00 PM,Ohio Street,11.0,16.0,13.3,41.8935,-87.6152
1447,12645.0,07/27/2019 12:03:00 PM,Montrose,115.0,15.0,41.5,41.9655,-87.6385
1448,12648.0,07/27/2019 12:07:00 PM,Howard,19.0,16.0,17.4,42.0188,-87.6663
