,Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Latitude,Longitude,Sample Date,Sample Time
6590,113628.0,2016-08-02 08:25:00,Foster,5.0,3.0,3.9,41.9785,-87.6515,2016-08-02,08:25:00
6592,90294.0,2011-06-29 00:00:00,Ohio Street,17.1,30.9,23.0,41.8935,-87.6152,2011-06-29,00:00:00
6594,92978.0,2014-08-14 00:00:00,Ohio Street,4.0,1.0,2.0,41.8935,-87.6152,2014-08-14,00:00:00
6595,108583.0,2012-07-05 00:00:00,Calumet,160.7,387.3,249.5,41.7142,-87.5299,2012-07-05,00:00:00
6596,108043.0,2013-08-19 00:00:00,South Shore,102.0,110.0,105.9,41.7689,-87.5636,2013-08-19,00:00:00
6597,114115.0,2016-09-02 08:10:00,12th Street,20.0,32.0,25.3,41.8638,-87.6083,2016-09-02,08:10:00
6598,112144.0,2012-05-22 00:00:00,Foster,4.1,6.2,5.0,41.9785,-87.6515,2012-05-22,00:00:00
6599,101354.0,2007-08-24 00:00:00,Osterman,59.5,62.4,60.9,41.9877,-87.6545,2007-08-24,00:00:00
6600,99841.0,2008-08-29 00:00:00,63rd Street,190.4,142.1,164.5,41.7827,-87.5748,2008-08-29,00:00:00
6601,94506.0,2015-08-03 00:00:00,North Avenue,102.0,111.0,106.4,41.9148,-87.6273,2015-08-03,00:00:00
6603,93018.0,2015-07-02 00:00:00,Ohio Street,44.0,20.0,29.7,41.8935,-87.6152,2015-07-02,00:00:00
6604,97175.0,2013-06-07 00:00:00,Calumet,3.0,5.0,3.9,41.7142,-87.5299,2013-06-07,00:00:00
6605,90190.0,2011-06-24 00:00:00,Foster,8.6,4.1,5.9,41.9785,-87.6515,2011-06-24,00:00:00
6607,110535.0,2013-07-11 00:00:00,Juneway,15.0,15.0,15.0,42.0224,-87.6674,2013-07-11,00:00:00
6609,110924.0,2014-06-17 00:00:00,Rogers,138.0,291.0,200.4,42.0213,-87.6666,2014-06-17,00:00:00
6610,101534.0,2009-06-11 00:00:00,Rogers,51.6,35.5,42.8,42.0213,-87.6666,2009-06-11,00:00:00
6611,92240.0,2009-09-01 00:00:00,Howard,9.6,8.6,9.1,42.0188,-87.6663,2009-09-01,00:00:00
6613,112593.0,2012-08-06 00:00:00,Leone,10.9,16.1,13.2,42.0131,-87.6635,2012-08-06,00:00:00
6614,104341.0,2006-08-01 00:00:00,North Shore,1.0,7.4,2.7,42.0027,-87.6564,2006-08-01,00:00:00
6616,95399.0,2015-08-25 00:00:00,Osterman,488.0,307.0,387.1,41.9877,-87.6545,2015-08-25,00:00:00
6621,97020.0,2011-08-26 00:00:00,Oakwood,15.5,17.1,16.3,41.8211,-87.5976,2011-08-26,00:00:00
6622,87348.0,2015-06-23 00:00:00,Osterman,67.0,108.0,85.1,41.9877,-87.6545,2015-06-23,00:00:00
6624,89782.0,2010-08-19 00:00:00,Foster,12.2,13.4,12.8,41.9785,-87.6515,2010-08-19,00:00:00
6625,100735.0,2008-06-16 00:00:00,Rainbow,172.5,178.9,175.7,41.758,-87.551,2008-06-16,00:00:00
6626,103906.0,2007-05-28 00:00:00,Foster,1.0,4.1,2.0,41.9785,-87.6515,2007-05-28,00:00:00
6627,98034.0,2006-08-11 00:00:00,North Shore,78.4,118.7,96.5,42.0027,-87.6564,2006-08-11,00:00:00
6628,88927.0,2010-07-09 00:00:00,Juneway,166.4,111.9,136.5,42.0224,-87.6674,2010-07-09,00:00:00
6629,103676.0,2006-06-06 00:00:00,Calumet,28.8,25.9,27.3,41.7142,-87.5299,2006-06-06,00:00:00
6630,100418.0,2008-07-18 00:00:00,Osterman,83.9,272.3,151.1,41.9877,-87.6545,2008-07-18,00:00:00
6631,109846.0,2011-08-22 00:00:00,57th Street,71.7,25.9,43.1,41.7911,-87.5797,2011-08-22,00:00:00
6632,111815.0,2013-07-05 00:00:00,Calumet,19.0,15.0,16.9,41.7142,-87.5299,2013-07-05,00:00:00
6634,114079.0,2016-08-31 09:25:00,Osterman,2420.0,1733.0,2047.9,41.9877,-87.6545,2016-08-31,09:25:00
6635,96661.0,2011-07-20 00:00:00,63rd Street,1732.9,410.6,843.5,41.7827,-87.5748,2011-07-20,00:00:00
6636,108239.0,2014-05-22 00:00:00,57th Street,14.0,15.0,14.5,41.7911,-87.5797,2014-05-22,00:00:00
6637,99473.0,2007-07-19 00:00:00,North Avenue,93.2,65.7,78.3,41.9148,-87.6273,2007-07-19,00:00:00
6638,96991.0,2011-08-24 00:00:00,Rogers,2.0,4.1,2.9,42.0213,-87.6666,2011-08-24,00:00:00
6639,111723.0,2014-05-28 00:00:00,Osterman,435.0,687.0,546.7,41.9877,-87.6545,2014-05-28,00:00:00
6641,99759.0,2008-06-02 00:00:00,Rogers,1.0,1.0,1.0,42.0213,-87.6666,2008-06-02,00:00:00
6644,89444.0,2011-05-27 00:00:00,Oakwood,27.8,77.1,46.3,41.8211,-87.5976,2011-05-27,00:00:00
6645,98859.0,2007-07-27 00:00:00,Calumet,204.6,816.4,408.7,41.7142,-87.5299,2007-07-27,00:00:00
6646,106100.0,2013-07-23 00:00:00,Montrose,44.0,25.0,33.2,41.9655,-87.6385,2013-07-23,00:00:00
6647,93384.0,2014-08-22 00:00:00,Oakwood,5.0,4.0,4.5,41.8211,-87.5976,2014-08-22,00:00:00
6648,98436.0,2007-06-19 00:00:00,South Shore,770.1,770.1,770.1,41.7689,-87.5636,2007-06-19,00:00:00
6650,87483.0,2010-06-15 00:00:00,Ohio Street,51.2,39.3,44.9,41.8935,-87.6152,2010-06-15,00:00:00
6652,99400.0,2007-07-16 00:00:00,12th Street,16.8,52.1,29.6,41.8638,-87.6083,2007-07-16,00:00:00
6653,91018.0,2009-07-15 00:00:00,Howard,3.1,4.1,3.6,42.0188,-87.6663,2009-07-15,00:00:00
6654,101311.0,2007-08-22 00:00:00,North Shore,30.9,33.1,32.0,42.0027,-87.6564,2007-08-22,00:00:00
6655,104213.0,2006-06-26 00:00:00,Calumet,6.2,1.0,2.5,41.7142,-87.5299,2006-06-26,00:00:00
6656,94919.0,2015-08-13 00:00:00,57th Street,13.0,6.0,8.8,41.7911,-87.5797,2015-08-13,00:00:00
6658,103458.0,2006-08-29 00:00:00,Juneway,190.4,172.5,181.2,42.0224,-87.6674,2006-08-29,00:00:00
6659,103571.0,2007-07-03 00:00:00,57th Street,167.0,72.7,110.2,41.7911,-87.5797,2007-07-03,00:00:00
6660,94540.0,2015-08-05 00:00:00,South Shore,219.0,141.0,175.7,41.7689,-87.5636,2015-08-05,00:00:00
6661,91755.0,2009-07-08 00:00:00,Rainbow,160.7,178.2,169.2,41.758,-87.551,2009-07-08,00:00:00
6662,101203.0,2008-08-07 00:00:00,North Avenue,42.8,198.9,92.3,41.9148,-87.6273,2008-08-07,00:00:00
6664,102771.0,2006-07-21 00:00:00,Juneway,120.1,157.6,137.6,42.0224,-87.6674,2006-07-21,00:00:00
6665,97933.0,2006-07-10 00:00:00,Ohio Street,21.1,65.7,37.2,41.8935,-87.6152,2006-07-10,00:00:00
6667,102911.0,2006-08-22 00:00:00,12th Street,9.7,13.4,11.4,41.8638,-87.6083,2006-08-22,00:00:00
6668,95782.0,2015-09-01 00:00:00,Juneway,10.0,3.0,5.5,42.0224,-87.6674,2015-09-01,00:00:00
6669,90110.0,2011-06-21 00:00:00,Calumet,3.0,2.0,2.4,41.7142,-87.5299,2011-06-21,00:00:00
6670,106108.0,2013-07-23 00:00:00,Juneway,1.0,3.0,1.7,42.0224,-87.6674,2013-07-23,00:00:00
6671,112637.0,2016-05-26 10:00:00,Osterman,5.0,22.0,10.5,41.9877,-87.6545,2016-05-26,10:00:00
6672,103026.0,2007-06-25 00:00:00,Ohio Street,28.8,35.9,32.2,41.8935,-87.6152,2007-06-25,00:00:00
6673,109397.0,2013-08-20 00:00:00,Montrose Dog,51.0,50.0,50.5,41.96869,-87.642617,2013-08-20,00:00:00
6674,89718.0,2010-08-16 00:00:00,Ohio Street,5.2,3.1,4.0,41.8935,-87.6152,2010-08-16,00:00:00
6676,102024.0,2008-07-03 00:00:00,Lane,727.0,770.1,748.2,41.9877,-87.6545,2008-07-03,00:00:00
6677,107184.0,2014-06-03 00:00:00,Oakwood,102.0,118.0,109.7,41.8211,-87.5976,2014-06-03,00:00:00
6678,99819.0,2008-08-28 00:00:00,63rd Street,14.6,14.6,14.6,41.7827,-87.5748,2008-08-28,00:00:00
6679,110150.0,2009-05-19 00:00:00,57th Street,7.5,5.2,6.2,41.7911,-87.5797,2009-05-19,00:00:00
6681,113337.0,2016-07-14 07:55:00,57th Street,19.0,26.0,22.2,41.7911,-87.5797,2016-07-14,07:55:00
6683,96099.0,2011-08-04 00:00:00,Montrose,98.5,50.4,70.5,41.9655,-87.6385,2011-08-04,00:00:00
6684,105682.0,2012-08-24 00:00:00,12th Street,52.6,81.3,65.4,41.8638,-87.6083,2012-08-24,00:00:00
6685,89874.0,2010-08-24 00:00:00,57th Street,12.2,8.5,10.2,41.7911,-87.5797,2010-08-24,00:00:00
6686,95429.0,2015-08-27 00:00:00,South Shore,13.0,17.0,14.9,41.7689,-87.5636,2015-08-27,00:00:00
6687,109975.0,2015-06-22 00:00:00,Ohio Street,10.0,8.0,8.9,41.8935,-87.6152,2015-06-22,00:00:00
6688,96869.0,2013-08-27 00:00:00,Ohio Street,19.0,25.0,21.8,41.8935,-87.6152,2013-08-27,00:00:00
6689,104406.0,2006-08-04 00:00:00,South Shore,59.1,29.2,41.5,41.7689,-87.5636,2006-08-04,00:00:00
6690,94519.0,2015-08-04 00:00:00,South Shore,387.0,31.0,109.5,41.7689,-87.5636,2015-08-04,00:00:00
6691,111819.0,2013-07-05 00:00:00,57th Street,17.0,47.0,28.3,41.7911,-87.5797,2013-07-05,00:00:00
6692,113123.0,2016-06-29 07:45:00,57th Street,16.0,15.0,15.5,41.7911,-87.5797,2016-06-29,07:45:00
6693,92507.0,2009-05-26 00:00:00,Rainbow,37.9,34.5,36.2,41.758,-87.551,2009-05-26,00:00:00
6694,93550.0,2015-07-16 00:00:00,South Shore,86.0,185.0,126.1,41.7689,-87.5636,2015-07-16,00:00:00
6696,91780.0,2009-07-09 00:00:00,63rd Street,410.6,344.8,376.3,41.7827,-87.5748,2009-07-09,00:00:00
6697,97244.0,2013-06-10 00:00:00,63rd Street,2420.0,2420.0,2420.0,41.7827,-87.5748,2013-06-10,00:00:00
6698,91331.0,2009-07-29 00:00:00,Montrose,80.5,113.7,95.7,41.9655,-87.6385,2009-07-29,00:00:00
6699,104595.0,2006-06-15 00:00:00,Foster,34.5,32.3,33.4,41.9785,-87.6515,2006-06-15,00:00:00
6701,107074.0,2013-08-02 00:00:00,Montrose,687.0,435.0,546.7,41.9655,-87.6385,2013-08-02,00:00:00
6702,105168.0,2012-06-02 00:00:00,Juneway,26.9,34.1,30.3,42.0224,-87.6674,2012-06-02,00:00:00
6704,96363.0,2011-08-16 00:00:00,Montrose,9.7,201.4,44.2,41.9655,-87.6385,2011-08-16,00:00:00
6706,99102.0,2007-08-06 00:00:00,Osterman,22.6,17.7,20.0,41.9877,-87.6545,2007-08-06,00:00:00
6707,113430.0,2016-07-20 07:26:00,Oak Street,11.0,15.0,12.8,41.9032,-87.6235,2016-07-20,07:26:00
6708,98858.0,2007-07-26 00:00:00,Juneway,2.0,4.1,2.9,42.0224,-87.6674,2007-07-26,00:00:00
6709,94889.0,2015-05-27 00:00:00,South Shore,204.0,248.0,224.9,41.7689,-87.5636,2015-05-27,00:00:00
6710,111713.0,2014-05-28 00:00:00,57th Street,687.0,517.0,596.0,41.7911,-87.5797,2014-05-28,00:00:00
6711,112708.0,2016-06-01 10:55:00,Rogers,10.0,12.0,11.0,42.0213,-87.6666,2016-06-01,10:55:00
6712,91981.0,2009-08-21 00:00:00,Lane,21.6,14.5,17.7,41.9877,-87.6545,2009-08-21,00:00:00
6713,100692.0,2007-08-15 00:00:00,Rogers,101.7,121.1,111.0,42.0213,-87.6666,2007-08-15,00:00:00
6714,99308.0,2007-07-12 00:00:00,12th Street,19.9,47.3,30.7,41.8638,-87.6083,2007-07-12,00:00:00
6715,90517.0,2011-06-03 00:00:00,57th Street,23.1,35.0,28.4,41.7911,-87.5797,2011-06-03,00:00:00
6716,100758.0,2008-06-17 00:00:00,South Shore,108.6,90.8,99.3,41.7689,-87.5636,2008-06-17,00:00:00
6717,101342.0,2007-08-24 00:00:00,Rainbow,178.6,68.3,110.4,41.758,-87.551,2007-08-24,00:00:00
6718,110700.0,2012-08-07 00:00:00,Juneway,2.0,2.0,2.0,42.0224,-87.6674,2012-08-07,00:00:00
6719,101238.0,2008-08-09 00:00:00,Calumet,34.5,30.1,32.2,41.7142,-87.5299,2008-08-09,00:00:00
6720,111253.0,2013-06-26 00:00:00,North Avenue,2420.0,2420.0,2420.0,41.9148,-87.6273,2013-06-26,00:00:00
6722,113148.0,2016-06-30 07:06:00,Ohio Street,4.0,3.0,3.5,41.8935,-87.6152,2016-06-30,07:06:00
6723,107301.0,2012-06-30 00:00:00,Osterman,19.7,15.6,17.5,41.9877,-87.6545,2012-06-30,00:00:00
6724,102784.0,2006-07-22 00:00:00,Foster,50.4,56.0,53.1,41.9785,-87.6515,2006-07-22,00:00:00
6725,93537.0,2015-07-15 00:00:00,North Avenue,55.0,48.0,51.4,41.9148,-87.6273,2015-07-15,00:00:00
6726,99255.0,2007-07-09 00:00:00,Juneway,21.6,17.3,19.3,42.0224,-87.6674,2007-07-09,00:00:00
6727,93024.0,2015-07-02 00:00:00,Osterman,102.0,111.0,106.4,41.9877,-87.6545,2015-07-02,00:00:00
6728,98882.0,2007-07-28 00:00:00,Calumet,1299.7,1046.2,1166.1,41.7142,-87.5299,2007-07-28,00:00:00
6729,110885.0,2012-05-31 00:00:00,12th Street,201.4,124.6,158.4,41.8638,-87.6083,2012-05-31,00:00:00
6732,100777.0,2008-06-17 00:00:00,Juneway,8.5,7.3,7.9,42.0224,-87.6674,2008-06-17,00:00:00
6733,101139.0,2008-06-23 00:00:00,Loyola,28.1,20.1,23.8,42.0131,-87.6635,2008-06-23,00:00:00
6734,100695.0,2007-08-16 00:00:00,Rainbow,261.3,187.2,221.2,41.758,-87.551,2007-08-16,00:00:00
6736,101703.0,2007-08-29 00:00:00,North Avenue,67.7,88.2,77.3,41.9148,-87.6273,2007-08-29,00:00:00
6738,102775.0,2006-07-22 00:00:00,63rd Street,866.4,727.0,793.6,41.7827,-87.5748,2006-07-22,00:00:00
6739,87355.0,2015-06-24 00:00:00,Calumet,29.0,68.0,44.4,41.7142,-87.5299,2015-06-24,00:00:00
6740,94145.0,2014-09-11 00:00:00,Oak Street,36.0,52.0,43.3,41.9032,-87.6235,2014-09-11,00:00:00
6742,103251.0,2006-07-26 00:00:00,Juneway,9.7,7.5,8.5,42.0224,-87.6674,2006-07-26,00:00:00
6743,87683.0,2010-06-25 00:00:00,Ohio Street,9.8,5.2,7.1,41.8935,-87.6152,2010-06-25,00:00:00
6746,99069.0,2007-08-05 00:00:00,63rd Street,248.1,131.4,180.6,41.7827,-87.5748,2007-08-05,00:00:00
6747,88604.0,2010-08-02 00:00:00,South Shore,47.9,37.4,42.3,41.7689,-87.5636,2010-08-02,00:00:00
6748,102189.0,2008-08-21 00:00:00,Montrose,13.1,18.9,15.7,41.9655,-87.6385,2008-08-21,00:00:00
6750,96113.0,2011-08-05 00:00:00,Oakwood,9.7,13.1,11.3,41.8211,-87.5976,2011-08-05,00:00:00
6752,99034.0,2007-08-03 00:00:00,Lane,60.2,34.5,45.6,41.9877,-87.6545,2007-08-03,00:00:00
6754,98827.0,2007-07-25 00:00:00,Lane,51.2,613.1,177.2,41.9877,-87.6545,2007-07-25,00:00:00
6755,99771.0,2008-06-03 00:00:00,Montrose,133.4,107.6,119.8,41.9655,-87.6385,2008-06-03,00:00:00
6757,96738.0,2011-07-23 00:00:00,Foster,21.3,19.9,20.6,41.9785,-87.6515,2011-07-23,00:00:00
6758,112598.0,2012-08-07 00:00:00,Calumet,48.8,7.4,19.0,41.7142,-87.5299,2012-08-07,00:00:00
6759,108249.0,2014-05-22 00:00:00,Foster,3.0,1.0,1.7,41.9785,-87.6515,2014-05-22,00:00:00
6760,96276.0,2011-08-12 00:00:00,Foster,5.2,19.5,10.1,41.9785,-87.6515,2011-08-12,00:00:00
6761,106728.0,2014-06-27 00:00:00,Montrose Dog,96.0,86.0,90.9,41.96869,-87.642617,2014-06-27,00:00:00
6762,110191.0,2009-05-20 00:00:00,Juneway,13.5,13.5,13.5,42.0224,-87.6674,2009-05-20,00:00:00
6763,91729.0,2009-07-06 00:00:00,Rogers,4.1,7.4,5.5,42.0213,-87.6666,2009-07-06,00:00:00
6764,92726.0,2014-08-08 00:00:00,Juneway,23.0,27.0,24.9,42.0224,-87.6674,2014-08-08,00:00:00
6765,111754.0,2014-05-30 00:00:00,Rainbow,80.0,74.0,76.9,41.758,-87.551,2014-05-30,00:00:00
6766,108883.0,2014-07-30 00:00:00,North Avenue,22.0,23.0,22.5,41.9148,-87.6273,2014-07-30,00:00:00
6767,92538.0,2009-05-27 00:00:00,Ohio Street,238.2,137.6,181.0,41.8935,-87.6152,2009-05-27,00:00:00
6768,100693.0,2007-08-15 00:00:00,Juneway,77.1,88.6,82.7,42.0224,-87.6674,2007-08-15,00:00:00
6769,101806.0,2008-08-14 00:00:00,Oak Street,52.8,76.7,63.6,41.9032,-87.6235,2008-08-14,00:00:00
6770,97182.0,2013-06-07 00:00:00,12th Street,26.0,33.0,29.3,41.8638,-87.6083,2013-06-07,00:00:00
6771,103203.0,2006-05-31 00:00:00,Juneway,8.6,5.2,6.7,42.0224,-87.6674,2006-05-31,00:00:00
6772,91183.0,2009-07-23 00:00:00,Rainbow,2419.6,488.4,1087.1,41.758,-87.551,2009-07-23,00:00:00
6774,106835.0,2012-06-26 00:00:00,Osterman,81.6,59.1,69.4,41.9877,-87.6545,2012-06-26,00:00:00
6775,99326.0,2007-07-13 00:00:00,Rainbow,86.2,79.8,82.9,41.758,-87.551,2007-07-13,00:00:00
6776,113739.0,2016-08-10 08:31:00,Montrose Dog,26.0,23.0,24.5,41.96869,-87.642617,2016-08-10,08:31:00
6777,96644.0,2011-07-19 00:00:00,Ohio Street,6.3,21.3,11.6,41.8935,-87.6152,2011-07-19,00:00:00
6782,93388.0,2014-08-22 00:00:00,Oak Street,158.0,206.0,180.4,41.9032,-87.6235,2014-08-22,00:00:00
6783,112023.0,2011-09-02 00:00:00,Rainbow,35.9,21.6,27.8,41.758,-87.551,2011-09-02,00:00:00
6784,88392.0,2010-07-22 00:00:00,North Avenue,201.4,35.5,84.6,41.9148,-87.6273,2010-07-22,00:00:00
6785,104217.0,2006-06-26 00:00:00,57th Street,224.7,166.4,193.4,41.7911,-87.5797,2006-06-26,00:00:00
6786,106721.0,2014-06-27 00:00:00,Oakwood,53.0,56.0,54.5,41.8211,-87.5976,2014-06-27,00:00:00
6787,94065.0,2015-07-28 00:00:00,Rainbow,579.0,101.0,241.8,41.758,-87.551,2015-07-28,00:00:00
6789,113059.0,2016-06-24 07:35:00,57th Street,13.0,13.0,13.0,41.7911,-87.5797,2016-06-24,07:35:00
6791,93987.0,2015-07-24 00:00:00,Oak Street,8.0,17.0,11.7,41.9032,-87.6235,2015-07-24,00:00:00
6792,91033.0,2009-07-16 00:00:00,Foster,12.1,14.6,13.3,41.9785,-87.6515,2009-07-16,00:00:00
6793,108892.0,2014-07-30 00:00:00,Rogers,15.0,9.0,11.6,42.0213,-87.6666,2014-07-30,00:00:00
6794,90283.0,2011-06-28 00:00:00,Howard,4.1,13.4,7.4,42.0188,-87.6663,2011-06-28,00:00:00
6795,101321.0,2007-08-23 00:00:00,63rd Street,133.3,104.6,118.1,41.7827,-87.5748,2007-08-23,00:00:00
6797,90153.0,2011-06-22 00:00:00,Juneway,9.7,13.5,11.4,42.0224,-87.6674,2011-06-22,00:00:00
6798,88752.0,2010-07-01 00:00:00,57th Street,9.7,6.3,7.8,41.7911,-87.5797,2010-07-01,00:00:00
6799,102015.0,2008-07-03 00:00:00,57th Street,41.0,35.0,37.9,41.7911,-87.5797,2008-07-03,00:00:00
6800,93302.0,2015-07-10 00:00:00,South Shore,86.0,55.0,68.8,41.7689,-87.5636,2015-07-10,00:00:00
6801,100946.0,2007-08-16 00:00:00,Howard,42.8,44.8,43.8,42.0188,-87.6663,2007-08-16,00:00:00
6802,111706.0,2014-05-27 00:00:00,Howard,1.0,1.0,1.0,42.0188,-87.6663,2014-05-27,00:00:00
6803,89538.0,2011-05-31 00:00:00,North Avenue,45.7,22.8,32.3,41.9148,-87.6273,2011-05-31,00:00:00
6806,114111.0,2016-09-02 07:30:00,63rd Street,54.0,35.0,43.5,41.7827,-87.5748,2016-09-02,07:30:00
6807,92271.0,2009-09-03 00:00:00,Oakwood,85.5,70.8,77.8,41.8211,-87.5976,2009-09-03,00:00:00
6808,92596.0,2009-05-29 00:00:00,Rogers,1.0,1.0,1.0,42.0213,-87.6666,2009-05-29,00:00:00
6809,108915.0,2013-05-21 00:00:00,Juneway,22.0,31.0,26.1,42.0224,-87.6674,2013-05-21,00:00:00
6810,91488.0,2009-06-26 00:00:00,North Avenue,6.3,17.1,10.4,41.9148,-87.6273,2009-06-26,00:00:00
6811,91785.0,2009-07-09 00:00:00,Oak Street,24.6,24.9,24.7,41.9032,-87.6235,2009-07-09,00:00:00
6812,105260.0,2012-06-07 00:00:00,63rd Street,185.0,137.6,159.5,41.7827,-87.5748,2012-06-07,00:00:00
6813,103576.0,2007-07-03 00:00:00,North Avenue,23.8,26.9,25.3,41.9148,-87.6273,2007-07-03,00:00:00
6816,104481.0,2007-06-01 00:00:00,North Shore,3.1,9.7,5.5,42.0027,-87.6564,2007-06-01,00:00:00
6818,102531.0,2008-08-26 00:00:00,Loyola,28.8,33.2,30.9,42.0131,-87.6635,2008-08-26,00:00:00
6819,106832.0,2012-06-26 00:00:00,Montrose Dog,95.9,75.4,85.0,41.96869,-87.642617,2012-06-26,00:00:00
6821,93383.0,2014-08-22 00:00:00,57th Street,12.0,5.0,7.7,41.7911,-87.5797,2014-08-22,00:00:00
6822,106401.0,2012-06-18 00:00:00,Montrose,23.8,25.9,24.8,41.9655,-87.6385,2012-06-18,00:00:00
6823,103441.0,2006-08-29 00:00:00,Ohio Street,328.2,396.8,360.9,41.8935,-87.6152,2006-08-29,00:00:00
6824,99932.0,2008-06-05 00:00:00,Ohio Street,21.1,24.1,22.6,41.8935,-87.6152,2008-06-05,00:00:00
6826,94450.0,2015-08-05 00:00:00,Rogers,6.0,8.0,6.9,42.0213,-87.6666,2015-08-05,00:00:00
6827,95459.0,2014-07-15 00:00:00,Foster,133.0,98.0,114.2,41.9785,-87.6515,2014-07-15,00:00:00
6828,104269.0,2006-06-28 00:00:00,Ohio Street,6.3,5.2,5.7,41.8935,-87.6152,2006-06-28,00:00:00
6829,106422.0,2012-06-19 00:00:00,Montrose Dog,290.9,190.4,235.3,41.96869,-87.642617,2012-06-19,00:00:00
6830,113144.0,2016-06-30 08:00:00,57th Street,5.0,4.0,4.5,41.7911,-87.5797,2016-06-30,08:00:00
6831,97981.0,2006-07-12 00:00:00,Ohio Street,228.2,387.3,297.3,41.8935,-87.6152,2006-07-12,00:00:00
6832,99806.0,2008-08-27 00:00:00,Osterman,39.7,29.2,34.0,41.9877,-87.6545,2008-08-27,00:00:00
6833,113693.0,2016-08-05 09:15:00,Osterman,75.0,23.0,41.5,41.9877,-87.6545,2016-08-05,09:15:00
6835,100639.0,2007-08-13 00:00:00,Lane,65.0,47.9,55.8,41.9877,-87.6545,2007-08-13,00:00:00
6836,113472.0,2016-07-22 08:35:00,North Avenue,44.0,70.0,55.5,41.9148,-87.6273,2016-07-22,08:35:00
6837,103593.0,2006-06-02 00:00:00,Osterman,11.0,16.0,13.3,41.9877,-87.6545,2006-06-02,00:00:00
6838,108771.0,2012-07-18 00:00:00,North Avenue,52.1,44.3,48.0,41.9148,-87.6273,2012-07-18,00:00:00
6839,113372.0,2016-07-15 10:25:00,Howard,2.0,48.0,9.8,42.0188,-87.6663,2016-07-15,10:25:00
6841,92575.0,2009-05-29 00:00:00,Calumet,9.7,16.1,12.5,41.7142,-87.5299,2009-05-29,00:00:00
6842,107020.0,2013-07-31 00:00:00,Oakwood,69.0,80.0,74.3,41.8211,-87.5976,2013-07-31,00:00:00
6844,104301.0,2006-07-31 00:00:00,South Shore,16.0,17.5,16.7,41.7689,-87.5636,2006-07-31,00:00:00
6846,101693.0,2007-08-29 00:00:00,Calumet,77.6,53.8,64.6,41.7142,-87.5299,2007-08-29,00:00:00
6848,103043.0,2007-06-26 00:00:00,63rd Street,113.7,48.1,74.0,41.7827,-87.5748,2007-06-26,00:00:00
6849,98047.0,2006-08-14 00:00:00,63rd Street,686.7,488.4,579.1,41.7827,-87.5748,2006-08-14,00:00:00
6852,97278.0,2013-08-30 00:00:00,Ohio Street,3.0,2.0,2.4,41.8935,-87.6152,2013-08-30,00:00:00
6853,100303.0,2008-06-11 00:00:00,Juneway,1.0,1.0,1.0,42.0224,-87.6674,2008-06-11,00:00:00
6854,103685.0,2006-06-06 00:00:00,Oak Street,45.7,46.2,45.9,41.9032,-87.6235,2006-06-06,00:00:00
6855,92858.0,2015-07-01 00:00:00,57th Street,66.0,77.0,71.3,41.7911,-87.5797,2015-07-01,00:00:00
6856,101794.0,2008-08-13 00:00:00,Loyola,26.2,27.9,27.0,42.0131,-87.6635,2008-08-13,00:00:00
6858,93283.0,2015-07-09 00:00:00,57th Street,14.0,20.0,16.7,41.7911,-87.5797,2015-07-09,00:00:00
6860,108307.0,2014-06-06 00:00:00,12th Street,12.0,37.0,21.1,41.8638,-87.6083,2014-06-06,00:00:00
6861,90281.0,2011-06-28 00:00:00,Leone,8.5,1.0,2.9,42.0131,-87.6635,2011-06-28,00:00:00
6863,91328.0,2009-07-29 00:00:00,Oak Street,90.9,80.1,85.3,41.9032,-87.6235,2009-07-29,00:00:00
6866,100668.0,2007-08-14 00:00:00,Howard,304.4,1732.9,726.3,42.0188,-87.6663,2007-08-14,00:00:00
6867,111087.0,2013-06-13 00:00:00,Foster,122.0,144.0,132.5,41.9785,-87.6515,2013-06-13,00:00:00
6868,96367.0,2011-08-16 00:00:00,Leone,9.8,8.5,9.1,42.0131,-87.6635,2011-08-16,00:00:00
6869,104428.0,2007-05-30 00:00:00,Ohio Street,21.8,10.9,15.4,41.8935,-87.6152,2007-05-30,00:00:00
6870,92778.0,2015-06-27 00:00:00,Ohio Street,62.0,19.0,34.3,41.8935,-87.6152,2015-06-27,00:00:00
6871,101737.0,2007-08-30 00:00:00,Rogers,579.4,344.8,447.0,42.0213,-87.6666,2007-08-30,00:00:00
6872,92127.0,2009-08-27 00:00:00,Juneway,74.3,70.8,72.5,42.0224,-87.6674,2009-08-27,00:00:00
6873,93474.0,2014-08-26 00:00:00,12th Street,28.0,11.0,17.5,41.8638,-87.6083,2014-08-26,00:00:00
6874,104792.0,2006-08-04 00:00:00,North Avenue,7.5,9.7,8.5,41.9148,-87.6273,2006-08-04,00:00:00
6875,112607.0,2012-08-07 00:00:00,Ohio Street,7.4,3.1,4.8,41.8935,-87.6152,2012-08-07,00:00:00
6876,107936.0,2013-08-09 00:00:00,Rainbow,69.0,48.0,57.5,41.758,-87.551,2013-08-09,00:00:00
6877,99466.0,2007-07-19 00:00:00,63rd Street,344.8,344.8,344.8,41.7827,-87.5748,2007-07-19,00:00:00
6878,106798.0,2012-06-25 00:00:00,Calumet,866.4,980.4,921.6,41.7142,-87.5299,2012-06-25,00:00:00
6880,91136.0,2009-07-21 00:00:00,Calumet,42.8,115.3,70.2,41.7142,-87.5299,2009-07-21,00:00:00
