,Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Latitude,Longitude,Sample Date,Sample Time
19313,104285.0,2006-06-29 00:00:00,Calumet,5.2,3.1,4.0,41.7142,-87.5299,2006-06-29,00:00:00
19315,97908.0,2006-07-07 00:00:00,12th Street,2419.6,2419.6,2419.6,41.8638,-87.6083,2006-07-07,00:00:00
19317,108369.0,2014-06-09 00:00:00,57th Street,6.0,1.0,2.4,41.7911,-87.5797,2014-06-09,00:00:00
19318,87613.0,2010-06-21 00:00:00,Rogers,43.5,54.6,48.7,42.0213,-87.6666,2010-06-21,00:00:00
19320,94946.0,2015-08-14 00:00:00,North Avenue,50.0,36.0,42.4,41.9148,-87.6273,2015-08-14,00:00:00
19321,96187.0,2011-08-08 00:00:00,Montrose,52.0,143.9,86.5,41.9655,-87.6385,2011-08-08,00:00:00
19323,106655.0,2014-06-24 00:00:00,Oakwood,1.0,23.0,4.8,41.8211,-87.5976,2014-06-24,00:00:00
19324,91066.0,2009-07-17 00:00:00,Juneway,14.4,12.1,13.2,42.0224,-87.6674,2009-07-17,00:00:00
19325,88730.0,2010-06-30 00:00:00,South Shore,18.5,38.8,26.8,41.7689,-87.5636,2010-06-30,00:00:00
19326,101168.0,2008-06-25 00:00:00,South Shore,16.0,24.3,19.7,41.7689,-87.5636,2008-06-25,00:00:00
19327,99124.0,2007-08-07 00:00:00,Foster,290.9,344.8,316.7,41.9785,-87.6515,2007-08-07,00:00:00
19328,98016.0,2006-08-10 00:00:00,Rogers,19.5,11.0,14.6,42.0213,-87.6666,2006-08-10,00:00:00
19329,95382.0,2015-08-24 00:00:00,Howard,1.0,1.0,1.0,42.0188,-87.6663,2015-08-24,00:00:00
19330,91634.0,2009-07-02 00:00:00,Loyola,22.8,17.1,19.7,42.0131,-87.6635,2009-07-02,00:00:00
19331,89891.0,2010-08-25 00:00:00,Rainbow,178.9,161.6,170.0,41.758,-87.551,2010-08-25,00:00:00
19332,103698.0,2006-06-06 00:00:00,Rogers,42.6,27.5,34.2,42.0213,-87.6666,2006-06-06,00:00:00
19334,99836.0,2008-08-28 00:00:00,Rogers,80.9,62.4,71.1,42.0213,-87.6666,2008-08-28,00:00:00
19335,110663.0,2012-08-01 00:00:00,Oakwood,12.1,11.0,11.5,41.8211,-87.5976,2012-08-01,00:00:00
19336,112511.0,2012-08-03 00:00:00,57th Street,19.9,37.9,27.5,41.7911,-87.5797,2012-08-03,00:00:00
19337,87637.0,2010-06-23 00:00:00,South Shore,248.1,307.6,276.3,41.7689,-87.5636,2010-06-23,00:00:00
19340,95836.0,2015-07-29 00:00:00,12th Street,13.0,411.0,73.1,41.8638,-87.6083,2015-07-29,00:00:00
19343,90169.0,2011-06-23 00:00:00,Osterman,10.9,2.3,5.0,41.9877,-87.6545,2011-06-23,00:00:00
19344,102660.0,2006-05-23 00:00:00,Ohio Street,22.8,14.6,18.2,41.8935,-87.6152,2006-05-23,00:00:00
19345,112799.0,2016-06-08 07:00:00,South Shore,58.0,10.0,24.1,41.7689,-87.5636,2016-06-08,07:00:00
19346,100143.0,2008-07-16 00:00:00,Oak Street,6.2,2.0,3.5,41.9032,-87.6235,2008-07-16,00:00:00
19347,100558.0,2008-07-29 00:00:00,Howard,218.7,163.1,188.9,42.0188,-87.6663,2008-07-29,00:00:00
19350,92247.0,2009-09-02 00:00:00,57th Street,26.9,24.9,25.9,41.7911,-87.5797,2009-09-02,00:00:00
19351,91052.0,2009-07-17 00:00:00,Oak Street,74.9,55.4,64.4,41.9032,-87.6235,2009-07-17,00:00:00
19352,103041.0,2007-06-26 00:00:00,Rainbow,116.3,114.5,115.4,41.758,-87.551,2007-06-26,00:00:00
19353,90678.0,2011-06-10 00:00:00,North Avenue,248.9,344.9,293.0,41.9148,-87.6273,2011-06-10,00:00:00
19355,102439.0,2008-08-22 00:00:00,Lane,42.6,613.1,161.6,41.9877,-87.6545,2008-08-22,00:00:00
19356,111254.0,2013-06-26 00:00:00,Montrose Dog,2420.0,2420.0,2420.0,41.96869,-87.642617,2013-06-26,00:00:00
19358,88687.0,2010-08-06 00:00:00,Oakwood,17.3,34.5,24.4,41.8211,-87.5976,2010-08-06,00:00:00
19359,101889.0,2009-06-02 00:00:00,Juneway,198.6,191.8,195.2,42.0224,-87.6674,2009-06-02,00:00:00
19361,96527.0,2011-07-14 00:00:00,Rainbow,65.7,65.0,65.3,41.758,-87.551,2011-07-14,00:00:00
19362,97630.0,2011-06-15 00:00:00,Juneway,116.0,54.5,79.5,42.0224,-87.6674,2011-06-15,00:00:00
19363,113941.0,2016-08-22 09:10:00,Montrose Dog,79.0,107.0,91.9,41.96869,-87.642617,2016-08-22,09:10:00
19364,101161.0,2008-06-24 00:00:00,Loyola,18.1,38.8,26.5,42.0131,-87.6635,2008-06-24,00:00:00
19365,106418.0,2012-06-19 00:00:00,Ohio Street,18.7,14.8,16.6,41.8935,-87.6152,2012-06-19,00:00:00
19366,107638.0,2013-05-27 00:00:00,Montrose,148.3,139.1,143.6,41.9655,-87.6385,2013-05-27,00:00:00
19367,95425.0,2015-08-26 00:00:00,Rogers,12.0,11.0,11.5,42.0213,-87.6666,2015-08-26,00:00:00
19370,95024.0,2015-05-28 00:00:00,57th Street,4.0,2.0,2.8,41.7911,-87.5797,2015-05-28,00:00:00
19372,111163.0,2013-06-17 00:00:00,South Shore,5.0,5.0,5.0,41.7689,-87.5636,2013-06-17,00:00:00
19373,111059.0,2013-06-12 00:00:00,Ohio Street,261.0,142.0,192.5,41.8935,-87.6152,2013-06-12,00:00:00
19374,93372.0,2014-08-21 00:00:00,Osterman,54.0,57.0,55.5,41.9877,-87.6545,2014-08-21,00:00:00
19375,92108.0,2009-08-27 00:00:00,63rd Street,410.6,298.7,350.2,41.7827,-87.5748,2009-08-27,00:00:00
19376,113147.0,2016-06-30 06:44:00,12th Street,10.0,4.0,6.3,41.8638,-87.6083,2016-06-30,06:44:00
19378,113870.0,2016-08-17 09:45:00,Oak Street,8.0,12.0,9.8,41.9032,-87.6235,2016-08-17,09:45:00
19380,106137.0,2013-07-25 00:00:00,12th Street,147.0,38.0,74.7,41.8638,-87.6083,2013-07-25,00:00:00
19381,90811.0,2010-08-31 00:00:00,63rd Street,27.5,72.7,44.7,41.7827,-87.5748,2010-08-31,00:00:00
19382,91389.0,2009-06-22 00:00:00,63rd Street,365.4,365.4,365.4,41.7827,-87.5748,2009-06-22,00:00:00
19383,99136.0,2007-08-08 00:00:00,Rainbow,261.3,238.2,249.5,41.758,-87.551,2007-08-08,00:00:00
19385,97777.0,2006-07-13 00:00:00,Foster,21.1,4.1,9.3,41.9785,-87.6515,2006-07-13,00:00:00
19386,95687.0,2015-08-28 00:00:00,North Avenue,10.0,38.0,19.5,41.9148,-87.6273,2015-08-28,00:00:00
19388,107905.0,2013-08-07 00:00:00,Leone,79.0,93.0,85.7,42.0131,-87.6635,2013-08-07,00:00:00
19389,100661.0,2007-08-14 00:00:00,Osterman,2419.6,1299.7,1773.3,41.9877,-87.6545,2007-08-14,00:00:00
19391,104931.0,2013-06-17 00:00:00,Montrose,15.0,12.0,13.4,41.9655,-87.6385,2013-06-17,00:00:00
19392,113875.0,2016-08-17 09:55:00,Foster,62.0,51.0,56.2,41.9785,-87.6515,2016-08-17,09:55:00
19395,104615.0,2006-06-16 00:00:00,Ohio Street,39.9,21.1,29.0,41.8935,-87.6152,2006-06-16,00:00:00
19398,111264.0,2013-06-27 00:00:00,Calumet,9.0,17.0,12.4,41.7142,-87.5299,2013-06-27,00:00:00
19399,91208.0,2009-07-24 00:00:00,63rd Street,61.3,58.1,59.7,41.7827,-87.5748,2009-07-24,00:00:00
19401,112783.0,2016-06-07 10:00:00,12th Street,30.0,70.0,45.8,41.8638,-87.6083,2016-06-07,10:00:00
19402,103474.0,2007-06-28 00:00:00,Juneway,67.0,77.6,72.1,42.0224,-87.6674,2007-06-28,00:00:00
19403,100628.0,2007-08-13 00:00:00,63rd Street,613.1,303.6,431.4,41.7827,-87.5748,2007-08-13,00:00:00
19404,91402.0,2009-06-22 00:00:00,North Shore,1.0,6.3,2.5,42.0027,-87.6564,2009-06-22,00:00:00
19406,105644.0,2012-08-22 00:00:00,Osterman,10.9,17.1,13.7,41.9877,-87.6545,2012-08-22,00:00:00
19409,104283.0,2006-06-28 00:00:00,Rogers,2.0,7.4,3.8,42.0213,-87.6666,2006-06-28,00:00:00
19410,89038.0,2009-08-14 00:00:00,57th Street,7.3,7.5,7.4,41.7911,-87.5797,2009-08-14,00:00:00
19411,110538.0,2013-07-12 00:00:00,South Shore,45.0,44.0,44.5,41.7689,-87.5636,2013-07-12,00:00:00
19413,105535.0,2013-06-28 00:00:00,Osterman,6.0,9.0,7.3,41.9877,-87.6545,2013-06-28,00:00:00
19415,88069.0,2010-05-27 00:00:00,Leone,313.6,410.6,358.8,42.0131,-87.6635,2010-05-27,00:00:00
19417,90344.0,2011-07-01 00:00:00,Foster,163.1,196.8,179.2,41.9785,-87.6515,2011-07-01,00:00:00
19418,89861.0,2010-08-23 00:00:00,Montrose,12.2,41.4,22.5,41.9655,-87.6385,2010-08-23,00:00:00
19419,88394.0,2010-07-22 00:00:00,Foster,6.3,9.6,7.8,41.9785,-87.6515,2010-07-22,00:00:00
19420,104239.0,2006-06-27 00:00:00,South Shore,133.3,141.4,137.3,41.7689,-87.5636,2006-06-27,00:00:00
19422,112861.0,2016-06-11 10:20:00,Ohio Street,25.0,118.0,54.3,41.8935,-87.6152,2016-06-11,10:20:00
19423,102709.0,2006-05-25 00:00:00,Oak Street,98.8,81.6,89.8,41.9032,-87.6235,2006-05-25,00:00:00
19424,101977.0,2008-07-01 00:00:00,Montrose,6.3,10.9,8.3,41.9655,-87.6385,2008-07-01,00:00:00
19425,92269.0,2009-09-03 00:00:00,63rd Street,481.1,435.2,457.6,41.7827,-87.5748,2009-09-03,00:00:00
19426,111710.0,2014-05-28 00:00:00,Rainbow,211.0,210.0,210.5,41.758,-87.551,2014-05-28,00:00:00
19427,111734.0,2014-05-29 00:00:00,63rd Street,135.0,140.0,137.5,41.7827,-87.5748,2014-05-29,00:00:00
19428,93111.0,2015-07-06 00:00:00,Osterman,2.0,4.0,2.8,41.9877,-87.6545,2015-07-06,00:00:00
19429,98789.0,2007-07-23 00:00:00,Juneway,23.8,70.8,41.0,42.0224,-87.6674,2007-07-23,00:00:00
19430,110437.0,2014-07-08 00:00:00,Rainbow,613.0,517.0,563.0,41.758,-87.551,2014-07-08,00:00:00
19433,99122.0,2007-08-07 00:00:00,North Avenue,360.9,410.6,384.9,41.9148,-87.6273,2007-08-07,00:00:00
19434,97682.0,2011-07-29 00:00:00,Osterman,178.5,80.9,120.2,41.9877,-87.6545,2011-07-29,00:00:00
19436,112498.0,2013-07-19 00:00:00,North Avenue,3.0,16.0,6.9,41.9148,-87.6273,2013-07-19,00:00:00
19437,109324.0,2013-08-12 00:00:00,Oakwood,16.0,35.0,23.7,41.8211,-87.5976,2013-08-12,00:00:00
19438,93214.0,2014-08-19 00:00:00,Foster,10.0,26.0,16.1,41.9785,-87.6515,2014-08-19,00:00:00
19439,108971.0,2013-05-24 00:00:00,North Avenue,167.4,195.6,181.0,41.9148,-87.6273,2013-05-24,00:00:00
19440,94939.0,2015-08-14 00:00:00,63rd Street,29.0,34.0,31.4,41.7827,-87.5748,2015-08-14,00:00:00
19441,96946.0,2011-08-22 00:00:00,Howard,5.2,1.0,2.3,42.0188,-87.6663,2011-08-22,00:00:00
19444,109661.0,2014-06-30 00:00:00,Montrose Dog,2420.0,2420.0,2420.0,41.96869,-87.642617,2014-06-30,00:00:00
19446,110010.0,2012-07-10 00:00:00,Oak Street,3.1,8.6,5.2,41.9032,-87.6235,2012-07-10,00:00:00
19447,110416.0,2014-07-07 00:00:00,63rd Street,2420.0,2420.0,2420.0,41.7827,-87.5748,2014-07-07,00:00:00
19449,98313.0,2006-08-16 00:00:00,57th Street,42.6,42.2,42.4,41.7911,-87.5797,2006-08-16,00:00:00
19450,107061.0,2013-08-02 00:00:00,Calumet,60.0,225.0,116.2,41.7142,-87.5299,2013-08-02,00:00:00
19452,96710.0,2011-07-22 00:00:00,Ohio Street,14.8,83.6,35.2,41.8935,-87.6152,2011-07-22,00:00:00
19453,106180.0,2013-07-27 00:00:00,Oakwood,17.0,64.0,33.0,41.8211,-87.5976,2013-07-27,00:00:00
19454,90124.0,2011-06-21 00:00:00,Foster,3.0,8.6,5.1,41.9785,-87.6515,2011-06-21,00:00:00
19455,101683.0,2007-08-28 00:00:00,Osterman,23.3,27.9,25.5,41.9877,-87.6545,2007-08-28,00:00:00
19457,98654.0,2007-06-13 00:00:00,Montrose,344.8,198.9,261.9,41.9655,-87.6385,2007-06-13,00:00:00
19459,113489.0,2016-07-25 10:00:00,57th Street,158.0,197.0,176.4,41.7911,-87.5797,2016-07-25,10:00:00
19460,107857.0,2013-08-05 00:00:00,Foster,35.0,31.0,32.9,41.9785,-87.6515,2013-08-05,00:00:00
19462,108002.0,2013-08-17 00:00:00,Oakwood,23.0,22.0,22.5,41.8211,-87.5976,2013-08-17,00:00:00
19463,112377.0,2014-06-17 00:00:00,Ohio Street,10.0,15.0,12.2,41.8935,-87.6152,2014-06-17,00:00:00
19464,94789.0,2015-05-22 00:00:00,Montrose Dog,4.0,5.0,4.5,41.96869,-87.642617,2015-05-22,00:00:00
19465,107386.0,2012-07-20 00:00:00,63rd Street,32.3,28.8,30.5,41.7827,-87.5748,2012-07-20,00:00:00
19466,95663.0,2015-06-11 00:00:00,Oakwood,45.0,70.0,56.1,41.8211,-87.5976,2015-06-11,00:00:00
19467,114130.0,2016-09-06 09:45:00,Humboldt,1.0,1.0,1.0,41.90643,-87.703717,2016-09-06,09:45:00
19468,101888.0,2009-06-02 00:00:00,Rogers,248.9,152.9,195.1,42.0213,-87.6666,2009-06-02,00:00:00
19469,89712.0,2010-08-16 00:00:00,South Shore,5.1,8.5,6.6,41.7689,-87.5636,2010-08-16,00:00:00
19470,110537.0,2013-07-12 00:00:00,Rainbow,296.0,186.0,234.6,41.758,-87.551,2013-07-12,00:00:00
19471,88770.0,2010-07-02 00:00:00,South Shore,64.4,54.6,59.3,41.7689,-87.5636,2010-07-02,00:00:00
19472,110864.0,2012-05-30 00:00:00,Ohio Street,210.5,3.1,25.5,41.8935,-87.6152,2012-05-30,00:00:00
19473,99418.0,2007-07-17 00:00:00,Rainbow,104.3,547.5,239.0,41.758,-87.551,2007-07-17,00:00:00
19474,107382.0,2012-07-19 00:00:00,Juneway,71.7,86.2,78.6,42.0224,-87.6674,2012-07-19,00:00:00
19475,106692.0,2014-06-25 00:00:00,Rogers,436.0,48.0,144.7,42.0213,-87.6666,2014-06-25,00:00:00
19478,101065.0,2008-06-20 00:00:00,North Avenue,1.0,18.9,4.3,41.9148,-87.6273,2008-06-20,00:00:00
19479,114137.0,2016-09-17 09:55:00,Humboldt,7.4,1.0,2.7,41.90643,-87.703717,2016-09-17,09:55:00
19481,94675.0,2015-08-07 00:00:00,North Avenue,18.0,9.0,12.7,41.9148,-87.6273,2015-08-07,00:00:00
19482,113806.0,2016-08-12 06:45:00,Montrose,144.0,139.0,141.5,41.9655,-87.6385,2016-08-12,06:45:00
19484,104982.0,2013-06-19 00:00:00,Rogers,16.0,12.0,13.9,42.0213,-87.6666,2013-06-19,00:00:00
19485,91399.0,2009-06-22 00:00:00,Osterman,248.1,155.3,196.3,41.9877,-87.6545,2009-06-22,00:00:00
19486,100127.0,2008-07-15 00:00:00,Lane,42.2,51.2,46.5,41.9877,-87.6545,2008-07-15,00:00:00
19489,110060.0,2012-07-12 00:00:00,Osterman,3.0,8.5,5.0,41.9877,-87.6545,2012-07-12,00:00:00
19490,99091.0,2007-08-06 00:00:00,South Shore,48.8,56.5,52.5,41.7689,-87.5636,2007-08-06,00:00:00
19491,104353.0,2006-08-02 00:00:00,Rainbow,46.4,69.7,56.9,41.758,-87.551,2006-08-02,00:00:00
19492,91202.0,2009-07-23 00:00:00,Howard,22.3,5.2,10.8,42.0188,-87.6663,2009-07-23,00:00:00
19493,108452.0,2015-09-04 00:00:00,Calumet,980.0,1300.0,1128.7,41.7142,-87.5299,2015-09-04,00:00:00
19494,98297.0,2006-07-21 00:00:00,Montrose,69.7,68.9,69.3,41.9655,-87.6385,2006-07-21,00:00:00
19495,107456.0,2012-07-23 00:00:00,12th Street,14.4,121.1,41.8,41.8638,-87.6083,2012-07-23,00:00:00
19496,106064.0,2013-07-22 00:00:00,Calumet,138.0,125.0,131.3,41.7142,-87.5299,2013-07-22,00:00:00
19497,90419.0,2011-07-05 00:00:00,Rainbow,52.9,36.8,44.1,41.758,-87.551,2011-07-05,00:00:00
19498,108056.0,2013-08-19 00:00:00,Osterman,32.0,25.0,28.3,41.9877,-87.6545,2013-08-19,00:00:00
19499,113107.0,2016-06-28 10:15:00,Oak Street,2.0,4.0,2.8,41.9032,-87.6235,2016-06-28,10:15:00
19501,87380.0,2015-06-25 00:00:00,57th Street,68.0,108.0,85.7,41.7911,-87.5797,2015-06-25,00:00:00
19502,96689.0,2011-07-21 00:00:00,Oak Street,6.3,2.0,3.5,41.9032,-87.6235,2011-07-21,00:00:00
19503,104476.0,2007-06-01 00:00:00,Montrose,1119.9,1046.2,1082.4,41.9655,-87.6385,2007-06-01,00:00:00
19504,102338.0,2008-07-07 00:00:00,Osterman,2.0,5.2,3.2,41.9877,-87.6545,2008-07-07,00:00:00
19505,103030.0,2007-06-25 00:00:00,Osterman,25.0,21.6,23.2,41.9877,-87.6545,2007-06-25,00:00:00
19506,109256.0,2015-09-14 00:00:00,Calumet,10.0,9.0,9.5,41.7142,-87.5299,2015-09-14,00:00:00
19509,113336.0,2016-07-14 07:45:00,63rd Street,126.0,140.0,132.8,41.7827,-87.5748,2016-07-14,07:45:00
19510,101428.0,2008-06-26 00:00:00,Loyola,6.3,4.1,5.1,42.0131,-87.6635,2008-06-26,00:00:00
19511,99586.0,2007-09-01 00:00:00,63rd Street,42.0,44.1,43.0,41.7827,-87.5748,2007-09-01,00:00:00
19512,95277.0,2015-06-03 00:00:00,Leone,4.0,5.0,4.5,42.0131,-87.6635,2015-06-03,00:00:00
19514,102843.0,2006-07-24 00:00:00,Fargo,15.8,18.3,17.0,42.0161,-87.6647,2006-07-24,00:00:00
19515,102516.0,2008-08-26 00:00:00,South Shore,17.1,15.5,16.3,41.7689,-87.5636,2008-08-26,00:00:00
19516,100399.0,2008-07-17 00:00:00,North Shore,74.9,90.6,82.4,42.0027,-87.6564,2008-07-17,00:00:00
19517,95636.0,2015-06-10 00:00:00,Calumet,57.0,12.0,26.2,41.7142,-87.5299,2015-06-10,00:00:00
19518,111076.0,2013-06-13 00:00:00,63rd Street,91.0,86.0,88.5,41.7827,-87.5748,2013-06-13,00:00:00
19519,102673.0,2006-05-23 00:00:00,Howard,15.8,26.9,20.6,42.0188,-87.6663,2006-05-23,00:00:00
19520,98166.0,2007-06-07 00:00:00,57th Street,488.4,93.4,213.6,41.7911,-87.5797,2007-06-07,00:00:00
19521,106468.0,2012-06-21 00:00:00,Foster,1.0,2.0,1.4,41.9785,-87.6515,2012-06-21,00:00:00
19523,94445.0,2015-08-05 00:00:00,Osterman,70.0,17.0,34.5,41.9877,-87.6545,2015-08-05,00:00:00
19524,102639.0,2009-06-10 00:00:00,Loyola,57.6,57.1,57.3,42.0131,-87.6635,2009-06-10,00:00:00
19525,112467.0,2013-07-18 00:00:00,South Shore,2420.0,397.0,980.2,41.7689,-87.5636,2013-07-18,00:00:00
19528,98151.0,2007-06-06 00:00:00,Foster,17.1,30.5,22.8,41.9785,-87.6515,2007-06-06,00:00:00
19529,103788.0,2006-06-21 00:00:00,South Shore,1.0,5.2,2.3,41.7689,-87.5636,2006-06-21,00:00:00
19530,108588.0,2012-07-05 00:00:00,Oakwood,33.6,29.2,31.3,41.8211,-87.5976,2012-07-05,00:00:00
19531,96261.0,2011-08-11 00:00:00,Juneway,2.0,2.0,2.0,42.0224,-87.6674,2011-08-11,00:00:00
19532,96073.0,2011-08-03 00:00:00,Oak Street,86.2,37.9,57.2,41.9032,-87.6235,2011-08-03,00:00:00
19534,104963.0,2013-06-19 00:00:00,Rainbow,8.0,6.0,6.9,41.758,-87.551,2013-06-19,00:00:00
19535,101373.0,2007-08-25 00:00:00,Ohio Street,270.0,410.6,333.0,41.8935,-87.6152,2007-08-25,00:00:00
19536,95466.0,2014-07-15 00:00:00,Juneway,21.0,16.0,18.3,42.0224,-87.6674,2014-07-15,00:00:00
19537,90026.0,2011-06-17 00:00:00,57th Street,4.1,16.0,8.1,41.7911,-87.5797,2011-06-17,00:00:00
19538,101606.0,2009-06-15 00:00:00,Rainbow,16.0,18.5,17.2,41.758,-87.551,2009-06-15,00:00:00
19540,100324.0,2008-06-12 00:00:00,Rogers,36.4,35.9,36.1,42.0213,-87.6666,2008-06-12,00:00:00
19541,93244.0,2014-08-21 00:00:00,Calumet,10.0,8.0,8.9,41.7142,-87.5299,2014-08-21,00:00:00
19542,101691.0,2007-08-28 00:00:00,Rogers,12.0,8.6,10.2,42.0213,-87.6666,2007-08-28,00:00:00
19543,107195.0,2014-06-03 00:00:00,Leone,291.0,1.0,17.1,42.0131,-87.6635,2014-06-03,00:00:00
19544,100631.0,2007-08-13 00:00:00,12th Street,59.2,66.3,62.6,41.8638,-87.6083,2007-08-13,00:00:00
19545,101507.0,2008-06-30 00:00:00,Ohio Street,8.5,13.5,10.7,41.8935,-87.6152,2008-06-30,00:00:00
19547,108206.0,2014-05-20 00:00:00,Osterman,8.5,3.1,5.1,41.9877,-87.6545,2014-05-20,00:00:00
19549,109664.0,2014-06-30 00:00:00,Osterman,15.0,11.0,12.8,41.9877,-87.6545,2014-06-30,00:00:00
19550,109420.0,2013-08-21 00:00:00,Montrose,83.0,131.0,104.3,41.9655,-87.6385,2013-08-21,00:00:00
19551,113240.0,2016-07-07 10:20:00,Leone,1.0,2.0,1.4,42.0131,-87.6635,2016-07-07,10:20:00
19552,113822.0,2016-08-15 10:55:00,Oakwood,16.0,23.0,19.2,41.8211,-87.5976,2016-08-15,10:55:00
19554,104313.0,2006-07-31 00:00:00,Lane,6.3,22.3,11.9,41.9877,-87.6545,2006-07-31,00:00:00
19556,93848.0,2014-09-02 00:00:00,Leone,10.0,10.0,10.0,42.0131,-87.6635,2014-09-02,00:00:00
19557,113990.0,2016-08-24 09:45:00,Leone,48.0,56.0,51.8,42.0131,-87.6635,2016-08-24,09:45:00
19558,112768.0,2016-06-06 10:00:00,Foster,29.0,16.0,21.5,41.9785,-87.6515,2016-06-06,10:00:00
19559,87460.0,2010-06-14 00:00:00,Oakwood,6.3,6.3,6.3,41.8211,-87.5976,2010-06-14,00:00:00
19560,88511.0,2010-07-28 00:00:00,Oak Street,98.8,48.8,69.4,41.9032,-87.6235,2010-07-28,00:00:00
19561,93104.0,2015-07-06 00:00:00,12th Street,19.0,36.0,26.2,41.8638,-87.6083,2015-07-06,00:00:00
19564,102721.0,2006-05-25 00:00:00,Howard,4.1,5.2,4.6,42.0188,-87.6663,2006-05-25,00:00:00
19565,109004.0,2013-05-26 00:00:00,Calumet,161.0,154.0,157.5,41.7142,-87.5299,2013-05-26,00:00:00
19566,96969.0,2011-08-23 00:00:00,Rogers,34.5,34.1,34.3,42.0213,-87.6666,2011-08-23,00:00:00
19567,108921.0,2013-05-22 00:00:00,Oakwood,2.0,6.0,3.5,41.8211,-87.5976,2013-05-22,00:00:00
19568,109109.0,2013-06-05 00:00:00,63rd Street,37.0,28.0,32.2,41.7827,-87.5748,2013-06-05,00:00:00
19569,95424.0,2015-08-26 00:00:00,Howard,3.0,6.0,4.2,42.0188,-87.6663,2015-08-26,00:00:00
19570,108146.0,2015-06-15 00:00:00,Oak Street,12.0,12.0,12.0,41.9032,-87.6235,2015-06-15,00:00:00
19572,90723.0,2010-07-12 00:00:00,Foster,2.0,1.0,1.4,41.9785,-87.6515,2010-07-12,00:00:00
19574,90868.0,2010-09-03 00:00:00,Calumet,23.1,5.2,11.0,41.7142,-87.5299,2010-09-03,00:00:00
19575,110855.0,2012-05-29 00:00:00,Juneway,4.1,1.0,2.0,42.0224,-87.6674,2012-05-29,00:00:00
19576,100674.0,2007-08-15 00:00:00,63rd Street,461.1,488.4,474.6,41.7827,-87.5748,2007-08-15,00:00:00
19577,89885.0,2010-08-24 00:00:00,Leone,14.6,8.4,11.1,42.0131,-87.6635,2010-08-24,00:00:00
19580,104893.0,2006-08-08 00:00:00,Osterman,25.9,48.9,35.6,41.9877,-87.6545,2006-08-08,00:00:00
19581,100192.0,2008-07-23 00:00:00,Rogers,387.3,238.2,303.7,42.0213,-87.6666,2008-07-23,00:00:00
19582,110745.0,2012-08-09 00:00:00,Rogers,36.4,26.6,31.1,42.0213,-87.6666,2012-08-09,00:00:00
19583,101780.0,2008-08-13 00:00:00,63rd Street,32.3,27.2,29.6,41.7827,-87.5748,2008-08-13,00:00:00
19587,98039.0,2006-08-11 00:00:00,Howard,118.7,210.5,158.1,42.0188,-87.6663,2006-08-11,00:00:00
19588,112145.0,2012-05-22 00:00:00,Osterman,5.2,10.9,7.5,41.9877,-87.6545,2012-05-22,00:00:00
19589,102034.0,2008-07-04 00:00:00,Rainbow,40.4,34.1,37.1,41.758,-87.551,2008-07-04,00:00:00
19590,95403.0,2015-08-25 00:00:00,Howard,5.0,10.0,7.1,42.0188,-87.6663,2015-08-25,00:00:00
19591,88552.0,2010-07-30 00:00:00,North Avenue,23.1,11.0,15.9,41.9148,-87.6273,2010-07-30,00:00:00
19594,101060.0,2007-08-21 00:00:00,Howard,298.7,410.1,350.0,42.0188,-87.6663,2007-08-21,00:00:00
19595,90185.0,2011-06-24 00:00:00,Oak Street,18.9,14.8,16.7,41.9032,-87.6235,2011-06-24,00:00:00
19597,105540.0,2013-06-28 00:00:00,Rogers,1.0,2.0,1.4,42.0213,-87.6666,2013-06-28,00:00:00
19600,92060.0,2009-08-25 00:00:00,Rainbow,517.2,365.3,434.7,41.758,-87.551,2009-08-25,00:00:00
19601,108069.0,2013-08-20 00:00:00,57th Street,68.0,48.0,57.1,41.7911,-87.5797,2013-08-20,00:00:00
19602,93990.0,2015-07-24 00:00:00,Montrose,102.0,28.0,53.4,41.9655,-87.6385,2015-07-24,00:00:00
19603,113324.0,2016-07-13 06:03:00,Montrose,41.0,115.0,68.7,41.9655,-87.6385,2016-07-13,06:03:00
19604,105524.0,2013-06-28 00:00:00,57th Street,16.0,4.0,8.0,41.7911,-87.5797,2013-06-28,00:00:00
19605,111500.0,2012-06-11 00:00:00,Montrose Dog,2420.0,2420.0,2420.0,41.96869,-87.642617,2012-06-11,00:00:00
19606,113638.0,2016-08-03 06:08:00,South Shore,66.0,97.0,80.0,41.7689,-87.5636,2016-08-03,06:08:00
19607,112925.0,2016-06-15 10:50:00,Rogers,5.0,4.0,4.5,42.0213,-87.6666,2016-06-15,10:50:00
19608,97249.0,2013-06-10 00:00:00,Ohio Street,980.0,416.0,638.5,41.8935,-87.6152,2013-06-10,00:00:00
19609,91980.0,2009-08-21 00:00:00,Osterman,116.2,22.6,51.2,41.9877,-87.6545,2009-08-21,00:00:00
19610,95262.0,2015-06-03 00:00:00,Rainbow,32.0,32.0,32.0,41.758,-87.551,2015-06-03,00:00:00
19612,101705.0,2007-08-29 00:00:00,Foster,54.6,49.6,52.0,41.9785,-87.6515,2007-08-29,00:00:00
19614,106221.0,2013-07-29 00:00:00,South Shore,33.0,17.0,23.7,41.7689,-87.5636,2013-07-29,00:00:00
19615,98149.0,2007-06-06 00:00:00,North Avenue,35.5,31.1,33.2,41.9148,-87.6273,2007-06-06,00:00:00
