,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude,Sample Date,Sample Time
525,11336.0,2019-06-24 12:10:00,Hartigan (Albion),131.0,18.0,48.6,42.0027,-87.6564,2019-06-24,12:10:00
526,11354.0,2019-06-24 12:07:00,12th Street,141.0,770.0,329.5,41.8638,-87.6083,2019-06-24,12:07:00
530,11337.0,2019-06-24 12:11:00,Marion Mahony Griffin (Jarvis),34.0,30.0,31.9,42.0161,-87.6647,2019-06-24,12:11:00
531,11355.0,2019-06-24 12:08:00,Ohio Street,41.0,2134.0,295.8,41.8935,-87.6152,2019-06-24,12:08:00
532,11318.0,2019-06-24 12:10:00,Osterman,206.0,85.0,132.3,41.9877,-87.6545,2019-06-24,12:10:00
533,11317.0,2019-06-24 12:09:00,Montrose,7.0,2.0,3.7,41.9655,-87.6385,2019-06-24,12:09:00
534,11335.0,2019-06-24 12:08:00,Humboldt,54.0,2.0,10.4,41.90643,-87.703717,2019-06-24,12:08:00
535,11353.0,2019-06-24 12:07:00,Margaret T Burroughs (31st),5.0,25.0,11.2,41.8393,-87.6072,2019-06-24,12:07:00
536,11334.0,2019-06-24 12:07:00,Oakwood,26.0,2.0,7.2,41.8211,-87.5976,2019-06-24,12:07:00
537,11246.0,2019-06-24 12:09:00,Foster,7.0,2.0,3.7,41.9785,-87.6515,2019-06-24,12:09:00
538,11316.0,2019-06-24 12:06:00,57th Street,83.0,100.0,91.1,41.7911,-87.5797,2019-06-24,12:06:00
539,11313.0,2019-06-24 12:05:00,Calumet,28.0,85.0,48.8,41.7142,-87.5299,2019-06-24,12:05:00
540,11333.0,2019-06-24 12:06:00,South Shore,260.0,52.0,116.3,41.7689,-87.5636,2019-06-24,12:06:00
541,11315.0,2019-06-24 12:06:00,63rd Street,2.0,249.0,22.3,41.7827,-87.5748,2019-06-24,12:06:00
542,11314.0,2019-06-24 12:05:00,Rainbow,2.0,2.0,2.0,41.758,-87.551,2019-06-24,12:05:00
543,11319.0,2019-06-24 12:10:00,Leone,27.0,4049.0,330.6,42.0131,-87.6635,2019-06-24,12:10:00
545,11320.0,2019-06-24 12:11:00,Howard,45.0,29.0,36.1,42.0188,-87.6663,2019-06-24,12:11:00
546,11244.0,2019-06-24 12:08:00,Oak Street,305.0,52.0,125.9,41.9032,-87.6235,2019-06-24,12:08:00
551,11401.0,2019-06-25 11:53:00,Leone,2.0,4.0,2.8,42.0131,-87.6635,2019-06-25,11:53:00
552,11377.0,2019-06-25 11:51:00,Humboldt,80.0,16.0,35.8,41.90643,-87.703717,2019-06-25,11:51:00
553,11400.0,2019-06-25 11:52:00,Foster,77.0,24.0,43.0,41.9785,-87.6515,2019-06-25,11:52:00
554,11394.0,2019-06-25 11:49:00,57th Street,6.0,6.0,6.0,41.7911,-87.5797,2019-06-25,11:49:00
