,Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Latitude,Longitude
8920,96780.0,07/25/2011 12:00:00 AM,Montrose Dog,18.5,13.4,15.7,41.96869,-87.642617
8921,114018.0,08/28/2016 10:52:00 AM,57th Street,17.0,11.0,13.7,41.7911,-87.5797
8922,102188.0,08/21/2008 12:00:00 AM,North Avenue,29.8,29.2,29.5,41.9148,-87.6273
8924,93589.0,08/27/2014 12:00:00 AM,Rainbow,365.0,99.0,190.1,41.758,-87.551
8925,96568.0,07/15/2011 12:00:00 AM,Rogers,5.2,2.0,3.2,42.0213,-87.6666
8926,97532.0,06/11/2011 12:00:00 AM,North Avenue,128.7,186.0,154.7,41.9148,-87.6273
8927,87603.0,06/21/2010 12:00:00 AM,Ohio Street,98.5,1203.3,344.3,41.8935,-87.6152
8928,97640.0,07/27/2011 12:00:00 AM,Leone,81.6,9.7,28.1,42.0131,-87.6635
8929,95205.0,08/21/2015 12:00:00 AM,Oak Street,40.0,76.0,55.1,41.9032,-87.6235
8930,89351.0,05/23/2011 12:00:00 AM,Calumet,34.5,90.5,55.9,41.7142,-87.5299
8932,110962.0,06/19/2014 12:00:00 AM,Foster,26.0,30.0,27.9,41.9785,-87.6515
8934,111262.0,06/26/2013 12:00:00 AM,Rogers,57.0,96.0,74.0,42.0213,-87.6666
8935,98971.0,07/31/2007 12:00:00 AM,Howard,10.9,5.2,7.5,42.0188,-87.6663
8937,91571.0,06/30/2009 12:00:00 AM,Rainbow,686.7,365.4,500.9,41.758,-87.551
8938,99099.0,08/06/2007 12:00:00 AM,North Avenue,38.3,30.9,34.4,41.9148,-87.6273
8940,111081.0,06/13/2013 12:00:00 AM,Ohio Street,45.0,63.0,53.2,41.8935,-87.6152
8941,95275.0,06/03/2015 12:00:00 AM,Osterman,6.0,5.0,5.5,41.9877,-87.6545
8943,101336.0,08/23/2007 12:00:00 AM,Loyola,1.0,6.3,2.5,42.0131,-87.6635
8946,94240.0,08/07/2009 12:00:00 AM,Loyola,26.2,15.8,20.3,42.0131,-87.6635
8947,88497.0,07/27/2010 12:00:00 AM,Leone,39.7,60.9,49.2,42.0131,-87.6635
8948,99264.0,07/10/2007 12:00:00 AM,Oak Street,6.3,8.5,7.3,41.9032,-87.6235
8950,106440.0,06/20/2012 12:00:00 AM,Ohio Street,23.1,13.2,17.5,41.8935,-87.6152
8951,97613.0,06/15/2011 12:00:00 AM,57th Street,27.2,24.1,25.6,41.7911,-87.5797
8953,88414.0,07/23/2010 12:00:00 AM,Foster,22.3,24.9,23.6,41.9785,-87.6515
8954,101547.0,06/12/2009 12:00:00 AM,Montrose,37.4,28.5,32.6,41.9655,-87.6385
8955,100704.0,08/16/2007 12:00:00 AM,Montrose,186.0,195.3,190.6,41.9655,-87.6385
8956,100894.0,08/04/2008 12:00:00 AM,Calumet,129.6,101.9,114.9,41.7142,-87.5299
8957,101748.0,08/11/2008 12:00:00 AM,North Shore,75.9,37.9,53.6,42.0027,-87.6564
8958,101644.0,08/26/2007 12:00:00 AM,Howard,48.7,40.8,44.6,42.0188,-87.6663
8960,108936.0,05/22/2013 12:00:00 AM,Rogers,1.0,3.0,1.7,42.0213,-87.6666
8961,103172.0,05/30/2006 12:00:00 AM,North Shore,4.1,1.0,2.0,42.0027,-87.6564
8962,96675.0,07/20/2011 12:00:00 AM,Leone,6.3,7.4,6.8,42.0131,-87.6635
8964,105648.0,08/22/2012 12:00:00 AM,Howard,3.1,10.9,5.8,42.0188,-87.6663
8965,90972.0,07/13/2009 12:00:00 AM,Howard,22.3,15.8,18.8,42.0188,-87.6663
8968,103188.0,05/31/2006 12:00:00 AM,Ohio Street,46.4,29.8,37.2,41.8935,-87.6152
8970,109516.0,06/17/2015 12:00:00 AM,Montrose,88.0,111.0,98.8,41.9655,-87.6385
8971,108880.0,07/30/2014 12:00:00 AM,Ohio Street,4.0,3.0,3.5,41.8935,-87.6152
8972,99285.0,07/11/2007 12:00:00 AM,12th Street,18.5,21.6,20.0,41.8638,-87.6083
8973,90109.0,06/20/2011 12:00:00 AM,Juneway,26.6,18.3,22.1,42.0224,-87.6674
8974,96077.0,08/03/2011 12:00:00 AM,Montrose,344.8,365.4,355.0,41.9655,-87.6385
8975,104969.0,06/19/2013 12:00:00 AM,12th Street,26.0,32.0,28.8,41.8638,-87.6083
8976,109121.0,06/05/2013 12:00:00 AM,Osterman,10.0,9.0,9.5,41.9877,-87.6545
8977,88089.0,05/28/2010 12:00:00 AM,Leone,44.1,37.3,40.6,42.0131,-87.6635
8978,113056.0,06/24/2016 06:45:00 AM,Rainbow,816.0,328.0,517.3,41.758,-87.551
8980,106161.0,07/26/2013 12:00:00 AM,Ohio Street,24.0,5.0,11.0,41.8935,-87.6152
8981,99686.0,05/30/2008 12:00:00 AM,Lane,115.3,81.3,96.8,41.9877,-87.6545
8982,105356.0,07/14/2014 12:00:00 AM,Calumet,26.0,11.0,16.9,41.7142,-87.5299
8983,89597.0,08/10/2010 12:00:00 AM,12th Street,25.9,17.1,21.0,41.8638,-87.6083
8984,96337.0,08/15/2011 12:00:00 AM,Oak Street,56.5,54.6,55.5,41.9032,-87.6235
8987,98655.0,06/13/2007 12:00:00 AM,Foster,102.2,115.3,108.6,41.9785,-87.6515
8988,112455.0,07/17/2013 12:00:00 AM,Montrose Dog,93.0,101.0,96.9,41.96869,-87.642617
8989,97492.0,08/31/2011 12:00:00 AM,South Shore,48.0,66.3,56.4,41.7689,-87.5636
8990,97646.0,07/28/2011 12:00:00 AM,Rainbow,108.1,95.9,101.8,41.758,-87.551
8992,97773.0,07/13/2006 12:00:00 AM,Ohio Street,648.8,547.5,596.0,41.8935,-87.6152
8993,113772.0,08/11/2016 06:19:00 AM,Rainbow,64.0,41.0,51.2,41.758,-87.551
8994,102822.0,07/24/2006 12:00:00 AM,Calumet,22.3,38.4,29.3,41.7142,-87.5299
8995,94386.0,09/18/2015 12:00:00 AM,Osterman,44.0,47.0,45.5,41.9877,-87.6545
8996,109356.0,08/13/2013 12:00:00 AM,Montrose,1986.0,1300.0,1606.8,41.9655,-87.6385
8997,112147.0,05/22/2012 12:00:00 AM,Leone,13.5,24.6,18.2,42.0131,-87.6635
8998,88747.0,06/30/2010 12:00:00 AM,Juneway,8.5,11.0,9.7,42.0224,-87.6674
9000,100259.0,06/09/2008 12:00:00 AM,Juneway,28.5,11.0,17.7,42.0224,-87.6674
9001,91012.0,07/15/2009 12:00:00 AM,Lane,48.0,32.8,39.7,41.9877,-87.6545
9002,88897.0,07/08/2010 12:00:00 AM,Oak Street,86.0,110.6,97.5,41.9032,-87.6235
9003,100937.0,08/05/2008 12:00:00 AM,Juneway,290.9,228.2,257.6,42.0224,-87.6674
9004,88890.0,07/08/2010 12:00:00 AM,South Shore,770.1,727.0,748.2,41.7689,-87.5636
9005,107691.0,05/30/2013 12:00:00 AM,Calumet,49.0,27.0,36.4,41.7142,-87.5299
9006,91466.0,06/25/2009 12:00:00 AM,Montrose,123.6,85.7,102.9,41.9655,-87.6385
9008,90257.0,06/27/2011 12:00:00 AM,Osterman,19.9,18.9,19.4,41.9877,-87.6545
9009,94543.0,08/05/2015 12:00:00 AM,Oakwood,60.0,35.0,45.8,41.8211,-87.5976
9010,100282.0,06/11/2008 12:00:00 AM,Calumet,34.1,52.9,42.5,41.7142,-87.5299
9013,113995.0,08/26/2016 08:00:00 AM,Calumet,921.0,649.0,773.1,41.7142,-87.5299
9014,92197.0,08/31/2009 12:00:00 AM,Calumet,18.5,23.1,20.7,41.7142,-87.5299
9015,93311.0,07/10/2015 12:00:00 AM,Montrose Dog,1553.0,51.0,281.4,41.96869,-87.642617
9016,91947.0,08/20/2009 12:00:00 AM,63rd Street,71.7,85.7,78.4,41.7827,-87.5748
9017,110670.0,08/01/2012 12:00:00 AM,Montrose Dog,12.1,15.8,13.8,41.96869,-87.642617
9018,103832.0,08/30/2006 12:00:00 AM,Lane,83.6,101.4,92.1,41.9877,-87.6545
9019,92058.0,08/24/2009 12:00:00 AM,Juneway,2.0,1.0,1.4,42.0224,-87.6674
9020,101753.0,08/11/2008 12:00:00 AM,Rogers,61.6,90.8,74.8,42.0213,-87.6666
9021,92403.0,08/04/2009 12:00:00 AM,Howard,25.6,4.1,10.2,42.0188,-87.6663
9023,112856.0,06/10/2016 08:10:00 AM,Fargo,23.0,29.0,25.8,42.0161,-87.6647
9024,100781.0,06/18/2008 12:00:00 AM,63rd Street,7.4,1.0,2.7,41.7827,-87.5748
9025,88670.0,08/05/2010 12:00:00 AM,Ohio Street,38.9,36.4,37.6,41.8935,-87.6152
9026,95094.0,05/31/2015 12:00:00 AM,Ohio Street,192.0,141.0,164.5,41.8935,-87.6152
9028,88741.0,06/30/2010 12:00:00 AM,Osterman,1.0,3.1,1.8,41.9877,-87.6545
9030,106106.0,07/23/2013 12:00:00 AM,Howard,2.0,3.0,2.4,42.0188,-87.6663
9032,91322.0,07/29/2009 12:00:00 AM,South Shore,648.8,547.5,596.0,41.7689,-87.5636
9034,97055.0,07/24/2012 12:00:00 AM,North Avenue,129.6,133.3,131.4,41.9148,-87.6273
9035,92243.0,09/02/2009 12:00:00 AM,Calumet,5.2,22.8,10.9,41.7142,-87.5299
9036,99781.0,06/03/2008 12:00:00 AM,Rogers,222.4,307.6,261.6,42.0213,-87.6666
9037,107976.0,08/16/2013 12:00:00 AM,Rainbow,17.0,19.0,18.0,41.758,-87.551
9039,105279.0,07/10/2014 12:00:00 AM,North Avenue,6.0,13.0,8.8,41.9148,-87.6273
9040,113233.0,07/07/2016 07:30:00 AM,Oak Street,102.0,4.0,20.2,41.9032,-87.6235
9041,102619.0,06/09/2009 12:00:00 AM,Rogers,770.1,920.8,842.1,42.0213,-87.6666
9042,108237.0,05/22/2014 12:00:00 AM,South Shore,22.0,26.0,23.9,41.7689,-87.5636
9044,111608.0,09/09/2013 12:00:00 AM,63rd Street,866.0,548.0,688.9,41.7827,-87.5748
9046,107815.0,07/24/2014 12:00:00 AM,Leone,78.0,74.0,76.0,42.0131,-87.6635
9048,96761.0,07/24/2011 12:00:00 AM,Osterman,579.4,387.3,473.7,41.9877,-87.6545
9049,110786.0,08/11/2012 12:00:00 AM,Osterman,160.7,238.2,195.6,41.9877,-87.6545
9050,87486.0,06/15/2010 12:00:00 AM,Montrose,3.1,6.3,4.4,41.9655,-87.6385
9051,97752.0,08/01/2011 12:00:00 AM,Howard,4.1,17.1,8.4,42.0188,-87.6663
9052,113713.0,08/08/2016 10:30:00 AM,Ohio Street,47.0,57.0,51.8,41.8935,-87.6152
9053,90812.0,08/31/2010 12:00:00 AM,57th Street,51.2,57.2,54.1,41.7911,-87.5797
9054,89990.0,08/30/2010 12:00:00 AM,Calumet,2.0,7.3,3.8,41.7142,-87.5299
9055,102986.0,08/25/2006 12:00:00 AM,12th Street,160.7,146.7,153.5,41.8638,-87.6083
9056,107776.0,07/23/2014 12:00:00 AM,Calumet,152.0,1733.0,513.2,41.7142,-87.5299
9057,100841.0,08/01/2008 12:00:00 AM,Lane,93.4,69.1,80.3,41.9877,-87.6545
9059,89424.0,05/26/2011 12:00:00 AM,12th Street,2419.6,2419.6,2419.6,41.8638,-87.6083
9060,101352.0,08/24/2007 12:00:00 AM,Montrose,39.9,66.3,51.4,41.9655,-87.6385
9061,88666.0,08/05/2010 12:00:00 AM,57th Street,21.6,14.6,17.8,41.7911,-87.5797
9062,110477.0,07/09/2013 12:00:00 AM,12th Street,53.0,96.0,71.3,41.8638,-87.6083
9063,99930.0,06/05/2008 12:00:00 AM,12th Street,22.8,24.6,23.7,41.8638,-87.6083
9064,110763.0,08/10/2012 12:00:00 AM,Osterman,1203.3,48.0,240.3,41.9877,-87.6545
9065,90795.0,07/16/2010 12:00:00 AM,57th Street,38.4,33.2,35.7,41.7911,-87.5797
9066,107300.0,06/30/2012 12:00:00 AM,Foster,33.7,29.4,31.5,41.9785,-87.6515
9067,98519.0,06/22/2007 12:00:00 AM,North Shore,78.9,76.2,77.5,42.0027,-87.6564
9068,98478.0,06/20/2007 12:00:00 AM,Rogers,3.1,2.0,2.5,42.0213,-87.6666
9069,100152.0,07/22/2008 12:00:00 AM,South Shore,307.6,145.5,211.6,41.7689,-87.5636
9070,91717.0,07/06/2009 12:00:00 AM,Ohio Street,6.3,7.4,6.8,41.8935,-87.6152
9073,92559.0,05/28/2009 12:00:00 AM,12th Street,7.3,1.0,2.7,41.8638,-87.6083
9074,101862.0,06/01/2009 12:00:00 AM,Loyola,39.3,30.9,34.8,42.0131,-87.6635
9075,98950.0,07/30/2007 12:00:00 AM,Juneway,21.6,23.8,22.7,42.0224,-87.6674
9077,112748.0,06/03/2016 10:45:00 AM,Fargo,1.0,1.0,1.0,42.0161,-87.6647
9078,92061.0,08/25/2009 12:00:00 AM,South Shore,50.4,67.0,58.1,41.7689,-87.5636
9079,110492.0,07/10/2013 12:00:00 AM,Calumet,29.0,86.0,49.9,41.7142,-87.5299
9080,97186.0,06/07/2013 12:00:00 AM,North Avenue,8.0,7.0,7.5,41.9148,-87.6273
9082,94443.0,08/05/2015 12:00:00 AM,Montrose,130.0,249.0,179.9,41.9655,-87.6385
9083,91354.0,07/30/2009 12:00:00 AM,Montrose,8.4,10.8,9.5,41.9655,-87.6385
9084,89789.0,08/19/2010 12:00:00 AM,Juneway,9.6,1.0,3.1,42.0224,-87.6674
9086,97740.0,08/01/2011 12:00:00 AM,12th Street,8.6,12.0,10.2,41.8638,-87.6083
9089,111422.0,06/08/2012 12:00:00 AM,Calumet,8.6,7.4,8.0,41.7142,-87.5299
9090,113779.0,08/11/2016 08:02:00 AM,Ohio Street,44.0,126.0,74.5,41.8935,-87.6152
9091,98779.0,07/23/2007 12:00:00 AM,Foster,325.5,307.6,316.4,41.9785,-87.6515
9093,109273.0,08/09/2013 12:00:00 AM,Rogers,14.0,10.0,11.8,42.0213,-87.6666
9094,103582.0,07/03/2007 12:00:00 AM,North Shore,14.8,21.6,17.9,42.0027,-87.6564
9095,112947.0,06/16/2016 08:55:00 AM,Juneway,6.0,2.0,3.5,42.0224,-87.6674
9097,110050.0,07/12/2012 12:00:00 AM,Oakwood,8.5,8.5,8.5,41.8211,-87.5976
9098,94931.0,08/13/2015 12:00:00 AM,Leone,12.0,12.0,12.0,42.0131,-87.6635
9099,91129.0,07/20/2009 12:00:00 AM,North Shore,10.9,9.6,10.2,42.0027,-87.6564
9100,102054.0,07/04/2008 12:00:00 AM,Juneway,83.9,81.6,82.7,42.0224,-87.6674
9102,95462.0,07/15/2014 12:00:00 AM,Leone,613.0,548.0,579.6,42.0131,-87.6635
9104,110837.0,05/29/2012 12:00:00 AM,63rd Street,187.2,235.9,210.1,41.7827,-87.5748
9105,100671.0,08/15/2007 12:00:00 AM,Calumet,275.5,125.9,186.2,41.7142,-87.5299
9106,102824.0,07/24/2006 12:00:00 AM,South Shore,42.6,248.1,102.8,41.7689,-87.5636
9107,106853.0,06/27/2012 12:00:00 AM,North Avenue,4.1,3.1,3.6,41.9148,-87.6273
9109,107706.0,05/30/2013 12:00:00 AM,Osterman,3.0,7.0,4.6,41.9877,-87.6545
9110,98513.0,06/22/2007 12:00:00 AM,North Avenue,78.9,84.2,81.5,41.9148,-87.6273
9111,110180.0,05/20/2009 12:00:00 AM,Montrose,18.9,7.5,11.9,41.9655,-87.6385
9113,103049.0,06/26/2007 12:00:00 AM,Ohio Street,59.4,95.9,75.5,41.8935,-87.6152
9114,110517.0,07/11/2013 12:00:00 AM,63rd Street,37.0,80.0,54.4,41.7827,-87.5748
9116,88780.0,07/02/2010 12:00:00 AM,Foster,7.3,4.1,5.5,41.9785,-87.6515
9117,91398.0,06/22/2009 12:00:00 AM,Foster,129.6,124.6,127.1,41.9785,-87.6515
9118,91604.0,07/01/2009 12:00:00 AM,Montrose,224.7,238.9,231.7,41.9655,-87.6385
9119,89000.0,08/12/2009 12:00:00 AM,Foster,16.8,33.1,23.6,41.9785,-87.6515
9120,88380.0,07/21/2010 12:00:00 AM,Rogers,9.8,7.4,8.5,42.0213,-87.6666
9121,113633.0,08/02/2016 09:35:00 AM,Howard,13.0,25.0,18.0,42.0188,-87.6663
9125,92844.0,06/30/2015 12:00:00 AM,Montrose Dog,15.0,4.0,7.7,41.96869,-87.642617
9126,90121.0,06/21/2011 12:00:00 AM,North Avenue,107.6,117.8,112.6,41.9148,-87.6273
9127,105768.0,06/13/2012 12:00:00 AM,63rd Street,53.8,79.8,65.5,41.7827,-87.5748
9128,98176.0,06/07/2007 12:00:00 AM,Lane,35.5,10.9,19.7,41.9877,-87.6545
9129,94330.0,09/16/2015 12:00:00 AM,Rainbow,16.0,21.0,18.3,41.758,-87.551
9130,106167.0,07/26/2013 12:00:00 AM,Foster,12.0,13.0,12.5,41.9785,-87.6515
9131,110839.0,05/29/2012 12:00:00 AM,Oakwood,10.8,16.0,13.1,41.8211,-87.5976
9132,113321.0,07/13/2016 07:32:00 AM,Oak Street,9.0,10.0,9.5,41.9032,-87.6235
9135,90526.0,06/03/2011 12:00:00 AM,Montrose,122.3,117.8,120.0,41.9655,-87.6385
9136,95492.0,07/17/2014 12:00:00 AM,63rd Street,21.0,24.0,22.4,41.7827,-87.5748
9137,96480.0,07/11/2011 12:00:00 AM,Rogers,14.8,12.1,13.4,42.0213,-87.6666
9138,105121.0,08/16/2012 12:00:00 AM,Ohio Street,488.4,435.2,461.0,41.8935,-87.6152
9140,113757.0,08/09/2016 08:20:00 AM,Ohio Street,16.0,9.0,12.0,41.8935,-87.6152
9141,89100.0,06/09/2010 12:00:00 AM,Calumet,2.0,2.0,2.0,41.7142,-87.5299
9143,113051.0,06/23/2016 09:40:00 AM,Fargo,38.0,34.0,35.9,42.0161,-87.6647
9144,105088.0,08/14/2012 12:00:00 AM,Juneway,2.0,1.0,1.4,42.0224,-87.6674
9145,97914.0,07/07/2006 12:00:00 AM,Osterman,980.0,1299.7,1128.6,41.9877,-87.6545
9146,109093.0,06/04/2013 12:00:00 AM,Oak Street,1.0,3.0,1.7,41.9032,-87.6235
9147,104575.0,06/14/2006 12:00:00 AM,North Shore,18.1,26.9,22.1,42.0027,-87.6564
9148,111234.0,06/25/2013 12:00:00 AM,Foster,214.0,345.0,271.7,41.9785,-87.6515
9149,90997.0,07/14/2009 12:00:00 AM,Juneway,10.8,16.0,13.1,42.0224,-87.6674
9150,98974.0,08/01/2007 12:00:00 AM,Calumet,2419.6,258.9,791.5,41.7142,-87.5299
9151,110046.0,07/12/2012 12:00:00 AM,Rainbow,613.1,14.8,95.3,41.758,-87.551
9152,93595.0,08/27/2014 12:00:00 AM,12th Street,24.0,16.0,19.6,41.8638,-87.6083
9154,96993.0,08/25/2011 12:00:00 AM,Calumet,727.0,547.5,630.9,41.7142,-87.5299
9156,99280.0,07/11/2007 12:00:00 AM,Rainbow,1046.2,1299.7,1166.1,41.758,-87.551
9158,101877.0,06/02/2009 12:00:00 AM,North Avenue,21.3,19.9,20.6,41.9148,-87.6273
9159,91003.0,07/15/2009 12:00:00 AM,Oakwood,9.8,21.3,14.4,41.8211,-87.5976
9161,107695.0,05/30/2013 12:00:00 AM,57th Street,2.0,3.0,2.4,41.7911,-87.5797
9162,100182.0,07/23/2008 12:00:00 AM,Montrose,52.9,70.3,61.0,41.9655,-87.6385
9163,105569.0,06/30/2013 12:00:00 AM,Oakwood,11.0,18.0,14.1,41.8211,-87.5976
9164,103602.0,06/02/2006 12:00:00 AM,Rogers,2.0,3.0,2.4,42.0213,-87.6666
9166,113206.0,07/06/2016 08:35:00 AM,63rd Street,285.0,308.0,296.3,41.7827,-87.5748
9168,104678.0,06/30/2006 12:00:00 AM,Ohio Street,59.2,54.3,56.7,41.8935,-87.6152
9169,93288.0,07/09/2015 12:00:00 AM,Oak Street,8.0,8.0,8.0,41.9032,-87.6235
9170,103167.0,05/30/2006 12:00:00 AM,Montrose,10.7,4.1,6.6,41.9655,-87.6385
9171,102858.0,07/25/2006 12:00:00 AM,North Avenue,95.9,29.9,53.5,41.9148,-87.6273
9172,101061.0,08/21/2007 12:00:00 AM,Rogers,186.0,248.9,215.2,42.0213,-87.6666
9173,101151.0,06/24/2008 12:00:00 AM,Oak Street,6.3,20.9,11.5,41.9032,-87.6235
9174,95051.0,05/29/2015 12:00:00 AM,Oak Street,5.0,10.0,7.1,41.9032,-87.6235
9175,100604.0,07/31/2008 12:00:00 AM,Juneway,7.4,4.1,5.5,42.0224,-87.6674
9177,108460.0,09/04/2015 12:00:00 AM,Ohio Street,24.0,27.0,25.5,41.8935,-87.6152
9180,111273.0,06/27/2013 12:00:00 AM,Oak Street,11.0,16.0,13.3,41.9032,-87.6235
9181,112805.0,06/08/2016 06:11:00 AM,Ohio Street,56.0,55.0,55.5,41.8935,-87.6152
9182,113143.0,06/30/2016 07:50:00 AM,63rd Street,49.0,43.0,45.9,41.7827,-87.5748
9183,95035.0,05/28/2015 12:00:00 AM,Osterman,4.0,2.0,2.8,41.9877,-87.6545
9185,98765.0,06/18/2007 12:00:00 AM,Oak Street,57.3,49.6,53.3,41.9032,-87.6235
9187,93518.0,07/14/2015 12:00:00 AM,Montrose,687.0,687.0,687.0,41.9655,-87.6385
9188,95471.0,07/16/2014 12:00:00 AM,57th Street,36.0,19.0,26.2,41.7911,-87.5797
9190,88330.0,07/19/2010 12:00:00 AM,Ohio Street,69.1,108.1,86.4,41.8935,-87.6152
9191,92856.0,07/01/2015 12:00:00 AM,South Shore,150.0,150.0,150.0,41.7689,-87.5636
9192,108612.0,07/06/2012 12:00:00 AM,12th Street,22.3,53.8,34.6,41.8638,-87.6083
9193,88038.0,05/26/2010 12:00:00 AM,57th Street,29.2,21.8,25.2,41.7911,-87.5797
9194,99488.0,07/20/2007 12:00:00 AM,South Shore,365.4,166.4,246.6,41.7689,-87.5636
9195,91742.0,07/07/2009 12:00:00 AM,Montrose,260.3,307.6,283.0,41.9655,-87.6385
9196,95019.0,05/27/2015 12:00:00 AM,Juneway,1.0,1.0,1.0,42.0224,-87.6674
9197,94518.0,08/04/2015 12:00:00 AM,Rainbow,488.0,93.0,213.0,41.758,-87.551
9198,95637.0,06/10/2015 12:00:00 AM,Rainbow,5.0,9.0,6.7,41.758,-87.551
9199,96725.0,07/23/2011 12:00:00 AM,Rainbow,156.3,42.6,81.6,41.758,-87.551
9200,90885.0,09/03/2010 12:00:00 AM,Howard,38.4,37.9,38.1,42.0188,-87.6663
9202,113279.0,07/11/2016 11:30:00 AM,Oak Street,5.0,1.0,2.2,41.9032,-87.6235
9203,93119.0,07/07/2015 12:00:00 AM,Rainbow,1986.0,461.0,956.8,41.758,-87.551
9204,105588.0,07/01/2013 12:00:00 AM,South Shore,30.0,15.0,21.2,41.7689,-87.5636
9205,90793.0,07/16/2010 12:00:00 AM,South Shore,8.6,11.0,9.7,41.7689,-87.5636
9206,109714.0,07/02/2014 12:00:00 AM,Rogers,16.0,9.0,12.0,42.0213,-87.6666
9207,89048.0,08/14/2009 12:00:00 AM,Lane,2.0,1.0,1.4,41.9877,-87.6545
9208,97566.0,06/13/2011 12:00:00 AM,Rainbow,15.8,3.1,7.0,41.758,-87.551
9210,112166.0,05/23/2012 12:00:00 AM,Foster,2.0,3.0,2.4,41.9785,-87.6515
9211,97502.0,08/31/2011 12:00:00 AM,Montrose Dog,35.5,25.0,29.8,41.96869,-87.642617
9212,113878.0,08/17/2016 10:40:00 AM,Leone,10.0,15.0,12.2,42.0131,-87.6635
9214,105266.0,07/09/2014 12:00:00 AM,Rogers,1.0,3.0,1.7,42.0213,-87.6666
9216,106110.0,07/24/2013 12:00:00 AM,Rainbow,89.0,119.0,102.9,41.758,-87.551
9217,96065.0,08/03/2011 12:00:00 AM,Rainbow,488.4,574.5,529.7,41.758,-87.551
9220,109685.0,07/01/2014 12:00:00 AM,Montrose,866.0,816.0,840.6,41.9655,-87.6385
9221,112895.0,06/14/2016 12:20:00 AM,North Avenue,31.0,35.0,32.9,41.9148,-87.6273
9223,91596.0,07/01/2009 12:00:00 AM,63rd Street,81.6,86.0,83.8,41.7827,-87.5748
9226,95128.0,06/01/2015 12:00:00 AM,Juneway,128.0,140.0,133.9,42.0224,-87.6674
9227,105409.0,09/12/2013 12:00:00 AM,Ohio Street,55.0,41.0,47.5,41.8935,-87.6152
9229,102220.0,06/17/2009 12:00:00 AM,Lane,28.8,33.6,31.1,41.9877,-87.6545
9230,101665.0,08/27/2007 12:00:00 AM,Loyola,206.4,235.9,220.7,42.0131,-87.6635
9232,91198.0,07/23/2009 12:00:00 AM,North Shore,6.3,6.3,6.3,42.0027,-87.6564
9233,108719.0,07/16/2012 12:00:00 AM,63rd Street,12.2,25.0,17.5,41.7827,-87.5748
9235,111512.0,06/12/2012 12:00:00 AM,South Shore,1413.6,727.0,1013.7,41.7689,-87.5636
9237,100154.0,07/22/2008 12:00:00 AM,57th Street,18.7,19.5,19.1,41.7911,-87.5797
9238,103684.0,06/06/2006 12:00:00 AM,Ohio Street,30.5,14.5,21.0,41.8935,-87.6152
9239,89748.0,08/17/2010 12:00:00 AM,Rogers,13.4,21.3,16.9,42.0213,-87.6666
9241,95374.0,08/24/2015 12:00:00 AM,North Avenue,31.0,46.0,37.8,41.9148,-87.6273
9242,113907.0,08/19/2016 08:30:00 AM,South Shore,25.0,24.0,24.5,41.7689,-87.5636
9243,88198.0,06/03/2010 12:00:00 AM,57th Street,63.3,95.9,77.9,41.7911,-87.5797
9244,93768.0,07/20/2015 12:00:00 AM,Montrose,687.0,816.0,748.7,41.9655,-87.6385
9245,111345.0,08/20/2012 12:00:00 AM,Calumet,71.2,38.4,52.3,41.7142,-87.5299
9246,98987.0,08/01/2007 12:00:00 AM,Osterman,25.9,27.5,26.7,41.9877,-87.6545
9248,87374.0,06/24/2015 12:00:00 AM,Rogers,1.0,9.0,3.0,42.0213,-87.6666
9249,95785.0,09/02/2015 12:00:00 AM,South Shore,16.0,8.0,11.3,41.7689,-87.5636
9250,91416.0,06/23/2009 12:00:00 AM,12th Street,8.5,10.8,9.6,41.8638,-87.6083
9251,95658.0,06/11/2015 12:00:00 AM,Calumet,770.0,548.0,649.6,41.7142,-87.5299
9253,96493.0,07/12/2011 12:00:00 AM,North Avenue,17.3,88.6,39.2,41.9148,-87.6273
9255,99741.0,06/02/2008 12:00:00 AM,South Shore,6.3,8.6,7.4,41.7689,-87.5636
9256,94761.0,08/11/2015 12:00:00 AM,North Avenue,33.0,56.0,43.0,41.9148,-87.6273
9259,113972.0,08/23/2016 10:00:00 AM,Juneway,1.0,1.0,1.0,42.0224,-87.6674
9260,90588.0,06/06/2011 12:00:00 AM,Oak Street,35.0,59.4,45.6,41.9032,-87.6235
9261,94641.0,05/20/2015 12:00:00 AM,Rogers,13.0,8.0,10.2,42.0213,-87.6666
9262,107965.0,08/15/2013 12:00:00 AM,Foster,54.0,99.0,73.1,41.9785,-87.6515
9264,101306.0,08/22/2007 12:00:00 AM,Montrose,48.0,39.9,43.8,41.9655,-87.6385
9265,112801.0,06/08/2016 07:25:00 AM,57th Street,10.0,4.0,6.3,41.7911,-87.5797
9266,112527.0,08/03/2012 12:00:00 AM,Rogers,3.1,3.1,3.1,42.0213,-87.6666
9267,96655.0,07/19/2011 12:00:00 AM,Howard,28.2,27.2,27.7,42.0188,-87.6663
9268,110027.0,07/11/2012 12:00:00 AM,57th Street,29.5,30.5,30.0,41.7911,-87.5797
9269,95525.0,07/18/2014 12:00:00 AM,Foster,117.0,107.0,111.9,41.9785,-87.6515
9270,88345.0,07/20/2010 12:00:00 AM,63rd Street,17.3,16.1,16.7,41.7827,-87.5748
9273,96722.0,07/22/2011 12:00:00 AM,Rogers,110.6,111.9,111.2,42.0213,-87.6666
