,Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Latitude,Longitude
12894,101362.0,08/24/2007 12:00:00 AM,Rogers,44.8,69.7,55.9,42.0213,-87.6666
12895,100955.0,08/17/2007 12:00:00 AM,12th Street,26.2,34.1,29.9,41.8638,-87.6083
12896,89365.0,05/23/2011 12:00:00 AM,Foster,9.8,33.1,18.0,41.9785,-87.6515
12897,110339.0,05/22/2012 12:00:00 AM,South Shore,9.8,20.1,14.0,41.7689,-87.5636
12898,95512.0,07/18/2014 12:00:00 AM,Rainbow,35.0,52.0,42.7,41.758,-87.551
12901,113923.0,08/19/2016 08:46:00 AM,Fargo,3.0,2.0,2.4,42.0161,-87.6647
12903,103687.0,06/06/2006 12:00:00 AM,Montrose,36.4,30.5,33.3,41.9655,-87.6385
12904,89360.0,05/23/2011 12:00:00 AM,Oak Street,118.7,27.2,56.8,41.9032,-87.6235
12905,110736.0,08/09/2012 12:00:00 AM,North Avenue,93.4,90.8,92.1,41.9148,-87.6273
12906,112198.0,05/25/2012 12:00:00 AM,South Shore,38.3,13.0,22.3,41.7689,-87.5636
12907,92362.0,08/03/2009 12:00:00 AM,South Shore,16.4,18.9,17.6,41.7689,-87.5636
12908,95594.0,06/08/2015 12:00:00 AM,Rainbow,1.0,1.0,1.0,41.758,-87.551
12910,103096.0,06/28/2007 12:00:00 AM,North Avenue,120.1,214.3,160.4,41.9148,-87.6273
12911,102972.0,08/24/2006 12:00:00 AM,Leone,1.0,1.0,1.0,42.0131,-87.6635
12912,106724.0,06/27/2014 12:00:00 AM,Ohio Street,687.0,770.0,727.3,41.8935,-87.6152
12914,94295.0,08/10/2009 12:00:00 AM,57th Street,2419.6,2419.6,2419.6,41.7911,-87.5797
12915,106475.0,06/21/2012 12:00:00 AM,Juneway,3.0,2.0,2.4,42.0224,-87.6674
12916,104215.0,06/26/2006 12:00:00 AM,South Shore,2.0,5.1,3.2,41.7689,-87.5636
12917,97196.0,06/07/2013 12:00:00 AM,Juneway,15.0,19.0,16.9,42.0224,-87.6674
12918,94655.0,05/21/2015 12:00:00 AM,Montrose Dog,3.0,2.0,2.4,41.96869,-87.642617
12919,101917.0,06/04/2009 12:00:00 AM,57th Street,24.1,19.9,21.9,41.7911,-87.5797
12920,113275.0,07/11/2016 10:15:00 AM,Oakwood,15.0,14.0,14.5,41.8211,-87.5976
12923,104315.0,07/31/2006 12:00:00 AM,North Shore,52.8,53.7,53.2,42.0027,-87.6564
12924,109657.0,06/30/2014 12:00:00 AM,Ohio Street,5.0,8.0,6.3,41.8935,-87.6152
12925,109743.0,08/17/2011 12:00:00 AM,North Avenue,21.6,9.8,14.5,41.9148,-87.6273
12929,95378.0,08/24/2015 12:00:00 AM,Osterman,41.0,54.0,47.1,41.9877,-87.6545
12930,110021.0,07/10/2012 12:00:00 AM,Rogers,63.1,31.9,44.9,42.0213,-87.6666
12933,88066.0,05/27/2010 12:00:00 AM,Foster,39.9,19.7,28.0,41.9785,-87.6515
12934,95697.0,08/28/2015 12:00:00 AM,Juneway,16.0,7.0,10.6,42.0224,-87.6674
12935,112765.0,06/06/2016 11:45:00 AM,North Avenue,33.0,16.0,23.0,41.9148,-87.6273
12936,102166.0,08/20/2008 12:00:00 AM,North Avenue,60.9,57.3,59.1,41.9148,-87.6273
12937,89570.0,08/09/2010 12:00:00 AM,Calumet,172.5,209.8,190.2,41.7142,-87.5299
12938,89881.0,08/24/2010 12:00:00 AM,Montrose,12.1,83.0,31.7,41.9655,-87.6385
12939,111519.0,06/12/2012 12:00:00 AM,Oak Street,43.5,23.1,31.7,41.9032,-87.6235
12940,99581.0,08/31/2007 12:00:00 AM,Rogers,35.9,82.3,54.4,42.0213,-87.6666
12941,114014.0,08/26/2016 09:00:00 AM,Howard,5.0,6.0,5.5,42.0188,-87.6663
12942,91350.0,07/30/2009 12:00:00 AM,12th Street,36.4,54.5,44.5,41.8638,-87.6083
12943,94522.0,08/04/2015 12:00:00 AM,Oakwood,7.0,56.0,19.8,41.8211,-87.5976
12944,100071.0,07/13/2008 12:00:00 AM,Rainbow,7.5,16.1,11.0,41.758,-87.551
12945,105629.0,07/02/2013 12:00:00 AM,Juneway,29.0,35.0,31.9,42.0224,-87.6674
12946,100927.0,08/05/2008 12:00:00 AM,Foster,829.7,816.7,823.2,41.9785,-87.6515
12947,87552.0,06/18/2010 12:00:00 AM,Howard,2.8,11.0,5.5,42.0188,-87.6663
12949,92299.0,07/31/2009 12:00:00 AM,Oak Street,5.2,14.6,8.7,41.9032,-87.6235
12951,97112.0,07/27/2012 12:00:00 AM,Rainbow,139.6,101.2,118.9,41.758,-87.551
12952,93125.0,07/07/2015 12:00:00 AM,12th Street,687.0,866.0,771.3,41.8638,-87.6083
12953,111829.0,07/05/2013 12:00:00 AM,Foster,18.0,25.0,21.2,41.9785,-87.6515
12954,102217.0,06/17/2009 12:00:00 AM,Montrose,114.5,115.3,114.9,41.9655,-87.6385
12955,99846.0,08/29/2008 12:00:00 AM,Ohio Street,9.7,11.0,10.3,41.8935,-87.6152
12956,91431.0,06/23/2009 12:00:00 AM,Juneway,21.8,20.1,20.9,42.0224,-87.6674
12959,106076.0,07/22/2013 12:00:00 AM,Montrose Dog,77.0,47.0,60.2,41.96869,-87.642617
12960,113253.0,07/08/2016 07:09:00 AM,Ohio Street,81.0,35.0,53.2,41.8935,-87.6152
12961,99090.0,08/06/2007 12:00:00 AM,Rainbow,248.1,93.1,152.0,41.758,-87.551
12963,88623.0,08/03/2010 12:00:00 AM,Rainbow,1203.3,1986.3,1546.0,41.758,-87.551
12965,112587.0,08/06/2012 12:00:00 AM,North Avenue,6.3,6.3,6.3,41.9148,-87.6273
12966,109993.0,07/09/2012 12:00:00 AM,Foster,64.4,52.1,57.9,41.9785,-87.6515
12967,109052.0,06/02/2013 12:00:00 AM,Montrose Dog,249.0,248.0,248.5,41.96869,-87.642617
12969,105387.0,06/12/2012 12:00:00 AM,Montrose,78.4,78.9,78.6,41.9655,-87.6385
12971,102609.0,06/09/2009 12:00:00 AM,Montrose,66.3,53.7,59.7,41.9655,-87.6385
12972,102339.0,07/07/2008 12:00:00 AM,Lane,6.3,4.1,5.1,41.9877,-87.6545
12973,107954.0,08/15/2013 12:00:00 AM,63rd Street,157.0,178.0,167.2,41.7827,-87.5748
12974,96081.0,08/03/2011 12:00:00 AM,Leone,65.7,186.0,110.5,42.0131,-87.6635
12975,92926.0,08/12/2014 12:00:00 AM,Calumet,261.0,345.0,300.1,41.7142,-87.5299
12976,92199.0,08/31/2009 12:00:00 AM,South Shore,27.5,18.7,22.7,41.7689,-87.5636
12977,91302.0,07/28/2009 12:00:00 AM,Oakwood,30.9,7.5,15.2,41.8211,-87.5976
12978,109961.0,08/05/2014 12:00:00 AM,Calumet,43.0,27.0,34.1,41.7142,-87.5299
12981,88183.0,06/02/2010 12:00:00 AM,Oak Street,22.6,17.5,19.9,41.9032,-87.6235
12982,90784.0,07/15/2010 12:00:00 AM,Osterman,139.6,126.6,132.9,41.9877,-87.6545
12983,104970.0,06/19/2013 12:00:00 AM,Ohio Street,21.0,15.0,17.7,41.8935,-87.6152
12984,92586.0,05/29/2009 12:00:00 AM,Montrose,1.0,1.0,1.0,41.9655,-87.6385
12985,108987.0,05/25/2013 12:00:00 AM,Oakwood,23.0,23.0,23.0,41.8211,-87.5976
12987,102738.0,05/26/2006 12:00:00 AM,Lane,9.7,1.0,3.1,41.9877,-87.6545
12988,111357.0,08/20/2012 12:00:00 AM,North Avenue,39.3,59.1,48.2,41.9148,-87.6273
12989,113487.0,07/25/2016 09:35:00 AM,South Shore,10.0,13.0,11.4,41.7689,-87.5636
12990,108255.0,05/22/2014 12:00:00 AM,Rogers,921.0,3.0,52.6,42.0213,-87.6666
12991,112794.0,06/07/2016 10:55:00 AM,Howard,26.0,26.0,26.0,42.0188,-87.6663
12992,91786.0,07/09/2009 12:00:00 AM,Ohio Street,25.6,27.2,26.4,41.8935,-87.6152
12993,98834.0,07/25/2007 12:00:00 AM,Rogers,14.6,7.4,10.4,42.0213,-87.6666
12994,88542.0,07/30/2010 12:00:00 AM,Calumet,387.3,325.5,355.1,41.7142,-87.5299
12995,101900.0,06/03/2009 12:00:00 AM,North Avenue,5.2,7.5,6.2,41.9148,-87.6273
12996,96365.0,08/16/2011 12:00:00 AM,Osterman,18.7,35.9,25.9,41.9877,-87.6545
12997,92662.0,08/06/2014 12:00:00 AM,Rainbow,488.0,416.0,450.6,41.758,-87.551
12999,111367.0,08/20/2012 12:00:00 AM,Juneway,7.5,11.0,9.1,42.0224,-87.6674
13000,105537.0,06/28/2013 12:00:00 AM,Leone,21.0,14.0,17.1,42.0131,-87.6635
13001,102579.0,06/08/2009 12:00:00 AM,57th Street,15.6,20.6,17.9,41.7911,-87.5797
13003,101317.0,08/22/2007 12:00:00 AM,Juneway,17.9,13.4,15.5,42.0224,-87.6674
13004,113863.0,08/17/2016 07:00:00 AM,South Shore,36.0,60.0,46.5,41.7689,-87.5636
13007,105767.0,06/13/2012 12:00:00 AM,South Shore,68.3,52.0,59.6,41.7689,-87.5636
13008,112036.0,09/02/2011 12:00:00 AM,Foster,26.2,15.8,20.3,41.9785,-87.6515
13010,105599.0,07/01/2013 12:00:00 AM,Montrose,118.0,84.0,99.6,41.9655,-87.6385
13011,104948.0,06/18/2013 12:00:00 AM,Ohio Street,56.0,49.0,52.4,41.8935,-87.6152
13014,112642.0,05/26/2016 11:00:00 AM,Rogers,3.0,3.0,3.0,42.0213,-87.6666
13015,96850.0,08/26/2013 12:00:00 AM,Montrose Dog,179.0,30.0,73.3,41.96869,-87.642617
13016,98937.0,07/30/2007 12:00:00 AM,Ohio Street,29.5,27.2,28.3,41.8935,-87.6152
13017,88664.0,08/05/2010 12:00:00 AM,South Shore,40.4,29.2,34.3,41.7689,-87.5636
13018,110750.0,08/10/2012 12:00:00 AM,South Shore,579.4,461.1,516.9,41.7689,-87.5636
13019,93456.0,08/25/2014 12:00:00 AM,North Avenue,25.0,12.0,17.3,41.9148,-87.6273
13022,92823.0,06/29/2015 12:00:00 AM,Montrose Dog,96.0,201.0,138.9,41.96869,-87.642617
13023,90623.0,06/08/2011 12:00:00 AM,Calumet,1.0,8.5,2.9,41.7142,-87.5299
13024,98704.0,06/15/2007 12:00:00 AM,North Shore,11.0,8.5,9.7,42.0027,-87.6564
13025,107045.0,08/01/2013 12:00:00 AM,12th Street,20.0,58.0,34.1,41.8638,-87.6083
13026,103436.0,08/29/2006 12:00:00 AM,South Shore,224.7,248.1,236.1,41.7689,-87.5636
13028,107068.0,08/02/2013 12:00:00 AM,12th Street,93.0,96.0,94.5,41.8638,-87.6083
13029,88663.0,08/05/2010 12:00:00 AM,Rainbow,126.7,118.7,122.6,41.758,-87.551
13030,90034.0,06/17/2011 12:00:00 AM,Montrose Dog,15.6,387.3,77.7,41.96869,-87.642617
13031,98014.0,08/10/2006 12:00:00 AM,Fargo,17.7,13.4,15.4,42.0161,-87.6647
13032,89009.0,08/12/2009 12:00:00 AM,Rogers,31.8,42.0,36.5,42.0213,-87.6666
13034,107396.0,07/20/2012 12:00:00 AM,Montrose,105.0,88.2,96.2,41.9655,-87.6385
13035,98838.0,07/26/2007 12:00:00 AM,South Shore,2419.6,2419.6,2419.6,41.7689,-87.5636
13037,113039.0,06/23/2016 07:55:00 AM,Oakwood,192.0,143.0,165.7,41.8211,-87.5976
13039,108438.0,09/03/2015 12:00:00 AM,12th Street,12.0,9.0,10.4,41.8638,-87.6083
13042,104671.0,06/30/2006 12:00:00 AM,Rainbow,26.3,34.7,30.2,41.758,-87.551
13043,107896.0,08/07/2013 12:00:00 AM,Ohio Street,308.0,67.0,143.7,41.8935,-87.6152
13045,91203.0,07/23/2009 12:00:00 AM,Rogers,12.1,18.5,15.0,42.0213,-87.6666
13046,105299.0,07/11/2014 12:00:00 AM,Oak Street,61.0,39.0,48.8,41.9032,-87.6235
13047,108428.0,09/02/2015 12:00:00 AM,Howard,1.0,5.0,2.2,42.0188,-87.6663
13048,110928.0,06/18/2014 12:00:00 AM,South Shore,23.0,21.0,22.0,41.7689,-87.5636
13049,108058.0,08/19/2013 12:00:00 AM,Leone,23.0,24.0,23.5,42.0131,-87.6635
13052,113626.0,08/02/2016 08:10:00 AM,Montrose Dog,73.0,56.0,63.9,41.96869,-87.642617
13053,94549.0,08/06/2015 12:00:00 AM,Howard,14.0,20.0,16.7,42.0188,-87.6663
13054,100746.0,06/16/2008 12:00:00 AM,Osterman,1.0,7.5,2.7,41.9877,-87.6545
13055,113170.0,07/01/2016 07:25:00 AM,Oak Street,22.0,2.0,6.6,41.9032,-87.6235
13056,89651.0,08/13/2010 12:00:00 AM,Rainbow,57.3,42.8,49.5,41.758,-87.551
13057,107915.0,08/08/2013 12:00:00 AM,57th Street,58.0,115.0,81.7,41.7911,-87.5797
13059,102495.0,08/25/2008 12:00:00 AM,63rd Street,90.9,77.1,83.7,41.7827,-87.5748
13060,90743.0,07/13/2010 12:00:00 AM,Foster,18.1,9.7,13.3,41.9785,-87.6515
13061,100184.0,07/23/2008 12:00:00 AM,Osterman,131.4,157.6,143.9,41.9877,-87.6545
13062,101993.0,07/02/2008 12:00:00 AM,57th Street,2.0,23.1,6.8,41.7911,-87.5797
13063,101069.0,06/20/2008 12:00:00 AM,Lane,5.2,4.1,4.6,41.9877,-87.6545
13064,87694.0,06/25/2010 12:00:00 AM,Juneway,30.9,13.4,20.3,42.0224,-87.6674
13065,110428.0,07/07/2014 12:00:00 AM,Osterman,57.0,17.0,31.1,41.9877,-87.6545
13066,111691.0,05/27/2014 12:00:00 AM,57th Street,2.0,1.0,1.4,41.7911,-87.5797
13067,91292.0,07/27/2009 12:00:00 AM,Loyola,43.5,2.0,9.3,42.0131,-87.6635
13068,103558.0,07/02/2007 12:00:00 AM,Lane,16.8,24.2,20.2,41.9877,-87.6545
13069,98155.0,06/06/2007 12:00:00 AM,North Shore,31.8,12.0,19.5,42.0027,-87.6564
13070,113811.0,08/12/2016 08:23:00 AM,Fargo,28.0,53.0,38.5,42.0161,-87.6647
13071,91908.0,08/18/2009 12:00:00 AM,North Avenue,53.7,63.1,58.2,41.9148,-87.6273
13072,99645.0,05/28/2008 12:00:00 AM,Loyola,48.7,53.7,51.1,42.0131,-87.6635
13073,97065.0,07/24/2012 12:00:00 AM,Juneway,193.5,325.5,251.0,42.0224,-87.6674
13074,111053.0,06/12/2013 12:00:00 AM,South Shore,71.0,186.0,114.9,41.7689,-87.5636
13075,112519.0,08/03/2012 12:00:00 AM,Montrose Dog,686.8,114.5,280.4,41.96869,-87.642617
13076,93122.0,07/07/2015 12:00:00 AM,57th Street,435.0,548.0,488.2,41.7911,-87.5797
13077,96951.0,08/23/2011 12:00:00 AM,South Shore,93.4,111.2,101.9,41.7689,-87.5636
13078,104241.0,06/27/2006 12:00:00 AM,57th Street,166.4,143.0,154.3,41.7911,-87.5797
13079,99111.0,08/06/2007 12:00:00 AM,Juneway,9.6,7.4,8.4,42.0224,-87.6674
13080,100821.0,06/19/2008 12:00:00 AM,Juneway,98.4,104.3,101.3,42.0224,-87.6674
13081,109611.0,06/22/2015 12:00:00 AM,Calumet,24.0,6.0,12.0,41.7142,-87.5299
13082,96672.0,07/20/2011 12:00:00 AM,Foster,11.9,19.7,15.3,41.9785,-87.6515
13083,111732.0,05/29/2014 12:00:00 AM,Rainbow,88.0,96.0,91.9,41.758,-87.551
13084,94869.0,05/26/2015 12:00:00 AM,57th Street,1.0,3.0,1.7,41.7911,-87.5797
13085,112403.0,07/15/2013 12:00:00 AM,57th Street,7.0,4.0,5.3,41.7911,-87.5797
13087,100547.0,07/29/2008 12:00:00 AM,Ohio Street,23.1,25.6,24.3,41.8935,-87.6152
13089,111104.0,06/14/2013 12:00:00 AM,Oak Street,6.0,5.0,5.5,41.9032,-87.6235
13090,113060.0,06/24/2016 07:45:00 AM,Oakwood,12.0,11.0,11.5,41.8211,-87.5976
13091,94668.0,05/22/2015 12:00:00 AM,South Shore,125.0,23.0,53.6,41.7689,-87.5636
13092,96273.0,08/12/2011 12:00:00 AM,North Avenue,5.3,6.3,5.8,41.9148,-87.6273
13093,88686.0,08/06/2010 12:00:00 AM,57th Street,435.2,435.2,435.2,41.7911,-87.5797
13094,106164.0,07/26/2013 12:00:00 AM,North Avenue,19.0,68.0,35.9,41.9148,-87.6273
13095,106502.0,09/07/2012 12:00:00 AM,Montrose,185.0,178.0,181.5,41.9655,-87.6385
13096,103963.0,07/04/2007 12:00:00 AM,Rogers,6.3,14.8,9.7,42.0213,-87.6666
13097,94050.0,07/27/2015 12:00:00 AM,12th Street,37.0,727.0,164.0,41.8638,-87.6083
13098,100923.0,08/05/2008 12:00:00 AM,Oak Street,218.7,226.2,222.4,41.9032,-87.6235
13100,90276.0,06/28/2011 12:00:00 AM,Montrose Dog,686.7,517.2,596.0,41.96869,-87.642617
13101,113296.0,07/12/2016 10:10:00 AM,Oakwood,7.0,3.0,4.6,41.8211,-87.5976
13102,108977.0,05/24/2013 12:00:00 AM,Leone,104.3,83.9,93.5,42.0131,-87.6635
13103,105252.0,06/06/2012 12:00:00 AM,Leone,4.1,13.4,7.4,42.0131,-87.6635
13104,97675.0,07/29/2011 12:00:00 AM,Ohio Street,112.4,2419.6,521.5,41.8935,-87.6152
13105,93128.0,07/07/2015 12:00:00 AM,North Avenue,345.0,201.0,263.3,41.9148,-87.6273
13107,99483.0,07/19/2007 12:00:00 AM,Howard,17.3,12.2,14.5,42.0188,-87.6663
13108,100683.0,08/15/2007 12:00:00 AM,Foster,139.6,148.3,143.9,41.9785,-87.6515
13109,88858.0,07/06/2010 12:00:00 AM,North Avenue,4.1,4.1,4.1,41.9148,-87.6273
13110,111687.0,05/27/2014 12:00:00 AM,Calumet,7.0,5.0,5.9,41.7142,-87.5299
13112,101761.0,08/12/2008 12:00:00 AM,12th Street,98.8,88.6,93.6,41.8638,-87.6083
13113,95941.0,09/15/2014 12:00:00 AM,Ohio Street,9.0,9.0,9.0,41.8935,-87.6152
13116,94439.0,08/05/2015 12:00:00 AM,Ohio Street,3.0,5.0,3.9,41.8935,-87.6152
13117,96909.0,08/29/2013 12:00:00 AM,South Shore,222.0,45.0,99.9,41.7689,-87.5636
13118,101658.0,08/27/2007 12:00:00 AM,Montrose,260.3,228.2,243.7,41.9655,-87.6385
13119,108752.0,07/17/2012 12:00:00 AM,Foster,28.2,21.3,24.5,41.9785,-87.6515
13120,108727.0,07/16/2012 12:00:00 AM,North Avenue,6.3,5.2,5.7,41.9148,-87.6273
13121,113931.0,08/22/2016 08:30:00 AM,South Shore,11.0,4.0,6.6,41.7689,-87.5636
13122,96939.0,08/22/2011 12:00:00 AM,Montrose Dog,27.5,26.5,27.0,41.96869,-87.642617
13123,90492.0,06/02/2011 12:00:00 AM,Rainbow,410.6,387.3,398.8,41.758,-87.551
13124,105792.0,06/14/2012 12:00:00 AM,Oakwood,228.2,103.9,154.0,41.8211,-87.5976
13126,89071.0,06/07/2010 12:00:00 AM,Montrose,28.1,39.3,33.2,41.9655,-87.6385
13127,105609.0,07/02/2013 12:00:00 AM,Rainbow,8.0,10.0,8.9,41.758,-87.551
13128,104361.0,08/02/2006 12:00:00 AM,Oak Street,4.1,1.0,2.0,41.9032,-87.6235
13129,111376.0,08/21/2012 12:00:00 AM,12th Street,26.2,4.1,10.4,41.8638,-87.6083
13131,101299.0,08/22/2007 12:00:00 AM,57th Street,33.1,31.8,32.4,41.7911,-87.5797
13132,110078.0,07/13/2012 12:00:00 AM,North Avenue,6.3,7.5,6.9,41.9148,-87.6273
13133,100041.0,07/11/2008 12:00:00 AM,North Shore,517.2,648.8,579.3,42.0027,-87.6564
13134,106219.0,07/29/2013 12:00:00 AM,Calumet,44.0,91.0,63.3,41.7142,-87.5299
13136,91318.0,07/28/2009 12:00:00 AM,Rogers,8.5,5.2,6.6,42.0213,-87.6666
13137,110898.0,05/31/2012 12:00:00 AM,Rogers,36.9,25.3,30.6,42.0213,-87.6666
13138,96926.0,08/29/2013 12:00:00 AM,Howard,14.0,5.0,8.4,42.0188,-87.6663
13139,97664.0,07/28/2011 12:00:00 AM,Howard,3.1,5.2,4.0,42.0188,-87.6663
13140,110859.0,05/30/2012 12:00:00 AM,63rd Street,224.7,488.4,331.3,41.7827,-87.5748
13141,113050.0,06/23/2016 09:30:00 AM,Leone,80.0,64.0,71.6,42.0131,-87.6635
13143,113686.0,08/05/2016 07:58:00 AM,Ohio Street,7.0,19.0,11.5,41.8935,-87.6152
13144,91455.0,06/25/2009 12:00:00 AM,Calumet,48.0,39.9,43.8,41.7142,-87.5299
13145,103457.0,08/29/2006 12:00:00 AM,Rogers,137.6,166.4,151.3,42.0213,-87.6666
13146,87738.0,06/28/2010 12:00:00 AM,63rd Street,235.9,435.2,320.4,41.7827,-87.5748
13147,95457.0,07/15/2014 12:00:00 AM,Montrose Dog,13.0,17.0,14.9,41.96869,-87.642617
13148,98792.0,07/24/2007 12:00:00 AM,South Shore,122.3,65.7,89.6,41.7689,-87.5636
13149,114090.0,09/01/2016 07:05:00 AM,57th Street,58.0,75.0,66.0,41.7911,-87.5797
13150,92531.0,05/27/2009 12:00:00 AM,South Shore,86.5,68.2,76.8,41.7689,-87.5636
13151,97102.0,07/26/2012 12:00:00 AM,Foster,235.9,360.9,291.8,41.9785,-87.6515
13154,94603.0,05/19/2015 12:00:00 AM,63rd Street,17.0,228.0,62.3,41.7827,-87.5748
13155,104432.0,05/30/2007 12:00:00 AM,Osterman,7.5,5.2,6.2,41.9877,-87.6545
13156,91184.0,07/23/2009 12:00:00 AM,South Shore,35.5,35.5,35.5,41.7689,-87.5636
13160,96992.0,08/24/2011 12:00:00 AM,Juneway,1.0,2.0,1.4,42.0224,-87.6674
13163,108148.0,06/15/2015 12:00:00 AM,Montrose Dog,31.0,44.0,36.9,41.96869,-87.642617
13166,108723.0,07/16/2012 12:00:00 AM,12th Street,56.3,32.8,43.0,41.8638,-87.6083
13167,102381.0,07/09/2008 12:00:00 AM,Foster,88.6,111.2,99.3,41.9785,-87.6515
13168,101042.0,08/21/2007 12:00:00 AM,South Shore,18.7,14.5,16.5,41.7689,-87.5636
13169,106837.0,06/26/2012 12:00:00 AM,Leone,104.6,98.7,101.6,42.0131,-87.6635
13170,98798.0,07/24/2007 12:00:00 AM,Oak Street,51.2,52.1,51.6,41.9032,-87.6235
13171,102503.0,08/25/2008 12:00:00 AM,Foster,313.0,325.5,319.2,41.9785,-87.6515
13173,109941.0,08/04/2014 12:00:00 AM,South Shore,579.0,517.0,547.1,41.7689,-87.5636
13174,89781.0,08/19/2010 12:00:00 AM,Montrose,37.3,44.1,40.6,41.9655,-87.6385
13177,91730.0,07/06/2009 12:00:00 AM,Juneway,1.0,1.0,1.0,42.0224,-87.6674
13178,106018.0,07/19/2013 12:00:00 AM,Rogers,1.0,2.0,1.4,42.0213,-87.6666
13179,91708.0,07/06/2009 12:00:00 AM,Calumet,65.7,204.6,115.9,41.7142,-87.5299
13180,90313.0,06/30/2011 12:00:00 AM,Oakwood,18.5,40.8,27.5,41.8211,-87.5976
13183,109998.0,07/09/2012 12:00:00 AM,Howard,13.5,21.8,17.2,42.0188,-87.6663
13184,92989.0,08/14/2014 12:00:00 AM,Howard,37.0,42.0,39.4,42.0188,-87.6663
13186,113552.0,07/28/2016 09:45:00 AM,57th Street,162.0,260.0,205.2,41.7911,-87.5797
13189,108258.0,05/23/2014 12:00:00 AM,Rainbow,75.0,82.0,78.4,41.758,-87.551
13190,110465.0,07/09/2014 12:00:00 AM,12th Street,35.0,39.0,36.9,41.8638,-87.6083
13191,91060.0,07/17/2009 12:00:00 AM,North Shore,6.3,6.3,6.3,42.0027,-87.6564
13192,107449.0,07/23/2012 12:00:00 AM,Calumet,13.2,8.5,10.6,41.7142,-87.5299
13193,91628.0,07/02/2009 12:00:00 AM,Foster,77.6,64.4,70.7,41.9785,-87.6515
13194,113581.0,07/29/2016 06:45:00 AM,Montrose,365.0,387.0,375.8,41.9655,-87.6385
13196,108396.0,06/10/2014 12:00:00 AM,Oak Street,6.0,1.0,2.4,41.9032,-87.6235
13197,105307.0,07/11/2014 12:00:00 AM,Leone,49.0,96.0,68.6,42.0131,-87.6635
13200,107805.0,07/24/2014 12:00:00 AM,12th Street,23.0,27.0,24.9,41.8638,-87.6083
13203,97032.0,08/26/2011 12:00:00 AM,Leone,12.2,15.8,13.9,42.0131,-87.6635
13206,90671.0,06/10/2011 12:00:00 AM,57th Street,117.8,73.3,92.9,41.7911,-87.5797
13207,112711.0,06/02/2016 07:25:00 AM,Rainbow,121.0,107.0,113.8,41.758,-87.551
13208,99571.0,08/31/2007 12:00:00 AM,Montrose,104.3,69.7,85.3,41.9655,-87.6385
13209,113355.0,07/15/2016 06:55:00 AM,Rainbow,2420.0,2420.0,2420.0,41.758,-87.551
13210,91468.0,06/25/2009 12:00:00 AM,Osterman,32.7,16.0,22.9,41.9877,-87.6545
13211,90863.0,09/02/2010 12:00:00 AM,Leone,191.8,172.3,181.8,42.0131,-87.6635
13212,93295.0,07/09/2015 12:00:00 AM,Leone,127.0,93.0,108.7,42.0131,-87.6635
13213,103811.0,06/22/2006 12:00:00 AM,Rainbow,150.0,579.4,294.8,41.758,-87.551
13214,108304.0,06/06/2014 12:00:00 AM,57th Street,79.0,71.0,74.9,41.7911,-87.5797
13215,95778.0,09/01/2015 12:00:00 AM,Leone,2.0,26.0,7.2,42.0131,-87.6635
13217,94764.0,08/11/2015 12:00:00 AM,Foster,91.0,96.0,93.5,41.9785,-87.6515
13218,108828.0,07/28/2014 12:00:00 AM,Calumet,19.0,18.0,18.5,41.7142,-87.5299
13219,113456.0,07/21/2016 09:40:00 AM,Osterman,2.0,1.0,1.4,41.9877,-87.6545
13220,92990.0,08/14/2014 12:00:00 AM,Rogers,44.0,57.0,50.1,42.0213,-87.6666
13222,92963.0,08/13/2014 12:00:00 AM,Osterman,75.0,89.0,81.7,41.9877,-87.6545
13223,101944.0,06/05/2009 12:00:00 AM,Oak Street,6.2,8.4,7.2,41.9032,-87.6235
13225,87760.0,06/29/2010 12:00:00 AM,Oakwood,7.4,7.5,7.4,41.8211,-87.5976
13226,104373.0,08/02/2006 12:00:00 AM,Fargo,1.0,1.0,1.0,42.0161,-87.6647
13228,103037.0,06/25/2007 12:00:00 AM,Howard,17.3,20.1,18.6,42.0188,-87.6663
13229,87650.0,06/23/2010 12:00:00 AM,Leone,18.7,14.6,16.5,42.0131,-87.6635
13231,107901.0,08/07/2013 12:00:00 AM,Montrose,61.0,29.0,42.1,41.9655,-87.6385
13233,110857.0,05/30/2012 12:00:00 AM,Rainbow,38.4,22.8,29.6,41.758,-87.551
13234,99481.0,07/19/2007 12:00:00 AM,Loyola,13.4,11.0,12.1,42.0131,-87.6635
13235,108145.0,06/15/2015 12:00:00 AM,Ohio Street,81.0,261.0,145.4,41.8935,-87.6152
13237,91560.0,06/29/2009 12:00:00 AM,Osterman,2.0,1.0,1.4,41.9877,-87.6545
13238,104300.0,07/31/2006 12:00:00 AM,Rainbow,15.6,13.2,14.3,41.758,-87.551
13239,99661.0,05/29/2008 12:00:00 AM,Foster,51.2,76.3,62.5,41.9785,-87.6515
13240,103046.0,06/26/2007 12:00:00 AM,12th Street,13.5,20.1,16.5,41.8638,-87.6083
13241,109366.0,08/14/2013 12:00:00 AM,Rainbow,89.0,73.0,80.6,41.758,-87.551
13242,113098.0,06/28/2016 09:05:00 AM,Calumet,265.0,177.0,216.6,41.7142,-87.5299
13243,94739.0,08/10/2015 12:00:00 AM,Oak Street,54.0,8.0,20.8,41.9032,-87.6235
